Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,T_o.5,T_o.6,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_a,C_a.1,C_a.2,C_a.3,C_a.4,C_a.5,C_a.6,C_a.7,R_e,R_e.1,U_n.5
2017-2018,Ligue1,Paris S-G,Alphonse Areola,fr FRA,GK,24.0,34.0,941.0,813.0,939.0,3.0,0.0,0.0,941.0,0.0,0.0,,0.0,,505.0,2472.0,1581.0,0.0,0.0,0.0,0.0,0.0,356.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Edinson Cavani,uy URU,FW,30.0,28.7,748.0,24.0,79.0,245.0,435.0,180.0,743.0,26.0,15.0,57.7,11.0,42.3,373.0,1368.0,655.0,30.0,11.0,22.0,35.0,14.0,544.0,168.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,21.0,26.9,2066.0,152.0,772.0,1258.0,51.0,14.0,2066.0,22.0,19.0,86.4,3.0,13.6,1407.0,8447.0,5102.0,36.0,10.0,0.0,12.0,9.0,1580.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Adrien Rabiot,fr FRA,MF,22.0,26.2,2461.0,51.0,457.0,1638.0,391.0,35.0,2461.0,51.0,39.0,76.5,12.0,23.5,1709.0,10679.0,5803.0,84.0,63.0,4.0,33.0,36.0,1982.0,60.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Ángel Di María,ar ARG,FW,29.0,23.5,1531.0,10.0,91.0,552.0,901.0,136.0,1531.0,86.0,48.0,55.8,38.0,44.2,956.0,5585.0,2835.0,95.0,71.0,41.0,41.0,32.0,1204.0,287.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Marquinhos,br BRA,DF,23.0,25.1,1893.0,182.0,852.0,1004.0,41.0,28.0,1893.0,2.0,2.0,100.0,0.0,0.0,1192.0,6000.0,3518.0,14.0,4.0,0.0,4.0,1.0,1412.0,6.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Thiago Silva,br BRA,DF,32.0,23.5,1927.0,199.0,800.0,1090.0,45.0,16.0,1927.0,1.0,1.0,100.0,0.0,0.0,1185.0,5763.0,3616.0,16.0,2.0,0.0,3.0,0.0,1440.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,18.0,23.3,981.0,1.0,33.0,369.0,599.0,190.0,981.0,136.0,78.0,57.4,58.0,42.6,744.0,4995.0,2584.0,98.0,66.0,52.0,65.0,59.0,871.0,282.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Dani Alves,br BRA,DF,34.0,22.9,2299.0,51.0,502.0,1234.0,583.0,47.0,2299.0,42.0,28.0,66.7,14.0,33.3,1414.0,5650.0,3505.0,76.0,62.0,8.0,20.0,30.0,1688.0,144.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Neymar,br BRA,FW,25.0,19.8,1750.0,0.0,54.0,834.0,899.0,143.0,1746.0,212.0,142.0,67.0,70.0,33.0,1301.0,10426.0,5158.0,152.0,140.0,57.0,67.0,58.0,1521.0,226.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
