Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2017-2018,Ligue1,Paris S-G,Alphonse Areola,fr FRA,GK,24.0,34.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,88.0,7.0,0.0,100.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Edinson Cavani,uy URU,FW,30.0,28.7,3.0,0.0,0.0,19.0,20.0,24.0,13.0,5.0,9.0,3.0,0.0,0.0,,44.0,8.0,9.0,47.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,21.0,26.9,8.0,2.0,2.0,34.0,48.0,1.0,6.0,24.0,28.0,0.0,2.0,0.0,,169.0,31.0,23.0,57.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Adrien Rabiot,fr FRA,MF,22.0,26.2,2.0,0.0,0.0,36.0,22.0,0.0,20.0,33.0,36.0,0.0,0.0,0.0,,187.0,32.0,18.0,64.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Ángel Di María,ar ARG,FW,29.0,23.5,1.0,0.0,0.0,8.0,14.0,15.0,175.0,10.0,10.0,0.0,0.0,0.0,,71.0,0.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Marquinhos,br BRA,DF,23.0,25.1,1.0,0.0,0.0,8.0,8.0,0.0,1.0,14.0,14.0,0.0,0.0,0.0,,137.0,42.0,20.0,67.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Thiago Silva,br BRA,DF,32.0,23.5,5.0,0.0,0.0,24.0,12.0,0.0,1.0,18.0,23.0,0.0,1.0,1.0,,151.0,47.0,21.0,69.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,18.0,23.3,2.0,0.0,0.0,10.0,37.0,23.0,40.0,0.0,8.0,1.0,0.0,0.0,,64.0,6.0,12.0,33.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Dani Alves,br BRA,DF,34.0,22.9,7.0,1.0,0.0,38.0,34.0,4.0,99.0,28.0,57.0,0.0,0.0,0.0,,160.0,16.0,19.0,45.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Neymar,br BRA,FW,25.0,19.8,5.0,1.0,1.0,23.0,104.0,10.0,83.0,5.0,14.0,2.0,0.0,0.0,,80.0,3.0,5.0,37.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,24.0,19.1,9.0,1.0,1.0,31.0,53.0,1.0,9.0,26.0,33.0,0.0,0.0,0.0,,115.0,7.0,7.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Yuri Berchiche,es ESP,DF,27.0,19.1,4.0,0.0,0.0,18.0,28.0,3.0,56.0,24.0,27.0,0.0,0.0,0.0,,89.0,39.0,17.0,69.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Julian Draxler,de GER,"MF,FW",23.0,18.9,1.0,0.0,0.0,14.0,10.0,2.0,25.0,28.0,14.0,0.0,0.0,0.0,,108.0,10.0,9.0,52.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Layvin Kurzawa,fr FRA,DF,24.0,18.9,1.0,0.0,0.0,31.0,11.0,0.0,39.0,35.0,32.0,0.0,0.0,0.0,,101.0,33.0,26.0,55.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Giovani Lo Celso,ar ARG,MF,21.0,19.7,2.0,0.0,0.0,21.0,41.0,0.0,15.0,19.0,58.0,1.0,0.0,0.0,,151.0,5.0,13.0,27.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Thomas Meunier,be BEL,DF,25.0,17.5,3.0,0.0,0.0,29.0,5.0,2.0,75.0,18.0,21.0,0.0,1.0,0.0,,93.0,23.0,11.0,67.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Javier Pastore,ar ARG,"MF,FW",28.0,15.0,2.0,0.0,0.0,13.0,13.0,2.0,11.0,10.0,21.0,0.0,0.0,0.0,,70.0,4.0,8.0,33.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Thiago Motta,it ITA,MF,34.0,12.8,3.0,1.0,0.0,27.0,14.0,1.0,0.0,21.0,21.0,0.0,1.0,0.0,,61.0,23.0,28.0,45.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Lassana Diarra,fr FRA,MF,32.0,6.7,4.0,0.0,0.0,22.0,4.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,,38.0,10.0,12.0,45.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Christopher Nkunku,fr FRA,"FW,MF",19.0,7.0,0.0,0.0,0.0,12.0,9.0,2.0,10.0,5.0,2.0,0.0,0.0,0.0,,31.0,4.0,4.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Kevin Trapp,de GER,GK,27.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,1.0,0.0,100.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Timothy Weah,us USA,FW,17.0,1.4,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
