Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2017-2018,Ligue1,Paris S-G,Alphonse Areola,fr FRA,GK,24.0,34.0,833.0,899.0,92.7,18928.0,12913.0,153.0,154.0,99.4,514.0,518.0,99.2,156.0,217.0,71.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Edinson Cavani,uy URU,FW,30.0,28.7,414.0,531.0,78.0,5540.0,955.0,258.0,306.0,84.3,101.0,122.0,82.8,22.0,34.0,64.7,6.0,6.0,4.2,0.0,36.0,13.0,23.0,0.0,43.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,21.0,26.9,1783.0,1875.0,95.1,30578.0,9566.0,767.0,794.0,96.6,784.0,802.0,97.8,154.0,185.0,83.2,0.0,0.2,0.6,-0.2,4.0,60.0,4.0,1.0,108.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Adrien Rabiot,fr FRA,MF,22.0,26.2,2040.0,2228.0,91.6,31387.0,8488.0,1022.0,1091.0,93.7,730.0,776.0,94.1,154.0,183.0,84.2,5.0,3.7,3.7,1.3,26.0,155.0,26.0,6.0,199.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Ángel Di María,ar ARG,FW,29.0,23.5,918.0,1293.0,71.0,13980.0,3987.0,490.0,566.0,86.6,243.0,357.0,68.1,92.0,198.0,46.5,6.0,7.8,6.8,-1.8,51.0,78.0,55.0,12.0,128.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Marquinhos,br BRA,DF,23.0,25.1,1567.0,1673.0,93.7,29821.0,9263.0,578.0,594.0,97.3,737.0,766.0,96.2,202.0,247.0,81.8,2.0,0.7,1.3,1.3,5.0,51.0,7.0,0.0,74.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Thiago Silva,br BRA,DF,32.0,23.5,1650.0,1723.0,95.8,29594.0,11123.0,670.0,689.0,97.2,715.0,734.0,97.4,193.0,217.0,88.9,0.0,0.2,0.5,-0.2,4.0,75.0,9.0,0.0,112.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,18.0,23.3,577.0,722.0,79.9,7076.0,1597.0,353.0,399.0,88.5,132.0,178.0,74.2,24.0,37.0,64.9,8.0,8.1,7.2,-0.1,51.0,35.0,32.0,6.0,60.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Dani Alves,br BRA,DF,34.0,22.9,1777.0,2079.0,85.5,24880.0,8924.0,1075.0,1155.0,93.1,366.0,445.0,82.2,159.0,237.0,67.1,7.0,5.0,5.7,2.0,47.0,141.0,63.0,22.0,168.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Neymar,br BRA,FW,25.0,19.8,1106.0,1452.0,76.2,15152.0,5620.0,617.0,698.0,88.4,295.0,393.0,75.1,76.0,161.0,47.2,13.0,11.3,9.8,1.7,69.0,133.0,88.0,4.0,204.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,24.0,19.1,1876.0,2074.0,90.5,28816.0,9429.0,995.0,1056.0,94.2,580.0,622.0,93.2,166.0,210.0,79.0,3.0,2.2,3.4,0.8,28.0,161.0,41.0,1.0,193.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Yuri Berchiche,es ESP,DF,27.0,19.1,1024.0,1184.0,86.5,12301.0,4254.0,642.0,696.0,92.2,235.0,283.0,83.0,29.0,46.0,63.0,4.0,2.1,2.0,1.9,16.0,62.0,21.0,8.0,74.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Julian Draxler,de GER,"MF,FW",23.0,18.9,1255.0,1378.0,91.1,18371.0,3579.0,666.0,701.0,95.0,398.0,430.0,92.6,84.0,110.0,76.4,5.0,4.5,3.5,0.5,25.0,85.0,25.0,1.0,117.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Layvin Kurzawa,fr FRA,DF,24.0,18.9,954.0,1128.0,84.6,10993.0,3229.0,614.0,680.0,90.3,202.0,255.0,79.2,18.0,37.0,48.6,1.0,1.6,1.6,-0.6,12.0,32.0,8.0,2.0,53.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Giovani Lo Celso,ar ARG,MF,21.0,19.7,1434.0,1602.0,89.5,23460.0,5116.0,664.0,719.0,92.4,505.0,544.0,92.8,156.0,179.0,87.2,3.0,1.9,2.7,1.1,18.0,102.0,30.0,2.0,147.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Thomas Meunier,be BEL,DF,25.0,17.5,950.0,1161.0,81.8,12297.0,3898.0,565.0,621.0,91.0,235.0,317.0,74.1,47.0,76.0,61.8,4.0,4.4,4.3,-0.4,21.0,61.0,26.0,14.0,79.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
