Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches,Playing Time_MP,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_l.4,S_t,S_t.1,S_t.2,S_u,S_u.1,S_u.2,T_e.1,T_e.2,T_e.3,T_e.4,T_e.5,T_e.6,T_e.7,T_e.8,T_e.9,T_e.10,T_e.11,U_n.4,U_n.5
2017-2018,Ligue1,Paris S-G,Alphonse Areola,fr FRA,GK,24.0,34.0,3060.0,90.0,89.5,34.0,34.0,90.0,34.0,0.0,,3.0,2.47,101.0,25.0,76.0,2.24,1.49,79.5,29.8,49.7,1.46,0.95,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Edinson Cavani,uy URU,FW,30.0,32.0,2581.0,81.0,75.5,28.7,30.0,85.0,20.0,2.0,20.0,0.0,2.5,93.0,21.0,72.0,2.51,1.76,66.4,24.0,42.5,1.48,0.49,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,21.0,28.0,2423.0,87.0,70.8,26.9,27.0,88.0,25.0,1.0,45.0,7.0,2.5,78.0,21.0,57.0,2.12,0.13,66.0,24.2,41.9,1.56,0.67,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Adrien Rabiot,fr FRA,MF,22.0,33.0,2362.0,72.0,69.1,26.2,27.0,83.0,17.0,6.0,22.0,1.0,2.42,69.0,19.0,50.0,1.91,-0.56,55.5,23.4,32.1,1.22,-0.45,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Ángel Di María,ar ARG,FW,29.0,30.0,2111.0,70.0,61.7,23.5,26.0,78.0,10.0,4.0,20.0,3.0,2.43,59.0,17.0,42.0,1.79,-0.75,51.8,20.5,31.3,1.33,-0.07,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Marquinhos,br BRA,DF,23.0,26.0,2262.0,87.0,66.1,25.1,25.0,89.0,23.0,1.0,45.0,7.0,2.27,61.0,20.0,41.0,1.63,-1.32,50.6,23.8,26.8,1.07,-0.87,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Thiago Silva,br BRA,DF,32.0,25.0,2115.0,85.0,61.8,23.5,24.0,86.0,22.0,1.0,45.0,7.0,2.56,76.0,16.0,60.0,2.55,1.24,54.9,18.8,36.1,1.54,0.46,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,18.0,27.0,2094.0,78.0,61.2,23.3,24.0,85.0,19.0,3.0,17.0,2.0,2.3,60.0,20.0,40.0,1.72,-0.93,51.9,23.6,28.3,1.22,-0.38,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Dani Alves,br BRA,DF,34.0,25.0,2063.0,83.0,60.3,22.9,23.0,87.0,21.0,2.0,27.0,7.0,2.6,65.0,17.0,48.0,2.09,0.04,52.2,20.2,32.1,1.4,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Neymar,br BRA,FW,25.0,20.0,1786.0,89.0,52.2,19.8,20.0,89.0,18.0,0.0,,0.0,2.75,68.0,16.0,52.0,2.62,1.13,51.6,15.0,36.6,1.85,1.02,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,24.0,22.0,1718.0,78.0,50.2,19.1,20.0,84.0,12.0,2.0,21.0,1.0,2.55,55.0,11.0,44.0,2.31,0.45,40.9,14.0,26.9,1.41,0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Yuri Berchiche,es ESP,DF,27.0,22.0,1716.0,78.0,50.2,19.1,19.0,88.0,18.0,3.0,17.0,13.0,2.55,60.0,15.0,45.0,2.36,0.56,47.0,16.8,30.1,1.58,0.44,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Julian Draxler,de GER,"MF,FW",23.0,30.0,1704.0,57.0,49.8,18.9,19.0,77.0,6.0,11.0,22.0,3.0,2.5,62.0,18.0,44.0,2.32,0.49,49.1,19.7,29.4,1.55,0.38,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Layvin Kurzawa,fr FRA,DF,24.0,20.0,1704.0,85.0,49.8,18.9,19.0,87.0,16.0,1.0,45.0,10.0,2.45,48.0,14.0,34.0,1.8,-0.56,39.1,17.5,21.6,1.14,-0.44,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Giovani Lo Celso,ar ARG,MF,21.0,33.0,1776.0,54.0,51.9,19.7,18.0,83.0,11.0,15.0,18.0,4.0,2.48,55.0,17.0,38.0,1.93,-0.32,45.0,20.6,24.5,1.24,-0.25,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Thomas Meunier,be BEL,DF,25.0,24.0,1578.0,66.0,46.1,17.5,16.0,88.0,14.0,8.0,21.0,11.0,2.25,53.0,13.0,40.0,2.28,0.38,40.8,15.7,25.2,1.44,0.14,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Javier Pastore,ar ARG,"MF,FW",28.0,25.0,1347.0,54.0,39.4,15.0,14.0,82.0,6.0,11.0,18.0,3.0,2.32,41.0,12.0,29.0,1.94,-0.23,30.6,13.5,17.2,1.15,-0.35,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Thiago Motta,it ITA,MF,34.0,19.0,1154.0,61.0,33.7,12.8,14.0,73.0,4.0,5.0,27.0,2.0,2.32,27.0,8.0,19.0,1.48,-0.9,24.7,10.6,14.2,1.1,-0.39,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Lassana Diarra,fr FRA,MF,32.0,10.0,606.0,61.0,17.7,6.7,8.0,69.0,3.0,2.0,27.0,2.0,2.3,17.0,3.0,14.0,2.08,0.0,13.7,5.8,7.9,1.17,-0.23,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
