Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2017-2018,Ligue1,Paris S-G,Alphonse Areola,fr FRA,GK,24.0,34.0,34.0,3060.0,34.0,25.0,0.74,102.0,77.0,76.5,26.0,6.0,2.0,17.0,50.0,3.0,1.0,1.0,1.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Kevin Trapp,de GER,GK,27.0,4.0,4.0,360.0,4.0,4.0,1.0,17.0,13.0,88.2,3.0,0.0,1.0,1.0,25.0,2.0,2.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Squad Total,,,26.1,38.0,38.0,3420.0,38.0,29.0,0.76,119.0,90.0,78.2,29.0,6.0,3.0,18.0,47.4,5.0,3.0,1.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Opponent Total,,,26.0,38.0,38.0,3420.0,38.0,108.0,2.84,247.0,145.0,59.1,3.0,6.0,29.0,3.0,7.9,9.0,7.0,2.0,0.0,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Monaco,Danijel Subašić,hr CRO,GK,32.0,34.0,34.0,2940.0,32.7,41.0,1.26,125.0,85.0,70.4,21.0,8.0,5.0,10.0,29.4,4.0,4.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Monaco,Seydou Sy,sn SEN,GK,21.0,3.0,2.0,255.0,2.8,4.0,1.41,16.0,12.0,81.3,1.0,0.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Monaco,Diego Benaglio,ch SUI,GK,33.0,3.0,2.0,225.0,2.5,0.0,0.0,6.0,6.0,100.0,2.0,0.0,0.0,3.0,150.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Monaco,Squad Total,,,25.8,38.0,38.0,3420.0,38.0,45.0,1.18,147.0,103.0,72.8,24.0,8.0,6.0,14.0,36.8,5.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Monaco,Opponent Total,,,26.0,38.0,38.0,3413.0,38.0,85.0,2.24,177.0,93.0,55.9,6.0,8.0,24.0,4.0,10.5,8.0,7.0,1.0,0.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Lyon,Anthony Lopes,pt POR,GK,26.0,34.0,34.0,3060.0,34.0,37.0,1.09,137.0,101.0,76.6,21.0,8.0,5.0,14.0,41.2,8.0,5.0,2.0,1.0,28.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Lyon,Mathieu Gorgelin,fr FRA,GK,26.0,4.0,4.0,360.0,4.0,6.0,1.5,13.0,7.0,53.8,2.0,1.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Lyon,Squad Total,,,24.4,38.0,38.0,3420.0,38.0,43.0,1.13,150.0,108.0,74.7,23.0,9.0,6.0,15.0,39.5,8.0,5.0,2.0,1.0,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Lyon,Opponent Total,,,26.0,38.0,38.0,3420.0,38.0,87.0,2.29,227.0,141.0,64.3,6.0,9.0,23.0,4.0,10.5,7.0,6.0,1.0,0.0,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Marseille,Steve Mandanda,fr FRA,GK,32.0,31.0,31.0,2706.0,30.0,37.0,1.23,114.0,77.0,70.2,18.0,9.0,4.0,11.0,35.5,5.0,3.0,1.0,1.0,25.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Marseille,Yohann Pelé,fr FRA,GK,34.0,9.0,7.0,714.0,8.2,10.0,1.26,27.0,18.0,66.7,4.0,2.0,1.0,3.0,42.9,1.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Marseille,Squad Total,,,27.2,38.0,38.0,3420.0,38.0,47.0,1.24,141.0,95.0,69.5,22.0,11.0,5.0,14.0,36.8,6.0,4.0,1.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Marseille,Opponent Total,,,26.0,38.0,38.0,3420.0,38.0,80.0,2.11,227.0,145.0,67.0,5.0,11.0,22.0,3.0,7.9,8.0,5.0,3.0,0.0,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Rennes,Tomáš Koubek,cz CZE,GK,24.0,34.0,34.0,3060.0,34.0,36.0,1.06,127.0,91.0,73.2,16.0,8.0,10.0,10.0,29.4,5.0,2.0,2.0,1.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
