Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_h,C_h.1,C_h.2,C_h.3,B_l,B_l.1,B_l.2,U_n.5,U_n.6,U_n.7,U_n.8,U_n.9
2017-2018,Ligue1,Paris S-G,Alphonse Areola,fr FRA,GK,24.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Edinson Cavani,uy URU,FW,30.0,28.7,15.0,9.0,5.0,4.0,6.0,2.0,16.0,12.5,14.0,10.0,1.0,9.0,5.0,20.0,22.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,21.0,26.9,39.0,28.0,20.0,18.0,1.0,9.0,14.0,64.3,5.0,17.0,10.0,7.0,24.0,63.0,80.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Adrien Rabiot,fr FRA,MF,22.0,26.2,59.0,36.0,27.0,23.0,9.0,15.0,36.0,41.7,21.0,29.0,10.0,19.0,33.0,92.0,22.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Ángel Di María,ar ARG,FW,29.0,23.5,13.0,10.0,5.0,3.0,5.0,7.0,39.0,17.9,32.0,18.0,2.0,16.0,10.0,23.0,8.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Marquinhos,br BRA,DF,23.0,25.1,28.0,14.0,14.0,14.0,0.0,13.0,21.0,61.9,8.0,36.0,22.0,14.0,14.0,42.0,114.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Thiago Silva,br BRA,DF,32.0,23.5,31.0,23.0,19.0,12.0,0.0,12.0,21.0,57.1,9.0,28.0,18.0,10.0,18.0,49.0,114.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,18.0,23.3,11.0,8.0,3.0,3.0,5.0,1.0,13.0,7.7,12.0,4.0,1.0,3.0,0.0,11.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Dani Alves,br BRA,DF,34.0,22.9,80.0,57.0,45.0,27.0,8.0,33.0,58.0,56.9,25.0,24.0,3.0,21.0,28.0,108.0,21.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Neymar,br BRA,FW,25.0,19.8,20.0,14.0,3.0,11.0,6.0,7.0,40.0,17.5,33.0,4.0,0.0,4.0,5.0,25.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,24.0,19.1,51.0,33.0,20.0,25.0,6.0,12.0,55.0,21.8,43.0,25.0,6.0,19.0,26.0,77.0,11.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Yuri Berchiche,es ESP,DF,27.0,19.1,39.0,27.0,21.0,11.0,7.0,12.0,25.0,48.0,13.0,15.0,2.0,13.0,24.0,63.0,53.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Julian Draxler,de GER,"MF,FW",23.0,18.9,20.0,14.0,4.0,13.0,3.0,6.0,32.0,18.8,26.0,18.0,2.0,16.0,28.0,48.0,8.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Layvin Kurzawa,fr FRA,DF,24.0,18.9,44.0,32.0,20.0,15.0,9.0,15.0,39.0,38.5,24.0,16.0,3.0,13.0,35.0,79.0,41.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Giovani Lo Celso,ar ARG,MF,21.0,19.7,77.0,58.0,26.0,36.0,15.0,26.0,74.0,35.1,48.0,30.0,5.0,25.0,19.0,96.0,12.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Thomas Meunier,be BEL,DF,25.0,17.5,38.0,21.0,22.0,12.0,4.0,18.0,34.0,52.9,16.0,7.0,2.0,5.0,18.0,56.0,54.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Javier Pastore,ar ARG,"MF,FW",28.0,15.0,33.0,21.0,9.0,16.0,8.0,5.0,23.0,21.7,18.0,13.0,0.0,13.0,10.0,43.0,14.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Thiago Motta,it ITA,MF,34.0,12.8,28.0,21.0,14.0,11.0,3.0,8.0,24.0,33.3,16.0,15.0,6.0,9.0,21.0,49.0,26.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
