Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2020-2021,EPL,Manchester City,Ederson,br BRA,GK,26.0,36.0,939.0,1122.0,83.7,22999.0,15228.0,180.0,181.0,99.4,531.0,540.0,98.3,220.0,390.0,56.4,1.0,0.3,0.1,0.7,1.0,9.0,2.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Rúben Dias,pt POR,DF,23.0,31.6,2531.0,2722.0,93.0,48311.0,16407.0,792.0,839.0,94.4,1499.0,1554.0,96.5,210.0,275.0,76.4,0.0,0.1,0.4,-0.1,3.0,161.0,5.0,1.0,154.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Rodri,es ESP,MF,24.0,30.5,2545.0,2801.0,90.9,44312.0,10473.0,1138.0,1213.0,93.8,1055.0,1149.0,91.8,273.0,321.0,85.0,2.0,1.4,2.2,0.6,29.0,217.0,20.0,2.0,227.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Raheem Sterling,eng ENG,FW,25.0,28.2,966.0,1141.0,84.7,11107.0,1934.0,689.0,748.0,92.1,187.0,222.0,84.2,17.0,30.0,56.7,7.0,5.7,5.3,1.3,37.0,45.0,27.0,1.0,67.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,João Cancelo,pt POR,"DF,MF",26.0,25.5,1815.0,2128.0,85.3,27535.0,7458.0,1038.0,1117.0,92.9,603.0,711.0,84.8,117.0,180.0,65.0,3.0,4.6,5.6,-1.6,42.0,142.0,68.0,8.0,200.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Bernardo Silva,pt POR,"MF,FW",25.0,22.9,1287.0,1434.0,89.7,18862.0,3005.0,718.0,758.0,94.7,419.0,461.0,90.9,78.0,98.0,79.6,6.0,3.8,2.8,2.2,26.0,71.0,31.0,1.0,116.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,İlkay Gündoğan,de GER,MF,29.0,22.5,1583.0,1751.0,90.4,22988.0,4674.0,888.0,942.0,94.3,525.0,569.0,92.3,84.0,118.0,71.2,2.0,3.5,3.3,-1.5,40.0,133.0,31.0,1.0,167.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Kevin De Bruyne,be BEL,MF,29.0,22.2,1078.0,1429.0,75.4,18890.0,5626.0,509.0,593.0,85.8,402.0,498.0,80.7,131.0,222.0,59.0,12.0,8.0,6.2,4.0,77.0,125.0,76.0,10.0,213.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Riyad Mahrez,dz ALG,FW,29.0,21.7,916.0,1096.0,83.6,12994.0,2572.0,556.0,599.0,92.8,265.0,328.0,80.8,50.0,84.0,59.5,6.0,5.0,5.7,1.0,43.0,38.0,43.0,5.0,88.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Gabriel Jesus,br BRA,FW,23.0,22.9,631.0,751.0,84.0,7356.0,844.0,416.0,472.0,88.1,133.0,154.0,86.4,18.0,25.0,72.0,4.0,2.7,2.2,1.3,30.0,18.0,13.0,1.0,41.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
