Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_C,S_C.1,S_C.2,S_C.3,S_C.4,S_C.5,S_C.6,S_C.7,G_C,G_C.1,G_C.2,G_C.3,G_C.4,G_C.5,G_C.6,G_C.7,U_n.5
2020-2021,EPL,Manchester City,Ederson,br BRA,GK,26.0,36.0,6.0,0.17,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Rúben Dias,pt POR,DF,23.0,31.6,22.0,0.7,20.0,0.0,0.0,1.0,1.0,0.0,2.0,0.06,1.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Rodri,es ESP,MF,24.0,30.5,85.0,2.78,74.0,0.0,3.0,5.0,1.0,2.0,9.0,0.29,7.0,0.0,1.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Raheem Sterling,eng ENG,FW,25.0,28.2,107.0,3.8,76.0,0.0,14.0,8.0,9.0,0.0,15.0,0.53,9.0,0.0,3.0,2.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,João Cancelo,pt POR,"DF,MF",26.0,25.5,82.0,3.21,64.0,4.0,12.0,1.0,1.0,0.0,12.0,0.47,8.0,1.0,1.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Bernardo Silva,pt POR,"MF,FW",25.0,22.9,84.0,3.66,69.0,3.0,6.0,4.0,2.0,0.0,12.0,0.52,11.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,İlkay Gündoğan,de GER,MF,29.0,22.5,88.0,3.91,67.0,4.0,6.0,6.0,2.0,3.0,9.0,0.4,3.0,1.0,2.0,1.0,1.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Kevin De Bruyne,be BEL,MF,29.0,22.2,148.0,6.67,102.0,23.0,10.0,5.0,5.0,3.0,18.0,0.81,15.0,0.0,2.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Riyad Mahrez,dz ALG,FW,29.0,21.7,91.0,4.2,63.0,9.0,5.0,8.0,3.0,3.0,17.0,0.79,11.0,1.0,3.0,2.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Gabriel Jesus,br BRA,FW,23.0,22.9,78.0,3.4,53.0,0.0,8.0,9.0,7.0,1.0,11.0,0.48,9.0,0.0,1.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Kyle Walker,eng ENG,DF,30.0,21.6,33.0,1.53,27.0,3.0,1.0,1.0,1.0,0.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,John Stones,eng ENG,DF,26.0,21.5,18.0,0.84,15.0,0.0,1.0,1.0,1.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Phil Foden,eng ENG,"FW,MF",20.0,18.0,66.0,3.68,45.0,8.0,7.0,4.0,2.0,0.0,12.0,0.67,8.0,0.0,1.0,3.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Oleksandr Zinchenko,ua UKR,DF,23.0,16.4,32.0,1.95,26.0,4.0,0.0,1.0,1.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Ferrán Torres,es ESP,"FW,MF",20.0,14.5,40.0,2.76,25.0,2.0,7.0,1.0,5.0,0.0,6.0,0.41,3.0,0.0,1.0,0.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Aymeric Laporte,es ESP,DF,26.0,14.9,11.0,0.74,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Fernandinho,br BRA,MF,35.0,13.2,31.0,2.35,26.0,0.0,3.0,0.0,0.0,2.0,3.0,0.23,2.0,0.0,0.0,0.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Benjamin Mendy,fr FRA,DF,26.0,10.6,19.0,1.79,14.0,0.0,4.0,1.0,0.0,0.0,2.0,0.19,1.0,0.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Nathan Aké,nl NED,DF,25.0,8.9,5.0,0.56,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Sergio Agüero,ar ARG,FW,32.0,6.2,18.0,2.9,13.0,0.0,3.0,1.0,0.0,1.0,3.0,0.48,2.0,0.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Eric García,es ESP,DF,19.0,4.3,2.0,0.47,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Scott Carson,eng ENG,GK,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Zack Steffen,us USA,GK,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Liam Delap,eng ENG,FW,17.0,0.4,1.0,2.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Squad Total,,,26.1,38.0,1067.0,28.08,801.0,61.0,90.0,57.0,43.0,15.0,141.0,3.71,100.0,3.0,17.0,13.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Opponent Total,,,26.4,38.0,489.0,12.87,350.0,28.0,36.0,32.0,35.0,8.0,54.0,1.42,30.0,3.0,3.0,8.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
