Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,T_o.5,T_o.6,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_a,C_a.1,C_a.2,C_a.3,C_a.4,C_a.5,C_a.6,C_a.7,R_e,R_e.1,U_n.5
2020-2021,EPL,Manchester City,Ederson,br BRA,GK,26.0,36.0,1174.0,948.0,1169.0,5.0,0.0,0.0,1174.0,0.0,0.0,,0.0,,755.0,3576.0,2401.0,0.0,0.0,0.0,2.0,0.0,669.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Rúben Dias,pt POR,DF,23.0,31.6,2954.0,245.0,1046.0,1846.0,74.0,29.0,2954.0,8.0,6.0,75.0,2.0,25.0,2087.0,11819.0,7375.0,38.0,19.0,0.0,10.0,4.0,2369.0,5.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Rodri,es ESP,MF,24.0,30.5,3082.0,95.0,564.0,2022.0,522.0,43.0,3081.0,33.0,28.0,84.8,5.0,15.2,1955.0,8270.0,4309.0,42.0,43.0,7.0,25.0,22.0,2349.0,31.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Raheem Sterling,eng ENG,FW,25.0,28.2,1449.0,4.0,65.0,568.0,831.0,213.0,1448.0,122.0,66.0,54.1,56.0,45.9,1037.0,6339.0,3294.0,129.0,73.0,81.0,62.0,83.0,1237.0,351.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,João Cancelo,pt POR,"DF,MF",26.0,25.5,2421.0,66.0,464.0,1199.0,780.0,68.0,2421.0,81.0,47.0,58.0,34.0,42.0,1472.0,6848.0,3454.0,80.0,74.0,24.0,36.0,21.0,1696.0,150.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Bernardo Silva,pt POR,"MF,FW",25.0,22.9,1621.0,13.0,175.0,734.0,733.0,83.0,1621.0,65.0,41.0,63.1,24.0,36.9,1116.0,7262.0,4002.0,123.0,104.0,28.0,33.0,23.0,1304.0,173.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,İlkay Gündoğan,de GER,MF,29.0,22.5,1928.0,20.0,198.0,1076.0,665.0,79.0,1926.0,39.0,27.0,69.2,12.0,30.8,1183.0,6098.0,3066.0,69.0,69.0,10.0,30.0,13.0,1593.0,92.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Kevin De Bruyne,be BEL,MF,29.0,22.2,1686.0,13.0,105.0,715.0,890.0,92.0,1683.0,67.0,48.0,71.6,19.0,28.4,1029.0,5855.0,3560.0,102.0,88.0,25.0,45.0,33.0,1285.0,186.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Riyad Mahrez,dz ALG,FW,29.0,21.7,1311.0,5.0,61.0,449.0,813.0,138.0,1311.0,81.0,45.0,55.6,36.0,44.4,927.0,5313.0,2496.0,88.0,46.0,60.0,46.0,29.0,1074.0,247.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Gabriel Jesus,br BRA,FW,23.0,22.9,1004.0,7.0,54.0,397.0,568.0,127.0,1004.0,70.0,48.0,68.6,22.0,31.4,635.0,3677.0,1619.0,54.0,38.0,28.0,59.0,38.0,799.0,202.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Kyle Walker,eng ENG,DF,30.0,21.6,2098.0,49.0,373.0,1327.0,419.0,15.0,2098.0,41.0,24.0,58.5,17.0,41.5,1337.0,7284.0,3784.0,80.0,67.0,6.0,16.0,17.0,1589.0,71.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
