Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2012-2013,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,26.0,31.0,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Dante,br BRA,DF,28.0,29.0,1.0,,4.0,,,0.14,,0.25,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Philipp Lahm,de GER,"DF,MF",28.0,27.8,0.0,,6.0,,,0.22,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Bastian Schweinsteiger,de GER,"DF,MF",27.0,26.1,7.0,,21.0,,,0.8,,0.33,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,23.0,24.9,2.0,,4.0,,,0.16,,0.5,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Thomas Müller,de GER,"FW,MF",22.0,23.2,13.0,,29.0,,,1.25,,0.38,,2.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Franck Ribéry,fr FRA,"FW,MF",29.0,23.4,10.0,,33.0,,,1.41,,0.3,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Toni Kroos,de GER,MF,22.0,21.3,6.0,,17.0,,,0.8,,0.35,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,David Alaba,at AUT,"DF,MF",20.0,22.1,3.0,,13.0,,,0.59,,0.08,,2.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Mario Mandžukić,hr CRO,"FW,MF",26.0,19.2,15.0,,39.0,,,2.03,,0.38,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Javi Martínez,es ESP,"DF,MF",23.0,19.4,3.0,,8.0,,,0.41,,0.38,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Luiz Gustavo,br BRA,"DF,MF",25.0,16.2,4.0,,8.0,,,0.5,,0.5,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Xherdan Shaqiri,ch SUI,"FW,MF",20.0,15.3,4.0,,13.0,,,0.85,,0.31,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Holger Badstuber,de GER,DF,23.0,10.9,0.0,,1.0,,,0.09,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Daniel Van Buyten,be BEL,DF,34.0,11.9,0.0,,4.0,,,0.34,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Arjen Robben,nl NED,"FW,MF",28.0,10.9,5.0,,20.0,,,1.83,,0.25,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Mario Gómez,de GER,FW,27.0,9.8,11.0,,21.0,,,2.14,,0.52,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Claudio Pizarro,pe PER,FW,33.0,8.4,6.0,,14.0,,,1.67,,0.43,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Rafinha,br BRA,DF,26.0,6.4,2.0,,4.0,,,0.63,,0.5,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Anatoliy Tymoshchuk,ua UKR,"DF,MF",33.0,6.5,1.0,,2.0,,,0.31,,0.5,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Diego Contento,de GER,DF,22.0,4.2,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Tom Starke,de GER,GK,31.0,3.0,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
