Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2012-2013,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,26.0,31.0,2.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Dante,br BRA,DF,28.0,29.0,4.0,0.0,,33.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Philipp Lahm,de GER,"DF,MF",28.0,27.8,0.0,0.0,,9.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Bastian Schweinsteiger,de GER,"DF,MF",27.0,26.1,4.0,0.0,,51.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,23.0,24.9,5.0,0.0,,19.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Thomas Müller,de GER,"FW,MF",22.0,23.2,0.0,0.0,,33.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Franck Ribéry,fr FRA,"FW,MF",29.0,23.4,2.0,0.0,,28.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Toni Kroos,de GER,MF,22.0,21.3,2.0,0.0,,19.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,David Alaba,at AUT,"DF,MF",20.0,22.1,0.0,0.0,,13.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Mario Mandžukić,hr CRO,"FW,MF",26.0,19.2,2.0,0.0,,46.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Javi Martínez,es ESP,"DF,MF",23.0,19.4,3.0,0.0,,41.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Luiz Gustavo,br BRA,"DF,MF",25.0,16.2,6.0,0.0,,37.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Xherdan Shaqiri,ch SUI,"FW,MF",20.0,15.3,1.0,0.0,,20.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Holger Badstuber,de GER,DF,23.0,10.9,0.0,0.0,,10.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Bundesliga,Bayern Munich,Daniel Van Buyten,be BEL,DF,34.0,11.9,0.0,0.0,,6.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
