Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2016-2017,LaLiga,Real Madrid,Cristiano Ronaldo,pt POR,FW,31.0,28.2,4.0,0.0,0.0,20.0,44.0,34.0,37.0,8.0,3.0,2.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Toni Kroos,de GER,MF,26.0,27.7,6.0,0.0,0.0,27.0,35.0,0.0,153.0,35.0,56.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Sergio Ramos,es ESP,DF,30.0,27.6,8.0,1.0,0.0,36.0,37.0,4.0,3.0,60.0,33.0,0.0,3.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Keylor Navas,cr CRC,GK,29.0,27.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Marcelo,br BRA,DF,28.0,25.3,2.0,0.0,0.0,18.0,27.0,2.0,148.0,44.0,37.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Nacho,es ESP,DF,26.0,25.6,5.0,0.0,0.0,30.0,23.0,2.0,17.0,45.0,47.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Raphaël Varane,fr FRA,DF,23.0,21.4,1.0,0.0,0.0,11.0,5.0,1.0,4.0,38.0,21.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Karim Benzema,fr FRA,FW,28.0,21.1,0.0,0.0,0.0,12.0,10.0,18.0,12.0,3.0,14.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Luka Modrić,hr CRO,MF,30.0,21.0,2.0,0.0,0.0,26.0,31.0,1.0,29.0,42.0,25.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Dani Carvajal,es ESP,DF,24.0,22.4,11.0,0.0,0.0,31.0,24.0,2.0,75.0,45.0,41.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Mateo Kovačić,hr CRO,MF,22.0,19.8,2.0,0.0,0.0,17.0,42.0,0.0,5.0,24.0,49.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Casemiro,br BRA,MF,24.0,19.0,10.0,0.0,0.0,54.0,45.0,2.0,3.0,43.0,71.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Isco,es ESP,"MF,FW",24.0,18.2,4.0,0.0,0.0,17.0,41.0,4.0,40.0,19.0,34.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Danilo,br BRA,DF,25.0,16.5,2.0,0.0,0.0,18.0,22.0,2.0,31.0,37.0,34.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Gareth Bale,wls WAL,FW,27.0,15.8,3.0,1.0,0.0,11.0,16.0,14.0,66.0,17.0,13.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Álvaro Morata,es ESP,FW,23.0,14.8,8.0,0.0,0.0,31.0,34.0,21.0,18.0,3.0,13.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,James Rodríguez,co COL,"MF,FW",25.0,13.1,1.0,0.0,0.0,12.0,21.0,10.0,99.0,11.0,18.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Pepe,pt POR,DF,33.0,12.0,1.0,0.0,0.0,12.0,16.0,4.0,1.0,19.0,9.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Lucas Vázquez,es ESP,"FW,MF",25.0,15.6,4.0,0.0,0.0,28.0,48.0,6.0,80.0,10.0,30.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Marco Asensio,es ESP,"FW,MF",20.0,12.0,0.0,0.0,0.0,15.0,15.0,5.0,28.0,11.0,22.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Kiko Casilla,es ESP,GK,29.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Fábio Coentrão,pt POR,DF,28.0,1.9,0.0,0.0,0.0,2.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Mariano,do DOM,FW,22.0,1.4,0.0,0.0,0.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Álvaro Tejero,es ESP,DF,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Squad Total,,,27.0,38.0,76.0,2.0,0.0,434.0,544.0,137.0,857.0,517.0,572.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Real Madrid,Opponent Total,,,26.5,38.0,116.0,4.0,4.0,560.0,405.0,62.0,605.0,565.0,497.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,24.0,36.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Barcelona,Luis Suárez,uy URU,FW,29.0,31.7,8.0,0.0,0.0,34.0,44.0,55.0,20.0,13.0,14.0,2.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,28.0,29.9,9.0,0.0,0.0,41.0,35.0,1.0,0.0,50.0,56.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Barcelona,Lionel Messi,ar ARG,FW,29.0,31.4,6.0,0.0,0.0,14.0,79.0,3.0,44.0,7.0,15.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Barcelona,Neymar,br BRA,FW,24.0,29.4,7.0,1.0,1.0,37.0,126.0,22.0,202.0,13.0,31.0,3.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,LaLiga,Barcelona,Sergi Roberto,es ESP,DF,24.0,26.5,5.0,0.0,0.0,20.0,31.0,0.0,51.0,49.0,44.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
