Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches,Playing Time_MP,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_l.4,S_t,S_t.1,S_t.2,S_u,S_u.1,S_u.2,T_e.1,T_e.2,T_e.3,T_e.4,T_e.5,T_e.6,T_e.7,T_e.8,T_e.9,T_e.10,T_e.11,U_n.4,U_n.5
2020-2021,SeriaA,Inter,Andrea Pinamonti,it ITA,FW,21.0,8.0,169.0,21.0,4.9,1.9,1.0,64.0,0.0,7.0,15.0,20.0,2.75,9.0,0.0,9.0,4.79,3.55,6.1,0.7,5.4,2.86,2.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Ionuț Radu,ro ROU,GK,23.0,2.0,135.0,68.0,3.9,1.5,1.0,90.0,1.0,1.0,45.0,33.0,3.0,5.0,1.0,4.0,2.67,1.3,3.1,1.6,1.5,1.03,0.13,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Radja Nainggolan,be BEL,MF,32.0,4.0,46.0,12.0,1.3,0.5,0.0,,0.0,4.0,12.0,1.0,2.5,4.0,0.0,4.0,7.83,6.49,2.7,0.6,2.1,4.21,3.35,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Daniele Padelli,it ITA,GK,34.0,1.0,45.0,45.0,1.3,0.5,0.0,,0.0,1.0,45.0,32.0,3.0,3.0,1.0,2.0,4.0,2.61,2.2,1.1,1.1,2.24,1.35,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Franco Carboni,it ITA,FW,17.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Dalbert Henrique,br BRA,"DF,MF",26.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Lorenzo Moretti,it ITA,DF,18.0,0.0,,,,,0.0,,0.0,0.0,,5.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Franco Orlando Vezzoni,it ITA,MF,18.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Lorenzo Pirola,it ITA,DF,18.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Martin Satriano,uy URU,FW,19.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Niccolò Squizzato,it ITA,MF,18.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Filip Stankovic,rs SRB,GK,18.0,0.0,,,,,0.0,,0.0,0.0,,5.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,David Wieser,it ITA,MF,18.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Squad Total,,,27.7,38.0,3420.0,90.0,100.0,38.0,418.0,83.0,257.0,162.0,19.0,251.0,2.39,89.0,35.0,54.0,1.42,,74.2,39.8,34.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Opponent Total,,,26.9,38.0,3420.0,90.0,100.0,38.0,418.0,83.0,257.0,162.0,19.0,273.0,0.42,35.0,89.0,-54.0,-1.42,,39.8,74.2,-34.3,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Gianluigi Donnarumma,it ITA,GK,21.0,37.0,3330.0,90.0,97.4,37.0,37.0,90.0,37.0,0.0,,0.0,2.11,71.0,38.0,33.0,0.89,0.89,68.2,44.9,23.3,0.63,0.21,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Franck Kessié,ci CIV,MF,23.0,37.0,3226.0,87.0,94.3,35.8,36.0,89.0,32.0,1.0,33.0,0.0,2.05,70.0,39.0,31.0,0.86,-0.06,67.1,43.4,23.7,0.66,0.64,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Theo Hernández,fr FRA,DF,22.0,33.0,2933.0,89.0,85.8,32.6,33.0,89.0,31.0,0.0,,1.0,2.09,63.0,37.0,26.0,0.8,-0.5,62.6,38.9,23.7,0.73,0.72,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Davide Calabria,it ITA,DF,23.0,32.0,2647.0,83.0,77.4,29.4,30.0,87.0,23.0,2.0,22.0,0.0,2.16,61.0,32.0,29.0,0.99,0.52,57.4,38.5,19.0,0.64,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Hakan Çalhanoğlu,tr TUR,"MF,FW",26.0,33.0,2614.0,79.0,76.4,29.0,30.0,84.0,13.0,3.0,35.0,0.0,2.09,58.0,32.0,26.0,0.9,0.11,53.8,36.2,17.6,0.61,-0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Simon Kjær,dk DEN,DF,31.0,28.0,2393.0,85.0,70.0,26.6,28.0,85.0,22.0,0.0,,3.0,2.0,52.0,29.0,23.0,0.87,-0.01,49.3,34.2,15.1,0.57,-0.18,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Alexis Saelemaekers,be BEL,FW,21.0,32.0,2016.0,63.0,58.9,22.4,27.0,70.0,3.0,5.0,28.0,0.0,2.16,41.0,25.0,16.0,0.71,-0.38,40.7,28.2,12.5,0.56,-0.16,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Rafael Leão,pt POR,FW,21.0,30.0,1924.0,64.0,56.3,21.4,22.0,78.0,7.0,8.0,27.0,1.0,1.9,37.0,24.0,13.0,0.61,-0.6,37.7,27.2,10.5,0.49,-0.31,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Alessio Romagnoli,it ITA,DF,25.0,22.0,1907.0,87.0,55.8,21.2,21.0,90.0,21.0,1.0,17.0,7.0,2.09,41.0,25.0,16.0,0.76,-0.26,38.0,29.3,8.8,0.41,-0.48,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Ante Rebić,hr CRO,FW,26.0,27.0,1776.0,66.0,51.9,19.7,20.0,79.0,10.0,7.0,27.0,0.0,2.0,44.0,18.0,26.0,1.32,0.93,41.4,22.6,18.8,0.95,0.68,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Zlatan Ibrahimović,se SWE,FW,38.0,19.0,1493.0,79.0,43.7,16.6,18.0,83.0,12.0,1.0,6.0,0.0,2.21,31.0,21.0,10.0,0.6,-0.47,32.3,23.9,8.4,0.51,-0.21,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Sandro Tonali,it ITA,MF,20.0,25.0,1330.0,53.0,38.9,14.8,17.0,68.0,4.0,8.0,23.0,10.0,2.2,28.0,16.0,12.0,0.81,-0.09,31.9,17.6,14.3,0.96,0.56,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Ismaël Bennacer,dz ALG,MF,22.0,21.0,1326.0,63.0,38.8,14.7,17.0,71.0,4.0,4.0,31.0,0.0,2.24,27.0,17.0,10.0,0.68,-0.31,25.4,18.8,6.6,0.45,-0.29,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Fikayo Tomori,eng ENG,DF,22.0,17.0,1466.0,86.0,42.9,16.3,16.0,90.0,16.0,1.0,26.0,3.0,2.06,34.0,14.0,20.0,1.23,0.63,29.2,17.1,12.1,0.74,0.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Brahim Díaz,es ESP,"MF,FW",20.0,27.0,1228.0,45.0,35.9,13.6,15.0,62.0,0.0,12.0,24.0,7.0,2.07,27.0,8.0,19.0,1.39,0.82,27.2,12.1,15.1,1.11,0.75,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Samu Castillejo,es ESP,FW,25.0,28.0,1181.0,42.0,34.5,13.1,12.0,71.0,3.0,16.0,21.0,7.0,1.93,23.0,13.0,10.0,0.76,-0.16,21.8,15.1,6.8,0.52,-0.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Diogo Dalot,pt POR,DF,21.0,21.0,1090.0,52.0,31.9,12.1,10.0,89.0,9.0,11.0,18.0,14.0,2.1,23.0,13.0,10.0,0.83,-0.06,18.8,16.4,2.4,0.2,-0.63,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Pierre Kalulu,fr FRA,DF,20.0,13.0,727.0,56.0,21.3,8.1,7.0,75.0,3.0,6.0,34.0,23.0,1.69,14.0,12.0,2.0,0.25,-0.79,12.7,8.9,3.8,0.47,-0.19,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Matteo Gabbia,it ITA,DF,20.0,8.0,557.0,70.0,16.3,6.2,7.0,78.0,6.0,1.0,13.0,16.0,2.13,12.0,4.0,8.0,1.29,0.51,15.2,5.7,9.5,1.53,1.08,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Rade Krunić,ba BIH,"MF,FW",26.0,25.0,723.0,29.0,21.1,8.0,5.0,71.0,2.0,20.0,18.0,10.0,2.6,16.0,9.0,7.0,0.87,0.0,12.3,13.6,-1.3,-0.16,-1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Soualiho Meïté,fr FRA,MF,26.0,16.0,588.0,37.0,17.2,6.5,4.0,78.0,2.0,12.0,23.0,5.0,1.81,16.0,5.0,11.0,1.68,0.98,11.7,6.6,5.1,0.78,0.19,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Jens Petter Hauge,no NOR,FW,20.0,18.0,532.0,30.0,15.6,5.9,3.0,72.0,0.0,15.0,21.0,17.0,1.94,16.0,7.0,9.0,1.52,0.77,11.5,4.8,6.7,1.13,0.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Mario Mandžukić,hr CRO,FW,34.0,10.0,212.0,21.0,6.2,2.4,1.0,62.0,0.0,9.0,17.0,2.0,1.6,2.0,7.0,-5.0,-2.12,-3.19,3.6,4.5,-0.9,-0.39,-1.08,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Lorenzo Colombo,it ITA,FW,18.0,4.0,94.0,24.0,2.7,1.0,1.0,45.0,0.0,3.0,16.0,13.0,2.25,1.0,0.0,1.0,0.96,0.09,2.4,0.4,2.0,1.92,1.33,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Ciprian Tătărușanu,ro ROU,GK,34.0,1.0,90.0,90.0,2.6,1.0,1.0,90.0,1.0,0.0,,37.0,1.0,3.0,3.0,0.0,0.0,-0.89,2.5,2.1,0.4,0.42,-0.21,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Mateo Musacchio,ar ARG,DF,29.0,1.0,34.0,34.0,1.0,0.4,0.0,,0.0,1.0,34.0,7.0,0.0,0.0,1.0,-1.0,-2.65,-3.55,0.9,0.7,0.1,0.38,-0.25,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Daniel Maldini,it ITA,"FW,DF",18.0,5.0,29.0,6.0,0.8,0.3,0.0,,0.0,5.0,6.0,17.0,2.4,1.0,1.0,0.0,0.0,-0.88,0.4,0.3,0.1,0.23,-0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Andrea Conti,it ITA,DF,26.0,3.0,28.0,9.0,0.8,0.3,0.0,,0.0,3.0,9.0,12.0,2.0,0.0,0.0,0.0,0.0,-0.88,0.7,0.5,0.2,0.79,0.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Léo Duarte,br BRA,DF,24.0,1.0,19.0,19.0,0.6,0.2,0.0,,0.0,1.0,19.0,13.0,3.0,0.0,0.0,0.0,0.0,-0.87,0.1,0.7,-0.6,-2.85,-3.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Enrico Di Gesù,it ITA,MF,18.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Antonio Donnarumma,it ITA,GK,30.0,0.0,,,,,0.0,,0.0,0.0,,32.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Marco Frigerio,it ITA,MF,19.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Andreas Jungdal,dk DEN,GK,18.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Diego Laxalt,uy URU,"DF,MF",27.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Nikolaos Michelis,gr GRE,DF,19.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Antonio Mionić,hr CRO,MF,19.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Leonardo Moleri,it ITA,GK,18.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Lucas Paquetá,br BRA,MF,22.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Emil Roback,se SWE,FW,17.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Luca Stanga,it ITA,DF,18.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Riccardo Tonin,it ITA,MF,19.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Squad Total,,,24.4,38.0,3420.0,90.0,100.0,38.0,418.0,82.0,261.0,156.0,22.0,277.0,2.08,74.0,41.0,33.0,0.87,,70.7,47.0,23.7,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Milan,Opponent Total,,,27.4,38.0,3420.0,90.0,100.0,38.0,418.0,82.0,261.0,156.0,22.0,276.0,0.74,41.0,74.0,-33.0,-0.87,,47.0,70.7,-23.7,-0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Atalanta,Marten de Roon,nl NED,MF,29.0,35.0,3021.0,86.0,88.3,33.6,33.0,89.0,31.0,2.0,40.0,0.0,2.03,78.0,42.0,36.0,1.07,-0.51,65.4,36.7,28.7,0.86,-0.26,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Atalanta,Remo Freuler,ch SUI,MF,28.0,34.0,2712.0,80.0,79.3,30.1,32.0,84.0,21.0,2.0,14.0,4.0,2.24,72.0,27.0,45.0,1.49,1.75,58.0,28.7,29.3,0.97,0.41,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Atalanta,Robin Gosens,de GER,DF,26.0,32.0,2523.0,79.0,73.8,28.0,30.0,82.0,12.0,2.0,39.0,0.0,2.13,71.0,33.0,38.0,1.36,0.85,54.0,28.7,25.3,0.9,0.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Atalanta,Cristian Romero,ar ARG,DF,22.0,31.0,2545.0,82.0,74.4,28.3,29.0,85.0,24.0,2.0,41.0,3.0,2.19,69.0,35.0,34.0,1.2,0.28,56.3,30.0,26.3,0.93,0.18,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Atalanta,Rafael Tolói,it ITA,DF,29.0,31.0,2537.0,82.0,74.2,28.2,29.0,85.0,23.0,2.0,32.0,1.0,1.9,63.0,36.0,27.0,0.96,-0.67,54.3,30.4,23.9,0.85,-0.15,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Atalanta,Duván Zapata,co COL,FW,29.0,37.0,2379.0,64.0,69.6,26.4,29.0,73.0,3.0,8.0,34.0,0.0,2.03,60.0,33.0,27.0,1.02,-0.36,50.4,29.7,20.7,0.78,-0.34,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
