season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2007-2008,EPL,Manchester Utd,Rio Ferdinand,eng ENG,DF,28.0,35.0,35.0,3045.0,33.8,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,0.0
2007-2008,EPL,Manchester Utd,Wes Brown,eng ENG,DF,27.0,36.0,34.0,3030.0,33.7,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches,0.0
2007-2008,EPL,Manchester Utd,Patrice Evra,fr FRA,DF,26.0,33.0,33.0,2820.0,31.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,0.0
2007-2008,EPL,Manchester Utd,Nemanja Vidić,rs SRB,DF,25.0,32.0,32.0,2665.0,29.6,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07,Matches,0.0
2007-2008,EPL,Manchester Utd,Cristiano Ronaldo,pt POR,"FW,MF",22.0,34.0,31.0,2747.0,30.5,31.0,6.0,37.0,27.0,4.0,5.0,5.0,1.0,0.0,0.0,0.0,1.02,0.2,1.21,0.88,1.08,Matches,0.0
2007-2008,EPL,Manchester Utd,Carlos Tevez,ar ARG,"FW,MF",23.0,34.0,31.0,2676.0,29.7,14.0,6.0,20.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.47,0.2,0.67,0.47,0.67,Matches,0.0
2007-2008,EPL,Manchester Utd,Edwin van der Sar,nl NED,GK,36.0,29.0,29.0,2565.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,EPL,Manchester Utd,Ryan Giggs,wls WAL,"FW,MF",33.0,31.0,26.0,2233.0,24.8,3.0,4.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12,0.16,0.28,0.12,0.28,Matches,0.0
2007-2008,EPL,Manchester Utd,Wayne Rooney,eng ENG,"FW,MF",21.0,27.0,25.0,2181.0,24.2,12.0,10.0,22.0,12.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.5,0.41,0.91,0.5,0.91,Matches,0.0
2007-2008,EPL,Manchester Utd,Michael Carrick,eng ENG,MF,26.0,31.0,24.0,2203.0,24.5,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.08,0.08,0.16,0.08,0.16,Matches,0.0
2007-2008,EPL,Manchester Utd,Paul Scholes,eng ENG,MF,32.0,24.0,22.0,1836.0,20.4,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.05,0.2,0.25,0.05,0.25,Matches,0.0
2007-2008,EPL,Manchester Utd,Nani,pt POR,"FW,MF",20.0,26.0,16.0,1573.0,17.5,3.0,9.0,12.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.17,0.51,0.69,0.17,0.69,Matches,0.0
2007-2008,EPL,Manchester Utd,Owen Hargreaves,eng ENG,MF,26.0,23.0,16.0,1528.0,17.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.12,0.12,0.24,0.12,0.24,Matches,0.0
2007-2008,EPL,Manchester Utd,Anderson,br BRA,MF,19.0,24.0,16.0,1484.0,16.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,0.0
2007-2008,EPL,Manchester Utd,John O'Shea,ie IRL,"DF,MF",26.0,28.0,10.0,1147.0,12.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,0.0
2007-2008,EPL,Manchester Utd,Tomasz Kuszczak,pl POL,GK,25.0,9.0,8.0,765.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,EPL,Manchester Utd,Park Ji-sung,kr KOR,MF,26.0,12.0,8.0,631.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.29,0.14,0.29,Matches,0.0
2007-2008,EPL,Manchester Utd,Louis Saha,fr FRA,FW,28.0,17.0,6.0,741.0,8.2,5.0,0.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.36,0.36,Matches,0.0
2007-2008,EPL,Manchester Utd,Darren Fletcher,sct SCO,MF,23.0,16.0,5.0,653.0,7.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.28,Matches,0.0
2007-2008,EPL,Manchester Utd,Gerard Piqué,es ESP,DF,20.0,9.0,5.0,482.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,EPL,Manchester Utd,Mikaël Silvestre,fr FRA,DF,29.0,3.0,3.0,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,EPL,Manchester Utd,Chris Eagles,eng ENG,MF,21.0,4.0,1.0,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,EPL,Manchester Utd,Danny Simpson,eng ENG,DF,20.0,3.0,1.0,130.0,1.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.69,0.0,0.69,Matches,0.0
2007-2008,EPL,Manchester Utd,Ben Foster,eng ENG,GK,24.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,EPL,Manchester Utd,Fraizer Campbell,eng ENG,FW,19.0,1.0,0.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,EPL,Manchester Utd,Squad Total,0,0,26.7,38.0,418.0,0.0,0.0,78.0,52.0,130.0,72.0,6.0,8.0,51.0,2.0,0.0,0.0,0.0,2.05,1.37,3.42,1.89,3.26,0,0.0
2007-2008,EPL,Manchester Utd,Opponent Total,0,0,26.5,38.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2007-2008,EPL,Chelsea,Joe Cole,eng ENG,MF,25.0,0.0,28.0,2468.0,27.4,7.0,5.0,12.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.26,0.18,0.44,0.26,0.44,Matches,33.0
2007-2008,EPL,Chelsea,Ashley Cole,eng ENG,DF,26.0,0.0,27.0,2413.0,26.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches,27.0
2007-2008,EPL,Chelsea,Petr Čech,cz CZE,GK,25.0,0.0,26.0,2313.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,26.0
2007-2008,EPL,Chelsea,Salomon Kalou,ci CIV,"FW,MF",21.0,0.0,24.0,2133.0,23.7,7.0,10.0,17.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.42,0.72,0.3,0.72,Matches,30.0
2007-2008,EPL,Chelsea,Michael Essien,gh GHA,"DF,MF",24.0,0.0,23.0,2096.0,23.3,6.0,3.0,9.0,6.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.26,0.13,0.39,0.26,0.39,Matches,27.0
2007-2008,EPL,Chelsea,Frank Lampard,eng ENG,MF,29.0,0.0,23.0,1955.0,21.7,10.0,8.0,18.0,6.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.46,0.37,0.83,0.28,0.64,Matches,24.0
2007-2008,EPL,Chelsea,John Terry,eng ENG,DF,26.0,0.0,23.0,1895.0,21.1,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.05,0.05,0.09,0.05,0.09,Matches,23.0
2007-2008,EPL,Chelsea,Alex,br BRA,DF,25.0,0.0,22.0,2072.0,23.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,Matches,28.0
2007-2008,EPL,Chelsea,John Obi Mikel,ng NGA,MF,20.0,0.0,21.0,1954.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,29.0
2007-2008,EPL,Chelsea,Ricardo Carvalho,pt POR,DF,29.0,0.0,21.0,1746.0,19.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,21.0
2007-2008,EPL,Chelsea,Juliano Belletti,br BRA,"DF,MF",31.0,0.0,20.0,1919.0,21.3,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14,Matches,23.0
2007-2008,EPL,Chelsea,Shaun Wright-Phillips,eng ENG,"FW,MF",25.0,0.0,20.0,1647.0,18.3,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11,0.22,0.33,0.11,0.33,Matches,27.0
2007-2008,EPL,Chelsea,Didier Drogba,ci CIV,FW,29.0,0.0,17.0,1525.0,16.9,8.0,6.0,14.0,8.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.47,0.35,0.83,0.47,0.83,Matches,19.0
2007-2008,EPL,Chelsea,Michael Ballack,de GER,MF,30.0,0.0,16.0,1410.0,15.7,7.0,1.0,8.0,5.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.45,0.06,0.51,0.32,0.38,Matches,18.0
2007-2008,EPL,Chelsea,Florent Malouda,fr FRA,"FW,MF",27.0,0.0,16.0,1391.0,15.5,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.13,0.06,0.19,0.13,0.19,Matches,21.0
2007-2008,EPL,Chelsea,Paulo Ferreira,pt POR,DF,28.0,0.0,15.0,1292.0,14.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,18.0
2007-2008,EPL,Chelsea,Claude Makélélé,fr FRA,MF,34.0,0.0,15.0,1221.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,18.0
2007-2008,EPL,Chelsea,Tal Ben Haim,il ISR,DF,25.0,0.0,10.0,1018.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,13.0
2007-2008,EPL,Chelsea,Nicolas Anelka,fr FRA,FW,28.0,0.0,10.0,964.0,10.7,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.47,0.56,0.0,0.0,Matches,14.0
2007-2008,EPL,Chelsea,Carlo Cudicini,it ITA,GK,33.0,0.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,10.0
2007-2008,EPL,Chelsea,Wayne Bridge,eng ENG,DF,26.0,0.0,9.0,818.0,9.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,11.0
2007-2008,EPL,Chelsea,Andriy Shevchenko,ua UKR,FW,30.0,0.0,8.0,745.0,8.3,5.0,1.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.12,0.72,0.48,0.6,Matches,17.0
2007-2008,EPL,Chelsea,Steve Sidwell,eng ENG,MF,24.0,0.0,7.0,518.0,5.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches,15.0
2007-2008,EPL,Chelsea,Claudio Pizarro,pe PER,FW,28.0,0.0,4.0,693.0,7.7,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26,0.13,0.39,0.26,0.39,Matches,21.0
2007-2008,EPL,Chelsea,Henrique Hilário,pt POR,GK,31.0,0.0,2.0,207.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,3.0
2007-2008,EPL,Chelsea,Glen Johnson,eng ENG,DF,22.0,0.0,1.0,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2.0
2007-2008,EPL,Chelsea,Scott Sinclair,eng ENG,"FW,MF",18.0,0.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
2007-2008,EPL,Chelsea,Squad Total,0,0,27.0,0.0,417.0,0.0,0.0,64.0,52.0,116.0,57.0,7.0,7.0,65.0,5.0,0.0,0.0,0.0,1.68,1.37,3.05,1.5,2.87,0,38.0
2007-2008,EPL,Chelsea,Opponent Total,0,0,26.5,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38.0
2007-2008,EPL,Arsenal,Gaël Clichy,fr FRA,DF,22.0,38.0,37.0,3330.0,37.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,0.0
2007-2008,EPL,Arsenal,Emmanuel Adebayor,tg TOG,FW,23.0,36.0,32.0,2926.0,32.5,24.0,4.0,28.0,21.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.74,0.12,0.86,0.65,0.77,Matches,0.0
2007-2008,EPL,Arsenal,Cesc Fàbregas,es ESP,"FW,MF",20.0,32.0,32.0,2857.0,31.7,7.0,17.0,24.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.22,0.54,0.76,0.22,0.76,Matches,0.0
2007-2008,EPL,Arsenal,William Gallas,fr FRA,DF,29.0,31.0,31.0,2723.0,30.3,4.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,0.0
2007-2008,EPL,Arsenal,Mathieu Flamini,fr FRA,MF,23.0,30.0,30.0,2660.0,29.6,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17,Matches,0.0
2007-2008,EPL,Arsenal,Manuel Almunia,es ESP,GK,30.0,29.0,29.0,2610.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,0.0
2007-2008,EPL,Arsenal,Kolo Touré,ci CIV,DF,26.0,30.0,29.0,2565.0,28.5,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14,Matches,0.0
2007-2008,EPL,Arsenal,Bacary Sagna,fr FRA,DF,24.0,29.0,29.0,2458.0,27.3,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.04,0.15,0.18,0.04,0.18,Matches,0.0
2007-2008,EPL,Arsenal,Alexander Hleb,by BLR,MF,26.0,31.0,29.0,2425.0,26.9,2.0,6.0,8.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.07,0.22,0.3,0.07,0.3,Matches,0.0
