Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2003-2004,Ligue1,Lyon,Grégory Coupet,fr FRA,GK,30.0,35.0,35.0,3141.0,34.9,22.0,0.63,127.0,105.0,82.7,22.0,7.0,6.0,18.0,51.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Nicolas Puydebois,fr FRA,GK,22.0,2.0,2.0,180.0,2.0,3.0,1.5,10.0,7.0,70.0,1.0,0.0,1.0,1.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Rémy Vercoutre,fr FRA,GK,23.0,2.0,1.0,99.0,1.1,1.0,0.91,6.0,5.0,83.3,1.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Squad Total,,,26.0,38.0,38.0,3420.0,,26.0,0.68,143.0,117.0,81.8,24.0,7.0,7.0,19.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Opponent Total,,,25.5,38.0,38.0,,,,,,,,7.0,7.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Jérôme Alonzo,fr FRA,GK,30.0,34.0,34.0,2981.0,33.1,26.0,0.78,126.0,100.0,79.4,18.0,8.0,6.0,16.0,47.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Lionel Letizi,fr FRA,GK,30.0,6.0,4.0,439.0,4.9,2.0,0.41,16.0,14.0,87.5,4.0,2.0,0.0,3.0,75.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Squad Total,,,26.0,38.0,38.0,3420.0,,28.0,0.74,142.0,114.0,80.3,22.0,10.0,6.0,19.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Opponent Total,,,25.7,38.0,38.0,,,,,,,,6.0,10.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Monaco,Flavio Roma,it ITA,GK,29.0,34.0,34.0,3051.0,33.9,27.0,0.8,134.0,107.0,79.9,19.0,12.0,3.0,16.0,47.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Monaco,Tony Sylva,sn SEN,GK,28.0,5.0,4.0,369.0,4.1,3.0,0.73,15.0,12.0,80.0,2.0,0.0,2.0,1.0,25.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Monaco,Squad Total,,,25.4,38.0,38.0,3420.0,,30.0,0.79,149.0,119.0,79.9,21.0,12.0,5.0,17.0,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Monaco,Opponent Total,,,26.0,38.0,38.0,,,,,,,,5.0,12.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Auxerre,Fabien Cool,fr FRA,GK,30.0,38.0,38.0,3420.0,38.0,34.0,0.89,153.0,119.0,77.8,19.0,8.0,11.0,13.0,34.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Auxerre,Squad Total,,,25.7,38.0,38.0,3420.0,,34.0,0.89,153.0,119.0,77.8,19.0,8.0,11.0,13.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Auxerre,Opponent Total,,,25.3,38.0,38.0,,,,,,,,11.0,8.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Sochaux,Teddy Richert,fr FRA,GK,28.0,21.0,21.0,1890.0,21.0,23.0,1.1,92.0,69.0,75.0,8.0,5.0,8.0,2.0,9.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Sochaux,Gérard Gnanhouan,ci CIV,GK,24.0,17.0,17.0,1530.0,17.0,19.0,1.12,79.0,60.0,75.9,10.0,4.0,3.0,4.0,23.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Sochaux,Squad Total,,,25.6,38.0,38.0,3420.0,,42.0,1.11,171.0,129.0,75.4,18.0,9.0,11.0,10.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Sochaux,Opponent Total,,,25.4,38.0,38.0,,,,,,,,11.0,9.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Nantes,Mickaël Landreau,fr FRA,GK,24.0,34.0,34.0,3060.0,34.0,28.0,0.82,141.0,113.0,80.1,16.0,9.0,9.0,14.0,41.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Nantes,Willy Grondin,fr FRA,GK,28.0,4.0,4.0,360.0,4.0,7.0,1.75,20.0,13.0,65.0,1.0,0.0,3.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Nantes,Squad Total,,,24.8,38.0,38.0,3420.0,,35.0,0.92,161.0,126.0,78.3,17.0,9.0,12.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Nantes,Opponent Total,,,25.7,38.0,38.0,,,,,,,,12.0,9.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Marseille,Fabien Barthez,fr FRA,GK,32.0,20.0,20.0,1800.0,20.0,26.0,1.3,94.0,68.0,72.3,7.0,6.0,7.0,4.0,20.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Marseille,Vedran Runje,hr CRO,GK,27.0,16.0,16.0,1440.0,16.0,17.0,1.06,62.0,45.0,72.6,9.0,0.0,7.0,7.0,43.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Marseille,Jérémy Gavanon,fr FRA,GK,19.0,2.0,2.0,180.0,2.0,2.0,1.0,8.0,6.0,75.0,1.0,0.0,1.0,1.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Marseille,Squad Total,,,25.7,38.0,38.0,3420.0,,45.0,1.18,164.0,119.0,72.6,17.0,6.0,15.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
