Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2003-2004,Ligue1,Lyon,Edmílson,br BRA,"DF,MF",27.0,35.3,4.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Grégory Coupet,fr FRA,GK,30.0,34.9,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Péguy Luyindula,fr FRA,"FW,MF",24.0,32.9,2.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Florent Malouda,fr FRA,"FW,MF",23.0,29.9,5.0,1.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Juninho Pernambucano,br BRA,MF,28.0,28.2,3.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Patrick Müller,ch SUI,DF,26.0,30.5,2.0,1.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Anthony Réveillère,fr FRA,DF,23.0,27.1,6.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Michael Essien,gh GHA,"DF,MF",20.0,25.8,6.0,1.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Vikash Dhorasoo,fr FRA,MF,29.0,25.7,1.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Mahamadou Diarra,ml MLI,MF,22.0,23.4,7.0,1.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Giovane Élber,br BRA,FW,31.0,22.7,2.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Jérémy Berthod,fr FRA,DF,19.0,23.3,4.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Éric Deflandre,be BEL,DF,29.0,20.5,3.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Sidney Govou,fr FRA,"FW,MF",24.0,18.8,3.0,1.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Éric Carrière,fr FRA,MF,30.0,18.2,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Caçapa,br BRA,"DF,MF",27.0,10.2,2.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Nicolas Puydebois,fr FRA,GK,22.0,2.0,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Rémy Vercoutre,fr FRA,GK,23.0,1.1,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Christophe Delmotte,fr FRA,"DF,MF",34.0,1.0,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Bryan Bergougnoux,fr FRA,"FW,MF",20.0,1.9,1.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Julien Viale,fr FRA,FW,21.0,1.3,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Yohan Gomez,fr FRA,"DF,MF",21.0,0.8,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Romain Sartre,fr FRA,"DF,MF",20.0,0.4,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Jérémy Clément,fr FRA,MF,18.0,0.1,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Squad Total,,,26.0,,53.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Lyon,Opponent Total,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Frédéric Déhu,fr FRA,"DF,MF",30.0,35.1,6.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Pauleta,pt POR,FW,30.0,34.3,3.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Jérôme Alonzo,fr FRA,GK,30.0,33.1,1.0,1.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Fabrice Fiorèse,fr FRA,"FW,MF",28.0,32.8,7.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Gabriel Heinze,ar ARG,DF,25.0,33.0,6.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,José-Karl Pierre-Fanfan,mq MTQ,DF,28.0,32.7,6.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Bernard Mendy,fr FRA,"DF,FW",21.0,30.7,12.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Modeste M'bami,cm CMR,MF,20.0,29.5,6.0,1.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Lorik Cana,al ALB,"DF,MF",20.0,28.9,11.0,2.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Juan Pablo Sorín,ar ARG,"DF,MF",27.0,19.9,3.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Talal El Karkouri,ma MAR,"DF,MF",27.0,17.5,1.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Branko Bošković,me MNE,MF,23.0,14.6,2.0,1.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Reinaldo,br BRA,FW,24.0,13.9,4.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Danijel Ljuboja,rs SRB,FW,24.0,12.8,2.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Hugo Leal,pt POR,MF,23.0,10.1,2.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Éric Cubilier,fr FRA,DF,24.0,7.2,3.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Lionel Letizi,fr FRA,GK,30.0,4.9,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Bartholomew Ogbeche,ng NGA,FW,18.0,4.7,3.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Selim Benachour,tn TUN,MF,21.0,4.1,2.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Jérôme Leroy,fr FRA,MF,28.0,3.3,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Romain Rocchi,fr FRA,MF,21.0,5.1,1.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Paulo César,br BRA,"DF,MF",24.0,3.5,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Lionel Potillon,fr FRA,DF,29.0,2.0,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Kaba Diawara,gn GUI,FW,27.0,1.0,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Alioune Touré,fr FRA,"FW,MF",24.0,0.8,0.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Franck Dja Djédjé,ci CIV,"FW,MF",17.0,0.2,1.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Squad Total,,,26.0,,84.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Paris S-G,Opponent Total,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Monaco,Julien Rodriguez,fr FRA,DF,25.0,35.0,4.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Monaco,Flavio Roma,it ITA,GK,29.0,33.9,2.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Monaco,Jérôme Rothen,fr FRA,MF,25.0,30.0,2.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Monaco,Patrice Evra,fr FRA,DF,22.0,32.1,8.0,1.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Ligue1,Monaco,Lucas Bernardi,ar ARG,MF,25.0,31.1,10.0,0.0,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
