Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2017-2018,EPL,Manchester City,Ederson,br BRA,GK,23.0,35.5,955.0,1098.0,87.0,23400.0,15983.0,200.0,201.0,99.5,530.0,536.0,98.9,224.0,357.0,62.7,0.0,0.1,0.0,-0.1,1.0,9.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Kevin De Bruyne,be BEL,MF,26.0,34.1,2351.0,3008.0,78.2,39772.0,11181.0,1154.0,1322.0,87.3,885.0,1090.0,81.2,221.0,376.0,58.8,16.0,11.1,11.7,4.9,105.0,258.0,119.0,11.0,388.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Nicolás Otamendi,ar ARG,DF,29.0,33.0,2829.0,3082.0,91.8,51762.0,16561.0,1081.0,1132.0,95.5,1459.0,1561.0,93.5,238.0,312.0,76.3,0.0,0.9,1.1,-0.9,12.0,226.0,5.0,0.0,212.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Fernandinho,br BRA,MF,32.0,32.0,2686.0,2999.0,89.6,42640.0,13288.0,1335.0,1407.0,94.9,1083.0,1190.0,91.0,167.0,235.0,71.1,3.0,2.8,5.0,0.2,20.0,318.0,31.0,0.0,320.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Kyle Walker,eng ENG,DF,27.0,30.9,2307.0,2682.0,86.0,37708.0,9574.0,1149.0,1250.0,91.9,932.0,1046.0,89.1,167.0,273.0,61.2,6.0,4.6,5.1,1.4,29.0,221.0,32.0,4.0,221.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Raheem Sterling,eng ENG,FW,22.0,28.7,998.0,1221.0,81.7,11836.0,2411.0,644.0,716.0,89.9,243.0,303.0,80.2,17.0,34.0,50.0,11.0,7.3,5.8,3.7,55.0,34.0,49.0,3.0,94.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,David Silva,es ESP,MF,31.0,27.0,2183.0,2520.0,86.6,31050.0,6817.0,1258.0,1356.0,92.8,751.0,858.0,87.5,80.0,138.0,58.0,11.0,8.4,8.1,2.6,61.0,201.0,87.0,5.0,337.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Leroy Sané,de GER,FW,21.0,26.9,957.0,1208.0,79.2,12637.0,2561.0,588.0,681.0,86.3,256.0,317.0,80.8,36.0,79.0,45.6,15.0,6.8,7.2,8.2,57.0,27.0,41.0,6.0,68.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Sergio Agüero,ar ARG,FW,29.0,21.8,529.0,650.0,81.4,6018.0,1087.0,360.0,405.0,88.9,107.0,140.0,76.4,11.0,13.0,84.6,6.0,5.6,3.8,0.4,40.0,25.0,24.0,0.0,49.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Fabian Delph,eng ENG,DF,27.0,19.3,1662.0,1801.0,92.3,24788.0,6068.0,977.0,1012.0,96.5,567.0,609.0,93.1,79.0,112.0,70.5,2.0,1.2,1.4,0.8,11.0,129.0,15.0,3.0,132.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Gabriel Jesus,br BRA,FW,20.0,18.5,474.0,596.0,79.5,5662.0,806.0,302.0,364.0,83.0,100.0,126.0,79.4,12.0,16.0,75.0,3.0,2.1,2.2,0.9,18.0,17.0,19.0,0.0,49.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Vincent Kompany,be BEL,DF,31.0,15.5,1327.0,1434.0,92.5,24734.0,8914.0,506.0,534.0,94.8,671.0,709.0,94.6,129.0,164.0,78.7,1.0,0.5,0.6,0.5,4.0,94.0,2.0,0.0,85.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,John Stones,eng ENG,DF,23.0,14.5,1197.0,1250.0,95.8,21826.0,8273.0,479.0,496.0,96.6,578.0,590.0,98.0,114.0,135.0,84.4,0.0,0.0,0.2,0.0,0.0,51.0,1.0,0.0,71.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Bernardo Silva,pt POR,"FW,MF",22.0,17.0,836.0,1000.0,83.6,12111.0,2087.0,487.0,531.0,91.7,276.0,328.0,84.1,33.0,64.0,51.6,4.0,2.8,2.6,1.2,31.0,31.0,28.0,5.0,80.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,İlkay Gündoğan,de GER,MF,26.0,16.9,1291.0,1414.0,91.3,18213.0,4535.0,754.0,803.0,93.9,402.0,428.0,93.9,61.0,82.0,74.4,1.0,1.7,2.1,-0.7,20.0,122.0,29.0,0.0,154.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Danilo,br BRA,DF,26.0,15.0,1106.0,1255.0,88.1,17501.0,4137.0,581.0,613.0,94.8,437.0,484.0,90.3,62.0,102.0,60.8,2.0,0.2,0.8,1.8,5.0,79.0,14.0,1.0,89.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Aymeric Laporte,es ESP,DF,23.0,9.0,762.0,826.0,92.3,13329.0,4972.0,337.0,354.0,95.2,346.0,366.0,94.5,61.0,81.0,75.3,0.0,0.1,0.3,-0.1,2.0,54.0,3.0,1.0,72.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Oleksandr Zinchenko,ua UKR,DF,20.0,5.9,664.0,729.0,91.1,9453.0,2333.0,391.0,414.0,94.4,218.0,235.0,92.8,31.0,46.0,67.4,0.0,0.4,0.5,-0.4,8.0,55.0,8.0,0.0,57.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Eliaquim Mangala,fr FRA,DF,26.0,5.4,316.0,346.0,91.3,5253.0,1824.0,138.0,143.0,96.5,166.0,173.0,96.0,9.0,21.0,42.9,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,15.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Benjamin Mendy,fr FRA,"DF,FW",23.0,4.0,209.0,272.0,76.8,3437.0,932.0,110.0,126.0,87.3,76.0,100.0,76.0,18.0,27.0,66.7,1.0,0.8,0.6,0.2,9.0,20.0,11.0,5.0,27.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Claudio Bravo,cl CHI,GK,34.0,2.5,64.0,71.0,90.1,1601.0,1126.0,4.0,4.0,100.0,43.0,44.0,97.7,17.0,23.0,73.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Yaya Touré,ci CIV,MF,34.0,2.6,390.0,417.0,93.5,5702.0,1707.0,240.0,252.0,95.2,116.0,123.0,94.3,23.0,29.0,79.3,2.0,0.9,1.2,1.1,7.0,43.0,7.0,0.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Brahim Díaz,es ESP,"FW,DF",17.0,0.6,25.0,29.0,86.2,326.0,45.0,16.0,17.0,94.1,8.0,10.0,80.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Phil Foden,eng ENG,"MF,FW",17.0,0.5,41.0,48.0,85.4,461.0,52.0,29.0,30.0,96.7,8.0,11.0,72.7,0.0,1.0,0.0,1.0,0.3,0.2,0.7,2.0,2.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Lukas Nmecha,de GER,FW,18.0,0.2,5.0,5.0,100.0,50.0,3.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Squad Total,,,26.4,38.0,26164.0,29961.0,87.3,421270.0,127277.0,13122.0,14165.0,92.6,10259.0,11378.0,90.2,1810.0,2720.0,66.5,85.0,57.9,60.7,27.1,498.0,2026.0,525.0,44.0,2570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Opponent Total,,,26.9,38.0,8395.0,12187.0,68.9,157327.0,68694.0,3748.0,4498.0,83.3,3155.0,4107.0,76.8,1171.0,2694.0,43.5,17.0,16.4,15.2,0.6,162.0,586.0,125.0,36.0,713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester Utd,David de Gea,es ESP,GK,26.0,37.0,686.0,1092.0,62.8,23707.0,20013.0,74.0,75.0,98.7,287.0,289.0,99.3,321.0,721.0,44.5,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester Utd,Nemanja Matić,rs SRB,MF,28.0,34.6,2299.0,2647.0,86.9,40993.0,11705.0,974.0,1068.0,91.2,959.0,1042.0,92.0,269.0,356.0,75.6,1.0,1.6,2.2,-0.6,24.0,220.0,23.0,1.0,237.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester Utd,Romelu Lukaku,be BEL,FW,24.0,31.9,502.0,763.0,65.8,6310.0,1511.0,282.0,377.0,74.8,118.0,207.0,57.0,27.0,44.0,61.4,7.0,4.7,3.8,2.3,33.0,33.0,33.0,5.0,63.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
