Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2017-2018,EPL,Manchester City,Ederson,br BRA,GK,23.0,35.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Kevin De Bruyne,be BEL,MF,26.0,34.1,8.0,93.0,39.0,41.9,2.72,1.14,0.09,0.21,24.3,0.0,0.0,,15.0,5.1,5.1,0.06,2.9,2.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Nicolás Otamendi,ar ARG,DF,29.0,33.0,4.0,32.0,10.0,31.3,0.97,0.3,0.13,0.4,16.2,0.0,0.0,,0.0,2.7,2.7,0.09,1.3,1.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Fernandinho,br BRA,MF,32.0,32.0,5.0,47.0,19.0,40.4,1.47,0.59,0.11,0.26,23.1,0.0,0.0,,0.0,2.1,2.1,0.04,2.9,2.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Kyle Walker,eng ENG,DF,27.0,30.9,0.0,13.0,1.0,7.7,0.42,0.03,0.0,0.0,24.4,0.0,0.0,,1.0,0.6,0.6,0.05,-0.6,-0.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Raheem Sterling,eng ENG,FW,22.0,28.7,18.0,86.0,33.0,38.4,2.99,1.15,0.2,0.52,14.9,1.0,1.0,,0.0,16.2,15.3,0.18,1.8,1.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,David Silva,es ESP,MF,31.0,27.0,9.0,54.0,20.0,37.0,2.0,0.74,0.17,0.45,15.9,0.0,0.0,,2.0,7.2,7.2,0.13,1.8,1.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Leroy Sané,de GER,FW,21.0,26.9,10.0,57.0,19.0,33.3,2.12,0.71,0.18,0.53,17.0,0.0,0.0,,6.0,5.8,5.8,0.1,4.2,4.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Sergio Agüero,ar ARG,FW,29.0,21.8,21.0,90.0,38.0,42.2,4.13,1.74,0.19,0.45,13.9,4.0,4.0,,1.0,16.2,13.1,0.15,4.8,3.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Fabian Delph,eng ENG,DF,27.0,19.3,1.0,10.0,3.0,30.0,0.52,0.16,0.1,0.33,28.9,0.0,0.0,,0.0,0.3,0.3,0.03,0.7,0.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
