Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,T_o.5,T_o.6,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_a,C_a.1,C_a.2,C_a.3,C_a.4,C_a.5,C_a.6,C_a.7,R_e,R_e.1,U_n.5
2017-2018,EPL,Manchester City,Ederson,br BRA,GK,23.0,35.5,1156.0,961.0,1144.0,14.0,0.0,0.0,1156.0,1.0,1.0,100.0,0.0,0.0,641.0,3008.0,1941.0,0.0,0.0,0.0,3.0,1.0,624.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Kevin De Bruyne,be BEL,MF,26.0,34.1,3348.0,20.0,246.0,1565.0,1582.0,83.0,3348.0,87.0,63.0,72.4,23.0,26.4,2150.0,12041.0,7119.0,183.0,174.0,30.0,64.0,60.0,2615.0,259.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Nicolás Otamendi,ar ARG,DF,29.0,33.0,3407.0,154.0,1127.0,2122.0,167.0,38.0,3407.0,7.0,5.0,71.4,2.0,28.6,2428.0,15364.0,9940.0,92.0,60.0,0.0,19.0,1.0,2626.0,8.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Fernandinho,br BRA,MF,32.0,32.0,3319.0,89.0,580.0,2219.0,537.0,42.0,3319.0,25.0,22.0,88.0,3.0,12.0,2088.0,10091.0,6419.0,80.0,78.0,5.0,35.0,20.0,2567.0,38.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Kyle Walker,eng ENG,DF,27.0,30.9,2929.0,65.0,570.0,1628.0,757.0,36.0,2929.0,38.0,26.0,68.4,12.0,31.6,1704.0,8779.0,4864.0,105.0,78.0,10.0,32.0,18.0,2065.0,190.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Raheem Sterling,eng ENG,FW,22.0,28.7,1540.0,13.0,76.0,507.0,978.0,230.0,1539.0,119.0,64.0,53.8,55.0,46.2,1089.0,6306.0,3319.0,116.0,70.0,76.0,65.0,59.0,1319.0,410.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,David Silva,es ESP,MF,31.0,27.0,2718.0,22.0,190.0,1370.0,1176.0,140.0,2718.0,49.0,38.0,77.6,11.0,22.4,1872.0,11148.0,5448.0,158.0,133.0,34.0,32.0,29.0,2339.0,247.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Leroy Sané,de GER,FW,21.0,26.9,1504.0,15.0,104.0,424.0,1002.0,177.0,1504.0,132.0,85.0,64.4,47.0,35.6,1036.0,6623.0,3086.0,102.0,48.0,64.0,81.0,64.0,1205.0,416.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Sergio Agüero,ar ARG,FW,29.0,21.8,894.0,6.0,41.0,308.0,561.0,152.0,890.0,84.0,56.0,66.7,28.0,33.3,610.0,4166.0,1866.0,89.0,48.0,36.0,56.0,43.0,747.0,214.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Fabian Delph,eng ENG,DF,27.0,19.3,1972.0,35.0,408.0,1132.0,451.0,3.0,1972.0,32.0,30.0,93.8,2.0,6.3,1280.0,5627.0,2974.0,53.0,54.0,1.0,20.0,10.0,1415.0,63.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Gabriel Jesus,br BRA,FW,20.0,18.5,790.0,3.0,47.0,312.0,439.0,121.0,788.0,37.0,24.0,64.9,13.0,35.1,443.0,1865.0,800.0,28.0,21.0,14.0,43.0,26.0,607.0,181.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Vincent Kompany,be BEL,DF,31.0,15.5,1568.0,101.0,609.0,915.0,51.0,11.0,1568.0,3.0,3.0,100.0,0.0,0.0,970.0,5121.0,3284.0,31.0,14.0,1.0,6.0,2.0,1218.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,John Stones,eng ENG,DF,23.0,14.5,1358.0,83.0,577.0,750.0,36.0,16.0,1358.0,4.0,4.0,100.0,0.0,0.0,928.0,4295.0,2545.0,11.0,8.0,0.0,6.0,5.0,1103.0,7.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Bernardo Silva,pt POR,"FW,MF",22.0,17.0,1157.0,9.0,79.0,444.0,650.0,95.0,1157.0,41.0,29.0,70.7,12.0,29.3,817.0,5218.0,2573.0,80.0,41.0,32.0,28.0,26.0,939.0,218.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,İlkay Gündoğan,de GER,MF,26.0,16.9,1577.0,24.0,170.0,980.0,443.0,50.0,1576.0,35.0,26.0,74.3,9.0,25.7,1019.0,5020.0,2693.0,61.0,62.0,11.0,34.0,20.0,1324.0,83.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Danilo,br BRA,DF,26.0,15.0,1422.0,32.0,283.0,799.0,345.0,29.0,1422.0,13.0,8.0,61.5,5.0,38.5,834.0,3547.0,2087.0,40.0,35.0,6.0,14.0,4.0,1038.0,74.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Aymeric Laporte,es ESP,DF,23.0,9.0,877.0,29.0,270.0,566.0,44.0,1.0,877.0,3.0,3.0,100.0,0.0,0.0,549.0,2801.0,1930.0,15.0,6.0,0.0,2.0,0.0,671.0,5.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Oleksandr Zinchenko,ua UKR,DF,20.0,5.9,776.0,10.0,97.0,483.0,197.0,2.0,776.0,3.0,3.0,100.0,0.0,0.0,463.0,1467.0,843.0,9.0,10.0,1.0,2.0,2.0,610.0,49.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Eliaquim Mangala,fr FRA,DF,26.0,5.4,392.0,25.0,176.0,211.0,6.0,4.0,392.0,2.0,2.0,100.0,0.0,0.0,264.0,1558.0,999.0,5.0,2.0,0.0,1.0,5.0,281.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Benjamin Mendy,fr FRA,"DF,FW",23.0,4.0,312.0,6.0,42.0,127.0,144.0,7.0,312.0,8.0,3.0,37.5,5.0,62.5,173.0,814.0,554.0,21.0,9.0,2.0,3.0,6.0,199.0,62.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Claudio Bravo,cl CHI,GK,34.0,2.5,72.0,60.0,72.0,0.0,0.0,0.0,72.0,0.0,0.0,,0.0,,52.0,258.0,175.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Yaya Touré,ci CIV,MF,34.0,2.6,435.0,4.0,52.0,296.0,90.0,5.0,435.0,5.0,4.0,80.0,1.0,20.0,309.0,1601.0,1179.0,20.0,20.0,3.0,1.0,1.0,389.0,4.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Brahim Díaz,es ESP,"FW,DF",17.0,0.6,47.0,0.0,6.0,11.0,31.0,9.0,47.0,1.0,1.0,100.0,0.0,0.0,35.0,172.0,83.0,3.0,0.0,3.0,4.0,2.0,35.0,15.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Phil Foden,eng ENG,"MF,FW",17.0,0.5,53.0,1.0,4.0,21.0,28.0,4.0,53.0,3.0,3.0,100.0,0.0,0.0,26.0,185.0,73.0,6.0,2.0,2.0,2.0,0.0,43.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Lukas Nmecha,de GER,FW,18.0,0.2,5.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,,0.0,,5.0,24.0,10.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Squad Total,,,26.4,38.0,33628.0,1767.0,6970.0,17205.0,9719.0,1255.0,33620.0,732.0,503.0,68.7,228.0,31.1,21785.0,117099.0,66804.0,1308.0,973.0,331.0,553.0,406.0,26023.0,2550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester City,Opponent Total,,,26.9,38.0,16137.0,2737.0,7019.0,6330.0,2987.0,355.0,16135.0,562.0,366.0,65.1,195.0,34.7,7592.0,41233.0,19229.0,331.0,272.0,75.0,460.0,369.0,8323.0,699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester Utd,David de Gea,es ESP,GK,26.0,37.0,1158.0,1048.0,1156.0,2.0,0.0,0.0,1158.0,1.0,1.0,100.0,0.0,0.0,450.0,3332.0,2520.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester Utd,Nemanja Matić,rs SRB,MF,28.0,34.6,2970.0,115.0,683.0,1858.0,457.0,27.0,2970.0,65.0,54.0,83.1,11.0,16.9,1701.0,9838.0,5479.0,74.0,64.0,7.0,37.0,31.0,2052.0,23.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester Utd,Romelu Lukaku,be BEL,FW,24.0,31.9,1032.0,26.0,45.0,424.0,571.0,151.0,1031.0,57.0,35.0,61.4,22.0,38.6,532.0,2998.0,1225.0,57.0,32.0,35.0,76.0,48.0,865.0,216.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester Utd,Antonio Valencia,ec ECU,DF,31.0,30.4,2256.0,122.0,542.0,1021.0,710.0,53.0,2256.0,48.0,29.0,60.4,19.0,39.6,1153.0,6257.0,3710.0,103.0,65.0,23.0,20.0,19.0,1410.0,152.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,EPL,Manchester Utd,Chris Smalling,eng ENG,DF,27.0,28.2,1482.0,175.0,827.0,612.0,48.0,23.0,1482.0,3.0,3.0,100.0,0.0,0.0,694.0,3125.0,1488.0,5.0,12.0,1.0,6.0,2.0,823.0,8.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
