Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2008-2009,LaLiga,Barcelona,Víctor Valdés,es ESP,GK,26.0,35.0,35.0,3150.0,35.0,31.0,0.89,108.0,77.0,71.3,27.0,5.0,3.0,15.0,42.9,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,José Manuel Pinto,es ESP,GK,32.0,2.0,2.0,180.0,2.0,2.0,1.0,10.0,8.0,80.0,0.0,1.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Oier Olazábal,es ESP,GK,18.0,1.0,1.0,90.0,1.0,2.0,2.0,7.0,5.0,71.4,0.0,0.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Squad Total,,,26.3,38.0,38.0,3420.0,,35.0,0.92,125.0,90.0,72.0,27.0,6.0,5.0,15.0,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Barcelona,Opponent Total,,,26.8,38.0,38.0,,,,,,,,5.0,6.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Real Madrid,Iker Casillas,es ESP,GK,27.0,38.0,38.0,3420.0,38.0,52.0,1.37,175.0,123.0,70.3,25.0,3.0,10.0,14.0,36.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Real Madrid,Squad Total,,,25.9,38.0,38.0,3420.0,,52.0,1.37,175.0,123.0,70.3,25.0,3.0,10.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Real Madrid,Opponent Total,,,26.9,38.0,38.0,,,,,,,,10.0,3.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Sevilla,Andrés Palop,es ESP,GK,34.0,35.0,35.0,3150.0,35.0,35.0,1.0,138.0,103.0,74.6,19.0,7.0,9.0,16.0,45.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Sevilla,Javi Varas,es ESP,GK,25.0,3.0,3.0,270.0,3.0,4.0,1.33,14.0,10.0,71.4,2.0,0.0,1.0,2.0,66.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Sevilla,Squad Total,,,27.1,38.0,38.0,3420.0,,39.0,1.03,152.0,113.0,74.3,21.0,7.0,10.0,18.0,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Sevilla,Opponent Total,,,26.8,38.0,38.0,,,,,,,,10.0,7.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Atlético Madrid,Leo Franco,ar ARG,GK,31.0,32.0,32.0,2880.0,32.0,48.0,1.5,153.0,105.0,68.6,18.0,6.0,8.0,7.0,21.9,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Atlético Madrid,Grégory Coupet,fr FRA,GK,35.0,6.0,6.0,540.0,6.0,9.0,1.5,20.0,11.0,55.0,2.0,1.0,3.0,3.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Atlético Madrid,Squad Total,,,27.4,38.0,38.0,3420.0,,57.0,1.5,173.0,116.0,67.1,20.0,7.0,11.0,10.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Atlético Madrid,Opponent Total,,,26.6,38.0,38.0,,,,,,,,11.0,7.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Villarreal,Diego López,es ESP,GK,26.0,38.0,38.0,3420.0,38.0,54.0,1.42,175.0,121.0,69.1,18.0,11.0,9.0,8.0,21.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Villarreal,Squad Total,,,27.7,38.0,38.0,3420.0,,54.0,1.42,175.0,121.0,69.1,18.0,11.0,9.0,8.0,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Villarreal,Opponent Total,,,26.8,38.0,38.0,,,,,,,,9.0,11.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Valencia,Renan Brito Soares,br BRA,GK,23.0,19.0,19.0,1661.0,18.5,25.0,1.35,78.0,53.0,67.9,10.0,4.0,4.0,7.0,36.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Valencia,César Sánchez,es ESP,GK,36.0,18.0,18.0,1620.0,18.0,24.0,1.33,85.0,61.0,71.8,8.0,4.0,6.0,3.0,16.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Valencia,Vicente Guaita,es ESP,GK,21.0,2.0,1.0,139.0,1.5,5.0,3.24,13.0,8.0,61.5,0.0,0.0,2.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Valencia,Squad Total,,,26.4,38.0,38.0,3420.0,,54.0,1.42,176.0,122.0,69.3,18.0,8.0,12.0,10.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Valencia,Opponent Total,,,26.8,38.0,38.0,,,,,,,,12.0,8.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,La Coruña,Daniel Aranzubia,es ESP,GK,28.0,37.0,37.0,3323.0,36.9,46.0,1.25,169.0,123.0,72.8,16.0,10.0,11.0,14.0,37.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,La Coruña,Gustavo Munúa,uy URU,GK,30.0,1.0,1.0,90.0,1.0,1.0,1.0,5.0,4.0,80.0,0.0,0.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,La Coruña,Squad Total,,,26.7,38.0,38.0,3413.0,,47.0,1.24,174.0,127.0,73.0,16.0,10.0,12.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,La Coruña,Opponent Total,,,26.9,38.0,38.0,,,,,,,,12.0,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Málaga,Iñaki Goitia,es ESP,GK,26.0,25.0,25.0,2250.0,25.0,36.0,1.44,144.0,108.0,75.0,11.0,7.0,7.0,5.0,20.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Málaga,Francesc Arnau,es ESP,GK,33.0,13.0,13.0,1170.0,13.0,23.0,1.77,68.0,45.0,66.2,4.0,3.0,6.0,3.0,23.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Málaga,Squad Total,,,27.0,38.0,38.0,3420.0,,59.0,1.55,212.0,153.0,72.2,15.0,10.0,13.0,8.0,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Málaga,Opponent Total,,,26.7,38.0,38.0,,,,,,,,13.0,10.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Mallorca,Dudu Aouate,il ISR,GK,30.0,14.0,14.0,1239.0,13.8,17.0,1.23,51.0,34.0,66.7,7.0,3.0,3.0,5.0,35.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Mallorca,Miguel Ángel Moyá,es ESP,GK,24.0,13.0,13.0,1125.0,12.5,20.0,1.6,65.0,45.0,69.2,5.0,2.0,6.0,3.0,23.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Mallorca,Germán Lux,ar ARG,GK,26.0,14.0,11.0,1057.0,11.7,23.0,1.96,59.0,36.0,61.0,2.0,4.0,6.0,2.0,18.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Mallorca,Squad Total,,,27.4,38.0,38.0,3421.0,,60.0,1.58,175.0,115.0,65.7,14.0,9.0,15.0,10.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Mallorca,Opponent Total,,,26.6,38.0,38.0,,,,,,,,15.0,9.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Espanyol,Carlos Kameni,cm CMR,GK,24.0,37.0,37.0,3329.0,37.0,48.0,1.3,172.0,124.0,72.1,12.0,10.0,15.0,12.0,32.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Espanyol,Cristian Álvarez,ar ARG,GK,22.0,1.0,1.0,90.0,1.0,1.0,1.0,8.0,7.0,87.5,0.0,1.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Espanyol,Squad Total,,,26.1,38.0,38.0,3419.0,,49.0,1.29,180.0,131.0,72.8,12.0,11.0,15.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,LaLiga,Espanyol,Opponent Total,,,26.8,38.0,38.0,,,,,,,,15.0,11.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
