season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2005-2006,Ligue1,Lyon,Grégory Coupet,fr FRA,GK,32.0,37.0,37.0,3307.0,36.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2005-2006,Ligue1,Lyon,Cris,br BRA,DF,28.0,36.0,36.0,3164.0,35.2,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.09,0.06,0.14,0.09,0.14,Matches,0.0
2005-2006,Ligue1,Lyon,Juninho Pernambucano,br BRA,MF,30.0,32.0,30.0,2665.0,29.6,8.0,11.0,19.0,6.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.27,0.37,0.64,0.2,0.57,Matches,0.0
2005-2006,Ligue1,Lyon,Mahamadou Diarra,ml MLI,MF,24.0,31.0,30.0,2638.0,29.3,3.0,4.0,7.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.1,0.14,0.24,0.1,0.24,Matches,0.0
2005-2006,Ligue1,Lyon,Sylvain Wiltord,fr FRA,"FW,MF",31.0,35.0,26.0,2349.0,26.1,12.0,7.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.27,0.73,0.46,0.73,Matches,0.0
2005-2006,Ligue1,Lyon,Caçapa,br BRA,"DF,MF",29.0,26.0,26.0,2311.0,25.7,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,0.0
2005-2006,Ligue1,Lyon,Tiago Mendes,pt POR,MF,24.0,29.0,26.0,2239.0,24.9,5.0,5.0,10.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.4,Matches,0.0
2005-2006,Ligue1,Lyon,Sidney Govou,fr FRA,"FW,MF",26.0,35.0,24.0,2210.0,24.6,5.0,6.0,11.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2,0.24,0.45,0.2,0.45,Matches,0.0
2005-2006,Ligue1,Lyon,Florent Malouda,fr FRA,"FW,MF",25.0,31.0,24.0,2209.0,24.5,6.0,3.0,9.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.24,0.12,0.37,0.24,0.37,Matches,0.0
2005-2006,Ligue1,Lyon,Fred,br BRA,FW,21.0,31.0,20.0,1906.0,21.2,14.0,3.0,17.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.66,0.14,0.8,0.66,0.8,Matches,0.0
2005-2006,Ligue1,Lyon,Anthony Réveillère,fr FRA,DF,25.0,20.0,19.0,1698.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2005-2006,Ligue1,Lyon,John Carew,no NOR,FW,25.0,26.0,18.0,1566.0,17.4,9.0,0.0,9.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52,Matches,0.0
2005-2006,Ligue1,Lyon,Benoît Pedretti,fr FRA,MF,24.0,21.0,14.0,1258.0,14.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.14,0.07,0.21,0.14,0.21,Matches,0.0
2005-2006,Ligue1,Lyon,Éric Abidal,fr FRA,DF,25.0,14.0,14.0,1207.0,13.4,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,0.0
2005-2006,Ligue1,Lyon,Jérémy Berthod,fr FRA,DF,21.0,16.0,14.0,1078.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,0.0
2005-2006,Ligue1,Lyon,Sylvain Monsoreau,fr FRA,DF,24.0,19.0,13.0,1209.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2005-2006,Ligue1,Lyon,François Clerc,fr FRA,DF,22.0,14.0,13.0,1168.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2005-2006,Ligue1,Lyon,Patrick Müller,ch SUI,DF,28.0,12.0,9.0,873.0,9.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.21,0.1,0.21,Matches,0.0
2005-2006,Ligue1,Lyon,Lamine Diatta,sn SEN,DF,30.0,13.0,7.0,689.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2005-2006,Ligue1,Lyon,Jérémy Clément,fr FRA,MF,20.0,15.0,6.0,632.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,0.0
