Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,G_o,G_o.1,G_o.2,G_o.3,G_o.4,E_x,E_x.1,E_x.2,E_x.3,L_a,L_a.1,L_a.2,P_a,P_a.1,P_a.2,P_a.3,G_o.5,G_o.6,G_o.7,C_r,C_r.1,C_r.2,S_w,S_w.1,S_w.2,U_n.5
2020-2021,SeriaA,Juventus,Opponent Total,,,27.0,38.0,77.0,8.0,0.0,10.0,1.0,73.8,0.31,-2.2,-0.06,199.0,460.0,43.3,930.0,149.0,36.1,33.3,264.0,47.0,37.7,560.0,10.0,1.8,17.0,0.45,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Napoli,Alex Meret,it ITA,GK,23.0,22.0,29.0,2.0,1.0,3.0,1.0,26.2,0.31,-1.8,-0.08,35.0,77.0,45.5,510.0,96.0,12.2,24.9,93.0,16.1,23.3,241.0,8.0,3.3,13.0,0.59,13.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Napoli,David Ospina,co COL,GK,31.0,16.0,12.0,3.0,0.0,0.0,0.0,13.9,0.26,1.9,0.12,57.0,119.0,47.9,488.0,51.0,22.7,28.6,57.0,14.0,22.9,192.0,15.0,7.8,11.0,0.69,12.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Napoli,Squad Total,,,27.1,38.0,41.0,5.0,1.0,3.0,1.0,40.1,0.29,0.1,0.0,92.0,196.0,46.9,998.0,147.0,17.3,26.7,150.0,15.3,23.1,433.0,23.0,5.3,24.0,0.63,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Napoli,Opponent Total,,,27.1,38.0,86.0,7.0,3.0,6.0,3.0,72.3,0.29,-10.7,-0.28,198.0,468.0,42.3,1072.0,203.0,29.7,31.2,328.0,45.7,36.6,510.0,20.0,3.9,41.0,1.08,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Lazio,Pepe Reina,es ESP,GK,37.0,29.0,41.0,8.0,0.0,6.0,2.0,37.4,0.26,-1.6,-0.05,131.0,295.0,44.4,983.0,125.0,26.8,30.8,145.0,22.1,25.5,372.0,9.0,2.4,17.0,0.59,13.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Lazio,Thomas Strakosha,al ALB,GK,25.0,9.0,14.0,2.0,0.0,1.0,0.0,12.8,0.29,-1.2,-0.14,50.0,90.0,55.6,287.0,49.0,29.6,29.3,57.0,8.8,23.6,119.0,4.0,3.4,5.0,0.56,14.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Lazio,Squad Total,,,29.4,38.0,55.0,10.0,0.0,7.0,2.0,50.2,0.27,-2.8,-0.07,181.0,385.0,47.0,1270.0,174.0,27.4,30.4,202.0,18.3,25.0,491.0,13.0,2.6,22.0,0.58,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Lazio,Opponent Total,,,26.9,38.0,61.0,6.0,4.0,2.0,2.0,57.9,0.27,-1.1,-0.03,163.0,414.0,39.4,945.0,204.0,31.2,32.6,277.0,43.0,38.1,619.0,20.0,3.2,37.0,0.97,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Roma,Pau López,es ESP,GK,25.0,20.2,29.0,3.0,1.0,4.0,3.0,25.4,0.27,-0.6,-0.03,59.0,166.0,35.5,562.0,107.0,22.6,29.2,101.0,38.6,35.6,174.0,7.0,4.0,30.0,1.49,19.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Roma,Antonio Mirante,it ITA,GK,37.0,12.8,19.0,2.0,1.0,0.0,0.0,15.8,0.24,-3.2,-0.27,46.0,106.0,43.4,309.0,63.0,26.9,30.9,83.0,27.7,28.6,162.0,1.0,0.6,23.0,1.95,18.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Roma,Daniel Fuzato,br BRA,GK,23.0,5.0,7.0,0.0,0.0,1.0,0.0,5.6,0.22,-1.4,-0.27,17.0,51.0,33.3,122.0,31.0,32.8,34.1,30.0,36.7,37.2,50.0,4.0,8.0,2.0,0.4,11.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Roma,Squad Total,,,26.7,38.0,55.0,5.0,2.0,5.0,3.0,46.8,0.25,-5.2,-0.14,122.0,323.0,37.8,993.0,201.0,25.2,30.3,214.0,34.1,33.1,386.0,12.0,3.1,55.0,1.45,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Roma,Opponent Total,,,27.3,38.0,68.0,7.0,0.0,9.0,1.0,61.8,0.27,-5.2,-0.14,150.0,379.0,39.6,1086.0,185.0,26.7,29.9,244.0,36.5,31.9,504.0,18.0,3.6,39.0,1.03,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Sassuolo,Andrea Consigli,it ITA,GK,33.0,37.0,56.0,4.0,0.0,4.0,1.0,53.6,0.27,-1.4,-0.04,118.0,319.0,37.0,1114.0,172.0,24.0,27.7,240.0,21.7,24.1,513.0,26.0,5.1,34.0,0.92,15.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Sassuolo,Gianluca Pegolo,it ITA,GK,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,0.1,0.13,0.0,1.0,0.0,14.0,2.0,7.1,19.1,8.0,0.0,14.0,15.0,1.0,6.7,1.0,1.0,15.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Sassuolo,Squad Total,,,26.5,38.0,56.0,4.0,0.0,4.0,1.0,53.8,0.27,-1.2,-0.03,118.0,320.0,36.9,1128.0,174.0,23.8,27.6,248.0,21.0,23.7,528.0,27.0,5.1,35.0,0.92,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Sassuolo,Opponent Total,,,27.2,38.0,64.0,13.0,2.0,7.0,3.0,56.3,0.24,-4.7,-0.12,209.0,497.0,42.1,1006.0,184.0,37.2,33.8,248.0,49.6,38.8,462.0,14.0,3.0,29.0,0.76,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Sampdoria,Emil Audero,it ITA,GK,23.0,37.0,54.0,7.0,1.0,6.0,1.0,51.9,0.25,-1.1,-0.03,213.0,543.0,39.2,986.0,180.0,38.2,35.0,259.0,64.1,45.3,563.0,12.0,2.1,34.0,0.92,14.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Sampdoria,Karlo Letica,hr CRO,GK,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.2,0.22,1.0,5.0,20.0,29.0,7.0,13.8,25.6,5.0,20.0,33.6,17.0,0.0,0.0,1.0,1.0,11.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Sampdoria,Squad Total,,,27.9,38.0,54.0,7.0,1.0,6.0,1.0,52.1,0.25,-0.9,-0.02,214.0,548.0,39.1,1015.0,187.0,37.5,34.7,264.0,63.3,45.1,580.0,12.0,2.1,35.0,0.92,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Sampdoria,Opponent Total,,,27.1,38.0,52.0,5.0,0.0,9.0,0.0,40.9,0.25,-11.1,-0.29,151.0,395.0,38.2,1137.0,190.0,29.1,30.8,214.0,29.9,30.2,617.0,21.0,3.4,46.0,1.21,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Hellas Verona,Marco Silvestri,it ITA,GK,29.0,34.0,42.0,6.0,1.0,6.0,2.0,36.6,0.24,-3.4,-0.1,191.0,679.0,28.1,694.0,77.0,63.5,43.1,266.0,89.5,58.0,444.0,9.0,2.0,20.0,0.61,12.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Hellas Verona,Ivor Pandur,hr CRO,GK,20.0,3.7,6.0,0.0,0.0,1.0,0.0,4.8,0.37,-1.2,-0.33,16.0,56.0,28.6,79.0,9.0,45.6,34.1,22.0,90.9,61.2,37.0,3.0,8.1,5.0,1.36,16.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Hellas Verona,Alessandro Berardi,it ITA,GK,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.06,5.0,9.0,55.6,7.0,0.0,71.4,43.0,4.0,100.0,66.5,6.0,0.0,0.0,0.0,0.0,9.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Hellas Verona,Squad Total,,,26.2,38.0,48.0,6.0,1.0,7.0,2.0,41.5,0.25,-4.5,-0.12,212.0,744.0,28.5,780.0,86.0,61.8,42.2,292.0,89.7,58.3,487.0,12.0,2.5,25.0,0.66,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Hellas Verona,Opponent Total,,,27.0,38.0,43.0,3.0,1.0,3.0,5.0,37.6,0.29,-0.4,-0.01,255.0,654.0,39.0,1218.0,146.0,43.4,36.7,235.0,53.2,39.4,549.0,23.0,4.2,35.0,0.92,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Genoa,Mattia Perin,it ITA,GK,27.0,32.0,44.0,7.0,0.0,5.0,2.0,47.5,0.27,5.5,0.17,187.0,554.0,33.8,882.0,140.0,47.4,37.1,275.0,49.5,38.4,540.0,19.0,3.5,18.0,0.56,12.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Genoa,Federico Marchetti,it ITA,GK,37.0,3.7,11.0,0.0,0.0,1.0,0.0,8.6,0.48,-2.4,-0.64,11.0,30.0,36.7,103.0,17.0,16.5,24.4,34.0,38.2,30.4,48.0,1.0,2.1,6.0,1.62,14.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Genoa,Alberto Paleari,it ITA,GK,27.0,2.3,3.0,0.0,0.0,0.0,0.0,2.9,0.25,-0.1,-0.04,7.0,30.0,23.3,59.0,11.0,39.0,34.6,19.0,36.8,35.7,33.0,1.0,3.0,2.0,0.87,11.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Genoa,Squad Total,,,28.3,38.0,58.0,7.0,0.0,6.0,2.0,59.1,0.29,3.1,0.08,205.0,614.0,33.4,1044.0,168.0,43.9,35.7,328.0,47.6,37.4,621.0,21.0,3.4,26.0,0.68,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Genoa,Opponent Total,,,27.2,38.0,47.0,4.0,0.0,3.0,1.0,38.0,0.28,-8.0,-0.21,171.0,396.0,43.2,1091.0,171.0,28.0,31.3,187.0,48.1,38.2,460.0,17.0,3.7,32.0,0.84,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Bologna,Łukasz Skorupski,pl POL,GK,29.0,28.0,46.0,5.0,1.0,8.0,1.0,47.4,0.29,2.4,0.09,92.0,257.0,35.8,724.0,168.0,27.8,30.2,231.0,24.2,23.4,443.0,23.0,5.2,21.0,0.75,12.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Bologna,Angelo da Costa Júnior,br BRA,GK,36.0,6.0,9.0,1.0,1.0,0.0,0.0,8.6,0.33,-0.4,-0.06,27.0,53.0,50.9,240.0,24.0,17.9,27.6,43.0,23.3,26.3,86.0,5.0,5.8,10.0,1.67,15.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Bologna,Federico Ravaglia,it ITA,GK,20.0,4.0,10.0,1.0,0.0,1.0,1.0,7.2,0.34,-1.8,-0.44,8.0,23.0,34.8,114.0,17.0,16.7,25.6,23.0,17.4,21.8,33.0,0.0,0.0,8.0,2.0,26.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Bologna,Squad Total,,,27.2,38.0,65.0,7.0,2.0,9.0,2.0,63.3,0.3,0.3,0.01,127.0,333.0,38.1,1078.0,209.0,24.4,29.1,297.0,23.6,23.7,562.0,28.0,5.0,39.0,1.03,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Bologna,Opponent Total,,,27.3,38.0,51.0,3.0,0.0,5.0,2.0,56.1,0.29,7.1,0.19,200.0,564.0,35.5,1041.0,149.0,40.0,34.4,238.0,62.2,44.5,505.0,20.0,4.0,32.0,0.84,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Fiorentina,Bartłomiej Drągowski,pl POL,GK,22.0,35.0,55.0,8.0,1.0,10.0,1.0,56.2,0.33,2.2,0.06,180.0,496.0,36.3,789.0,160.0,44.9,37.9,260.0,54.6,43.6,486.0,24.0,4.9,27.0,0.77,13.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Fiorentina,Pietro Terracciano,it ITA,GK,30.0,3.0,4.0,0.0,0.0,1.0,1.0,3.0,0.19,0.0,0.01,28.0,66.0,42.4,56.0,10.0,64.3,45.9,32.0,93.8,59.6,52.0,2.0,3.8,1.0,0.33,11.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Fiorentina,Squad Total,,,26.6,38.0,59.0,8.0,1.0,11.0,2.0,59.3,0.32,2.3,0.06,208.0,562.0,37.0,845.0,170.0,46.2,38.4,292.0,58.9,45.3,538.0,26.0,4.8,28.0,0.74,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Fiorentina,Opponent Total,,,27.4,38.0,47.0,6.0,1.0,5.0,3.0,42.6,0.31,-1.4,-0.04,151.0,334.0,45.2,946.0,163.0,25.8,30.1,236.0,38.1,34.3,587.0,21.0,3.6,39.0,1.03,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Udinese,Juan Musso,ar ARG,GK,26.0,35.0,51.0,13.0,2.0,2.0,0.0,51.0,0.26,0.0,0.0,165.0,380.0,43.4,760.0,171.0,36.2,32.9,254.0,41.3,34.7,484.0,26.0,5.4,18.0,0.51,13.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Udinese,Nícolas Andrade,br BRA,GK,32.0,2.0,5.0,0.0,0.0,0.0,0.0,3.7,0.62,-1.3,-0.64,7.0,13.0,53.8,31.0,6.0,25.8,29.4,9.0,55.6,43.1,23.0,0.0,0.0,0.0,0.0,11.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Udinese,Simone Scuffet,it ITA,GK,24.0,1.0,2.0,1.0,0.0,0.0,0.0,1.7,0.19,-0.3,-0.26,8.0,17.0,47.1,19.0,5.0,52.6,39.1,9.0,77.8,48.6,26.0,0.0,0.0,0.0,0.0,5.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Udinese,Manuel Gasparini,it ITA,GK,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,100.0,1.0,0.0,100.0,44.0,1.0,0.0,15.0,0.0,0.0,,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Udinese,Squad Total,,,27.2,38.0,58.0,14.0,2.0,2.0,0.0,56.4,0.27,-1.6,-0.04,181.0,411.0,44.0,811.0,182.0,36.3,32.9,273.0,42.9,35.4,533.0,26.0,4.9,18.0,0.47,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Udinese,Opponent Total,,,27.1,38.0,42.0,4.0,0.0,2.0,2.0,38.2,0.27,-1.8,-0.05,131.0,334.0,39.2,880.0,157.0,29.0,31.6,259.0,30.5,31.9,555.0,25.0,4.5,20.0,0.53,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Spezia,Ivan Provedel,it ITA,GK,26.0,29.0,55.0,6.0,1.0,4.0,0.0,48.0,0.32,-7.0,-0.24,185.0,489.0,37.8,1244.0,132.0,33.4,34.2,157.0,46.5,42.0,298.0,9.0,3.0,46.0,1.59,17.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Spezia,Jeroen Zoet,nl NED,GK,29.0,6.7,12.0,3.0,0.0,2.0,0.0,10.0,0.24,-2.0,-0.3,37.0,101.0,36.6,275.0,46.0,32.4,33.1,31.0,38.7,37.4,72.0,6.0,8.3,11.0,1.64,17.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Spezia,Rafael,br BRA,GK,38.0,2.3,5.0,0.0,0.0,0.0,0.0,5.9,0.33,0.9,0.38,12.0,35.0,34.3,91.0,10.0,34.1,32.4,16.0,25.0,27.8,37.0,1.0,2.7,2.0,0.87,12.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Spezia,Squad Total,,,25.2,38.0,72.0,9.0,1.0,6.0,0.0,63.8,0.31,-8.2,-0.22,234.0,625.0,37.4,1610.0,188.0,33.3,33.9,204.0,43.6,40.2,407.0,16.0,3.9,59.0,1.55,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Spezia,Opponent Total,,,27.3,38.0,52.0,4.0,0.0,9.0,0.0,43.6,0.3,-8.4,-0.22,189.0,545.0,34.7,1262.0,146.0,35.3,32.3,226.0,44.2,36.3,433.0,13.0,3.0,50.0,1.32,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Cagliari,Alessio Cragno,it ITA,GK,26.0,34.0,53.0,5.0,1.0,7.0,0.0,54.2,0.27,1.2,0.03,175.0,429.0,40.8,688.0,139.0,39.1,33.5,274.0,58.4,42.0,530.0,19.0,3.6,22.0,0.65,14.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Cagliari,Guglielmo Vicario,it ITA,GK,23.0,4.0,6.0,0.0,0.0,2.0,0.0,4.9,0.23,-1.1,-0.28,26.0,54.0,48.1,81.0,17.0,39.5,35.6,25.0,88.0,56.4,71.0,1.0,1.4,0.0,0.0,6.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Cagliari,Squad Total,,,26.5,38.0,59.0,5.0,1.0,9.0,0.0,59.1,0.27,0.1,0.0,201.0,483.0,41.6,769.0,156.0,39.1,33.7,299.0,60.9,43.2,601.0,20.0,3.3,22.0,0.58,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Cagliari,Opponent Total,,,27.3,38.0,43.0,4.0,2.0,8.0,0.0,41.2,0.29,-1.8,-0.05,159.0,399.0,39.8,987.0,144.0,29.0,30.5,277.0,40.8,35.9,585.0,25.0,4.3,34.0,0.89,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
