Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2020-2021,SeriaA,Inter,Samir Handanović,si SVN,GK,36.0,36.0,934.0,1080.0,86.5,22303.0,14189.0,210.0,210.0,100.0,508.0,515.0,98.6,215.0,349.0,61.6,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Alessandro Bastoni,it ITA,DF,21.0,32.5,2065.0,2306.0,89.5,37276.0,10450.0,910.0,952.0,95.6,899.0,961.0,93.5,226.0,315.0,71.7,3.0,1.5,1.4,1.5,12.0,150.0,16.0,4.0,146.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Nicolò Barella,it ITA,MF,23.0,32.2,1591.0,1931.0,82.4,25100.0,8423.0,850.0,935.0,90.9,564.0,662.0,85.2,123.0,201.0,61.2,7.0,5.7,4.8,1.3,47.0,182.0,66.0,10.0,261.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Romelu Lukaku,be BEL,FW,27.0,32.0,538.0,762.0,70.6,6581.0,1431.0,334.0,424.0,78.8,108.0,154.0,70.1,22.0,38.0,57.9,11.0,7.0,5.4,4.0,52.0,37.0,38.0,2.0,82.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Milan Škriniar,sk SVK,DF,25.0,30.9,2009.0,2182.0,92.1,35415.0,10388.0,844.0,881.0,95.8,983.0,1039.0,94.6,158.0,214.0,73.8,0.0,0.5,0.7,-0.5,9.0,133.0,10.0,0.0,143.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Stefan de Vrij,nl NED,DF,28.0,30.4,1842.0,1967.0,93.6,37123.0,10864.0,475.0,520.0,91.3,1183.0,1212.0,97.6,171.0,210.0,81.4,0.0,0.5,0.5,-0.5,6.0,67.0,4.0,1.0,94.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Lautaro Martínez,ar ARG,FW,22.0,28.5,380.0,566.0,67.1,5498.0,1325.0,230.0,310.0,74.2,87.0,121.0,71.9,32.0,46.0,69.6,6.0,5.7,3.0,0.3,38.0,27.0,19.0,2.0,61.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Achraf Hakimi,ma MAR,DF,21.0,29.6,1253.0,1539.0,81.4,18000.0,5633.0,738.0,837.0,88.2,380.0,454.0,83.7,69.0,113.0,61.1,8.0,6.2,6.8,1.8,36.0,66.0,47.0,19.0,98.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Marcelo Brozović,hr CRO,MF,27.0,28.7,2012.0,2297.0,87.6,37385.0,11289.0,802.0,865.0,92.7,927.0,1015.0,91.3,249.0,337.0,73.9,6.0,4.4,4.3,1.6,45.0,243.0,43.0,11.0,240.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Ivan Perišić,hr CRO,"DF,FW",31.0,19.9,576.0,815.0,70.7,9597.0,2680.0,299.0,349.0,85.7,209.0,300.0,69.7,55.0,105.0,52.4,3.0,4.5,3.8,-1.5,28.0,22.0,29.0,16.0,51.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Christian Eriksen,dk DEN,MF,28.0,15.4,863.0,1061.0,81.3,15187.0,4457.0,394.0,434.0,90.8,346.0,398.0,86.9,97.0,174.0,55.7,0.0,2.8,3.4,-2.8,30.0,81.0,17.0,4.0,86.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Ashley Young,eng ENG,DF,35.0,15.8,542.0,679.0,79.8,8123.0,2463.0,307.0,333.0,92.2,198.0,255.0,77.6,24.0,46.0,52.2,4.0,2.2,2.3,1.8,29.0,25.0,21.0,8.0,42.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Roberto Gagliardini,it ITA,MF,26.0,13.7,517.0,601.0,86.0,7803.0,1851.0,294.0,325.0,90.5,173.0,193.0,89.6,31.0,50.0,62.0,2.0,1.3,1.2,0.7,8.0,59.0,7.0,1.0,54.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,SeriaA,Inter,Matteo Darmian,it ITA,DF,30.0,12.9,418.0,515.0,81.2,6743.0,2233.0,225.0,247.0,91.1,158.0,186.0,84.9,27.0,50.0,54.0,3.0,0.9,1.1,2.1,10.0,13.0,14.0,8.0,25.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
