Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches,Playing Time_MP,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_l.4,S_t,S_t.1,S_t.2,S_u,S_u.1,S_u.2,T_e.1,T_e.2,T_e.3,T_e.4,T_e.5,T_e.6,T_e.7,T_e.8,T_e.9,T_e.10,T_e.11,U_n.4,U_n.5
2022-2023,Ligue1,Paris S-G,Gianluigi Donnarumma,it ITA,GK,23.0,38.0,3409.0,90.0,99.7,37.9,38.0,90.0,37.0,0.0,,0.0,2.24,89.0,40.0,49.0,1.29,1.29,78.1,48.3,29.8,0.79,-0.05,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Lionel Messi,ar ARG,"FW,MF",35.0,32.0,2837.0,89.0,83.0,31.5,32.0,89.0,27.0,0.0,,0.0,2.34,77.0,31.0,46.0,1.46,1.0,64.7,38.9,25.9,0.82,0.19,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,23.0,34.0,2818.0,83.0,82.4,31.3,32.0,86.0,26.0,2.0,34.0,0.0,2.24,73.0,33.0,40.0,1.28,-0.07,65.2,42.1,23.0,0.74,-0.29,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Sergio Ramos,es ESP,DF,36.0,33.0,2704.0,82.0,79.1,30.0,31.0,85.0,26.0,2.0,37.0,0.0,2.3,72.0,32.0,40.0,1.33,0.2,59.5,38.7,20.8,0.69,-0.46,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Marquinhos,br BRA,DF,28.0,33.0,2717.0,82.0,79.4,30.2,30.0,89.0,26.0,3.0,16.0,0.0,2.27,71.0,28.0,43.0,1.42,0.66,62.7,36.1,26.6,0.88,0.46,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Vitinha,pt POR,MF,22.0,36.0,2446.0,68.0,71.5,27.2,29.0,77.0,8.0,7.0,31.0,1.0,2.25,58.0,28.0,30.0,1.1,-0.65,54.0,34.2,19.8,0.73,-0.21,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Danilo Pereira,pt POR,"DF,MF",30.0,33.0,2410.0,73.0,70.5,26.8,27.0,83.0,19.0,6.0,27.0,3.0,2.12,57.0,27.0,30.0,1.12,-0.57,52.9,33.0,19.9,0.74,-0.15,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,29.0,29.0,2194.0,76.0,64.2,24.4,27.0,80.0,14.0,2.0,21.0,0.0,2.21,59.0,26.0,33.0,1.35,0.18,55.0,31.1,23.9,0.98,0.54,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Achraf Hakimi,ma MAR,"DF,MF",23.0,28.0,2053.0,73.0,60.0,22.8,23.0,86.0,19.0,5.0,17.0,1.0,2.14,57.0,19.0,38.0,1.67,0.94,48.9,27.2,21.7,0.95,0.41,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Fabián Ruiz Peña,es ESP,MF,26.0,27.0,1892.0,70.0,55.3,21.0,21.0,79.0,10.0,6.0,40.0,0.0,2.3,45.0,21.0,24.0,1.14,-0.33,40.5,27.0,13.6,0.65,-0.32,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Juan Bernat,es ESP,"DF,MF",29.0,28.0,1648.0,59.0,48.2,18.3,18.0,80.0,10.0,10.0,21.0,7.0,2.36,40.0,19.0,21.0,1.15,-0.28,36.3,23.4,12.8,0.7,-0.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Nuno Mendes,pt POR,DF,20.0,23.0,1548.0,67.0,45.3,17.2,18.0,79.0,8.0,5.0,26.0,1.0,2.52,45.0,16.0,29.0,1.69,0.72,38.0,19.5,18.5,1.08,0.53,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Neymar,br BRA,"MF,FW",30.0,20.0,1545.0,77.0,45.2,17.2,18.0,82.0,9.0,2.0,31.0,0.0,2.4,42.0,14.0,28.0,1.63,0.62,36.0,20.4,15.5,0.9,0.21,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Carlos Soler,es ESP,MF,25.0,26.0,1187.0,46.0,34.7,13.2,14.0,73.0,3.0,12.0,14.0,5.0,2.19,31.0,16.0,15.0,1.14,-0.23,25.4,17.4,8.1,0.61,-0.27,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Hugo Ekitike,fr FRA,FW,20.0,25.0,1155.0,46.0,33.8,12.8,12.0,71.0,0.0,13.0,24.0,12.0,2.16,31.0,18.0,13.0,1.01,-0.42,25.5,16.0,9.5,0.74,-0.07,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
