Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2022-2023,Ligue1,Paris S-G,Gianluigi Donnarumma,it ITA,GK,23.0,38.0,38.0,3409.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Lionel Messi,ar ARG,"FW,MF",35.0,32.0,32.0,2837.0,31.5,16.0,16.0,32.0,16.0,0.0,0.0,0.0,0.0,114.0,300.0,220.0,0.51,0.51,1.02,0.51,1.02,,,15.5,15.5,13.4,28.9,0.49,0.43,0.92,0.49,0.92,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,23.0,34.0,32.0,2818.0,31.3,29.0,5.0,34.0,26.0,3.0,5.0,6.0,0.0,165.0,128.0,468.0,0.93,0.16,1.09,0.83,0.99,,,26.3,22.2,7.4,29.5,0.84,0.23,1.07,0.71,0.94,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Sergio Ramos,es ESP,DF,36.0,33.0,31.0,2704.0,30.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,15.0,163.0,10.0,0.07,0.03,0.1,0.07,0.1,,,1.7,1.7,0.2,1.9,0.06,0.01,0.06,0.06,0.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Marquinhos,br BRA,DF,28.0,33.0,30.0,2717.0,30.2,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,4.0,99.0,15.0,0.07,0.0,0.07,0.07,0.07,,,2.1,2.1,0.5,2.6,0.07,0.02,0.09,0.07,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Vitinha,pt POR,MF,22.0,36.0,29.0,2446.0,27.2,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,50.0,137.0,94.0,0.07,0.11,0.18,0.07,0.18,,,3.0,3.0,3.0,6.1,0.11,0.11,0.22,0.11,0.22,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Danilo Pereira,pt POR,"DF,MF",30.0,33.0,27.0,2410.0,26.8,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,26.0,154.0,11.0,0.07,0.0,0.07,0.07,0.07,,,2.3,2.3,0.5,2.8,0.09,0.02,0.1,0.09,0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,29.0,29.0,27.0,2194.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,40.0,262.0,52.0,0.0,0.0,0.0,0.0,0.0,,,0.8,0.8,2.5,3.3,0.03,0.1,0.14,0.03,0.14,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Achraf Hakimi,ma MAR,"DF,MF",23.0,28.0,23.0,2053.0,22.8,5.0,3.0,8.0,5.0,0.0,0.0,7.0,2.0,85.0,99.0,229.0,0.22,0.13,0.35,0.22,0.35,,,3.8,3.8,3.0,6.8,0.17,0.13,0.3,0.17,0.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Fabián Ruiz Peña,es ESP,MF,26.0,27.0,21.0,1892.0,21.0,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,32.0,128.0,86.0,0.14,0.1,0.24,0.14,0.24,,,2.8,2.8,2.1,4.9,0.13,0.1,0.23,0.13,0.23,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
