season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2012-2013,SeriaA,Juventus,Andrea Barzagli,it ITA,DF,31.0,0.0,34.0,2955.0,32.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,34.0
2012-2013,SeriaA,Juventus,Leonardo Bonucci,it ITA,DF,25.0,0.0,33.0,2960.0,32.9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,33.0
2012-2013,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,34.0,0.0,32.0,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,32.0
2012-2013,SeriaA,Juventus,Andrea Pirlo,it ITA,MF,33.0,0.0,32.0,2857.0,31.7,5.0,7.0,12.0,5.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.16,0.22,0.38,0.16,0.38,Matches,32.0
2012-2013,SeriaA,Juventus,Arturo Vidal,cl CHI,MF,25.0,0.0,29.0,2584.0,28.7,10.0,7.0,17.0,5.0,5.0,7.0,11.0,0.0,0.0,0.0,0.0,0.35,0.24,0.59,0.17,0.42,Matches,31.0
2012-2013,SeriaA,Juventus,Claudio Marchisio,it ITA,MF,26.0,0.0,28.0,2470.0,27.4,6.0,2.0,8.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.22,0.07,0.29,0.22,0.29,Matches,29.0
2012-2013,SeriaA,Juventus,Stephan Lichtsteiner,ch SUI,"DF,MF",28.0,0.0,25.0,2064.0,22.9,4.0,2.0,6.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.17,0.09,0.26,0.17,0.26,Matches,28.0
2012-2013,SeriaA,Juventus,Mirko Vučinić,me MNE,FW,28.0,0.0,24.0,2066.0,23.0,10.0,8.0,18.0,8.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.44,0.35,0.78,0.35,0.7,Matches,31.0
2012-2013,SeriaA,Juventus,Giorgio Chiellini,it ITA,DF,27.0,0.0,23.0,2038.0,22.6,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,Matches,24.0
2012-2013,SeriaA,Juventus,Sebastian Giovinco,it ITA,"FW,MF",25.0,0.0,23.0,1953.0,21.7,7.0,6.0,13.0,6.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.32,0.28,0.6,0.28,0.55,Matches,31.0
2012-2013,SeriaA,Juventus,Kwadwo Asamoah,gh GHA,"DF,MF",23.0,0.0,22.0,1972.0,21.9,2.0,6.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09,0.27,0.37,0.09,0.37,Matches,27.0
2012-2013,SeriaA,Juventus,Paul Pogba,fr FRA,MF,19.0,0.0,18.0,1741.0,19.3,5.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,27.0
2012-2013,SeriaA,Juventus,Fabio Quagliarella,it ITA,FW,29.0,0.0,13.0,1156.0,12.8,9.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.31,1.01,0.7,1.01,Matches,27.0
2012-2013,SeriaA,Juventus,Martín Cáceres,uy URU,DF,25.0,0.0,12.0,1218.0,13.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,18.0
2012-2013,SeriaA,Juventus,Paolo De Ceglie,it ITA,DF,25.0,0.0,12.0,870.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,14.0
2012-2013,SeriaA,Juventus,Alessandro Matri,it ITA,FW,27.0,0.0,10.0,1008.0,11.2,8.0,0.0,8.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.71,0.0,0.71,0.71,0.71,Matches,22.0
2012-2013,SeriaA,Juventus,Emanuele Giaccherini,it ITA,"FW,MF",27.0,0.0,10.0,949.0,10.5,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.28,0.28,0.57,0.28,0.57,Matches,17.0
2012-2013,SeriaA,Juventus,Luca Marrone,it ITA,"DF,MF",22.0,0.0,8.0,756.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,10.0
