season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2005-2006,SeriaA,Inter,Iván Córdoba,co COL,DF,28.0,0.0,35.0,3092.0,34.4,4.0,2.0,6.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.12,0.06,0.17,0.12,0.17,Matches,35.0
2005-2006,SeriaA,Inter,Esteban Cambiasso,ar ARG,MF,24.0,0.0,30.0,2713.0,30.1,5.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.17,0.07,0.23,0.17,0.23,Matches,34.0
2005-2006,SeriaA,Inter,Júlio César,br BRA,GK,25.0,0.0,29.0,2610.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,29.0
2005-2006,SeriaA,Inter,Luís Figo,pt POR,"FW,MF",32.0,0.0,28.0,2458.0,27.3,5.0,10.0,15.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.18,0.37,0.55,0.18,0.55,Matches,34.0
2005-2006,SeriaA,Inter,Adriano,br BRA,FW,23.0,0.0,27.0,2323.0,25.8,13.0,2.0,15.0,11.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.08,0.58,0.43,0.5,Matches,30.0
2005-2006,SeriaA,Inter,Walter Samuel,ar ARG,DF,27.0,0.0,26.0,2327.0,25.9,2.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,27.0
2005-2006,SeriaA,Inter,Javier Zanetti,ar ARG,"DF,MF",31.0,0.0,25.0,2232.0,24.8,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,25.0
2005-2006,SeriaA,Inter,Juan Sebastián Verón,ar ARG,MF,30.0,0.0,24.0,2102.0,23.4,0.0,3.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,25.0
2005-2006,SeriaA,Inter,Giuseppe Favalli,it ITA,DF,33.0,0.0,22.0,1888.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,23.0
2005-2006,SeriaA,Inter,Dejan Stanković,rs SRB,MF,26.0,0.0,21.0,1884.0,20.9,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.1,0.14,0.24,0.1,0.24,Matches,23.0
