season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2019-2020,SeriaA,Juventus,Leonardo Bonucci,it ITA,DF,32.0,0.0,35.0,3082.0,34.2,3.0,0.0,3.0,3.0,0.0,0.0,10.0,0.0,16.0,144.0,3.0,0.09,0.0,0.09,0.09,0.09,0.0,35.0
2019-2020,SeriaA,Juventus,Cristiano Ronaldo,pt POR,FW,34.0,0.0,33.0,2917.0,32.4,31.0,5.0,36.0,19.0,12.0,13.0,3.0,0.0,167.0,118.0,321.0,0.96,0.15,1.11,0.59,0.74,0.0,33.0
2019-2020,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,29.0,0.0,29.0,2591.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
2019-2020,SeriaA,Juventus,Juan Cuadrado,co COL,"DF,FW",31.0,0.0,28.0,2654.0,29.5,2.0,5.0,7.0,2.0,0.0,0.0,7.0,1.0,129.0,174.0,189.0,0.07,0.17,0.24,0.07,0.24,0.0,33.0
2019-2020,SeriaA,Juventus,Miralem Pjanić,ba BIH,MF,29.0,0.0,28.0,2277.0,25.3,3.0,6.0,9.0,3.0,0.0,0.0,10.0,0.0,14.0,199.0,16.0,0.12,0.24,0.36,0.12,0.36,0.0,30.0
2019-2020,SeriaA,Juventus,Alex Sandro,br BRA,DF,28.0,0.0,27.0,2385.0,26.5,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,91.0,151.0,83.0,0.04,0.11,0.15,0.04,0.15,0.0,29.0
2019-2020,SeriaA,Juventus,Matthijs de Ligt,nl NED,DF,19.0,0.0,26.0,2450.0,27.2,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,10.0,88.0,2.0,0.15,0.0,0.15,0.15,0.15,0.0,29.0
2019-2020,SeriaA,Juventus,Rodrigo Bentancur,uy URU,MF,22.0,0.0,25.0,2196.0,24.4,0.0,7.0,7.0,0.0,0.0,0.0,9.0,0.0,26.0,112.0,60.0,0.0,0.29,0.29,0.0,0.29,0.0,30.0
2019-2020,SeriaA,Juventus,Paulo Dybala,ar ARG,"FW,MF",25.0,0.0,25.0,2155.0,23.9,11.0,6.0,17.0,10.0,1.0,1.0,5.0,0.0,101.0,135.0,204.0,0.46,0.25,0.71,0.42,0.67,0.0,33.0
2019-2020,SeriaA,Juventus,Blaise Matuidi,fr FRA,MF,32.0,0.0,23.0,2237.0,24.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,22.0,95.0,118.0,0.0,0.08,0.08,0.0,0.08,0.0,35.0
