Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches,Playing Time_MP,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_l.4,S_t,S_t.1,S_t.2,S_u,S_u.1,S_u.2,T_e.1,T_e.2,T_e.3,T_e.4,T_e.5,T_e.6,T_e.7,T_e.8,T_e.9,T_e.10,T_e.11,U_n.4,U_n.5
2018-2019,EPL,Manchester City,John Stones,eng ENG,DF,24.0,24.0,1764.0,74.0,51.6,19.6,20.0,87.0,18.0,4.0,7.0,10.0,2.42,48.0,15.0,33.0,1.68,-0.44,41.5,14.9,26.7,1.36,-0.43,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Riyad Mahrez,dz ALG,"FW,MF",27.0,27.0,1343.0,50.0,39.3,14.9,14.0,81.0,5.0,13.0,16.0,10.0,2.52,36.0,9.0,27.0,1.81,-0.14,34.0,8.1,25.9,1.74,0.27,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Nicolás Otamendi,ar ARG,DF,30.0,18.0,1236.0,69.0,36.1,13.7,14.0,87.0,13.0,4.0,3.0,17.0,2.83,36.0,7.0,29.0,2.11,0.34,35.2,7.5,27.6,2.01,0.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Oleksandr Zinchenko,ua UKR,DF,21.0,14.0,1151.0,82.0,33.7,12.8,14.0,82.0,12.0,0.0,,7.0,3.0,29.0,4.0,25.0,1.95,0.09,27.3,5.4,22.0,1.72,0.22,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Vincent Kompany,be BEL,DF,32.0,17.0,1224.0,72.0,35.8,13.6,13.0,89.0,10.0,4.0,17.0,9.0,2.88,36.0,7.0,29.0,2.13,0.37,31.8,7.4,24.4,1.8,0.35,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Kevin De Bruyne,be BEL,MF,27.0,19.0,975.0,51.0,28.5,10.8,11.0,74.0,4.0,8.0,21.0,1.0,2.53,28.0,3.0,25.0,2.31,0.58,24.8,6.2,18.6,1.72,0.21,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Benjamin Mendy,fr FRA,DF,24.0,10.0,900.0,90.0,26.3,10.0,10.0,90.0,10.0,0.0,,1.0,2.6,29.0,6.0,23.0,2.3,0.55,22.7,7.2,15.5,1.55,-0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Danilo,br BRA,DF,27.0,11.0,807.0,73.0,23.6,9.0,9.0,89.0,8.0,2.0,2.0,15.0,2.45,19.0,7.0,12.0,1.34,-0.73,20.2,6.2,14.0,1.56,-0.01,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Gabriel Jesus,br BRA,FW,21.0,29.0,1036.0,36.0,30.3,11.5,8.0,85.0,4.0,21.0,17.0,7.0,2.55,28.0,11.0,17.0,1.48,-0.6,28.5,8.8,19.7,1.71,0.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Fabian Delph,eng ENG,DF,28.0,11.0,725.0,66.0,21.2,8.1,8.0,84.0,5.0,3.0,19.0,6.0,2.18,22.0,9.0,13.0,1.61,-0.36,18.9,8.4,10.5,1.3,-0.34,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Phil Foden,eng ENG,MF,18.0,13.0,335.0,26.0,9.8,3.7,3.0,80.0,1.0,10.0,10.0,16.0,2.77,9.0,0.0,9.0,2.42,0.58,9.6,2.0,7.6,2.03,0.51,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Claudio Bravo,cl CHI,GK,35.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Arijanet Muric,xk KVX,GK,19.0,0.0,,,,,0.0,,0.0,0.0,,36.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Philippe Sandler,nl NED,DF,21.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Squad Total,,,26.7,38.0,3420.0,90.0,100.0,38.0,418.0,86.0,,108.0,17.0,158.0,2.58,95.0,23.0,72.0,1.89,,84.3,24.7,59.6,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Opponent Total,,,26.6,38.0,3420.0,90.0,100.0,38.0,418.0,86.0,,108.0,17.0,159.0,0.37,23.0,95.0,-72.0,-1.89,,24.7,84.3,-59.6,-1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Alisson,br BRA,GK,25.0,38.0,3420.0,90.0,100.0,38.0,38.0,90.0,38.0,0.0,,0.0,2.55,89.0,22.0,67.0,1.76,,73.7,28.8,44.9,1.18,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Virgil van Dijk,nl NED,DF,27.0,38.0,3384.0,89.0,98.9,37.6,38.0,89.0,37.0,0.0,,0.0,2.55,89.0,22.0,67.0,1.78,1.78,73.6,28.8,44.8,1.19,0.84,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Mohamed Salah,eg EGY,FW,26.0,38.0,3250.0,86.0,95.0,36.1,37.0,87.0,24.0,1.0,25.0,0.0,2.55,83.0,20.0,63.0,1.74,-0.37,69.0,27.1,41.9,1.16,-0.44,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Andrew Robertson,sct SCO,DF,24.0,36.0,3216.0,89.0,94.0,35.7,36.0,89.0,33.0,0.0,,1.0,2.53,81.0,20.0,61.0,1.71,-0.94,68.2,27.0,41.1,1.15,-0.52,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Sadio Mané,sn SEN,FW,26.0,36.0,3077.0,85.0,90.0,34.2,35.0,87.0,25.0,1.0,25.0,0.0,2.53,79.0,21.0,58.0,1.7,-0.67,65.9,25.3,40.6,1.19,0.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Georginio Wijnaldum,nl NED,MF,27.0,35.0,2725.0,78.0,79.7,30.3,32.0,83.0,19.0,3.0,28.0,0.0,2.57,69.0,16.0,53.0,1.75,-0.06,58.0,23.5,34.4,1.14,-0.22,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Roberto Firmino,br BRA,"FW,MF",26.0,34.0,2607.0,77.0,76.2,29.0,31.0,82.0,15.0,3.0,21.0,0.0,2.5,65.0,15.0,50.0,1.73,-0.16,55.6,20.2,35.4,1.22,0.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Trent Alexander-Arnold,eng ENG,DF,19.0,29.0,2462.0,85.0,72.0,27.4,27.0,88.0,20.0,2.0,40.0,4.0,2.69,67.0,14.0,53.0,1.94,0.62,58.8,21.2,37.6,1.38,0.69,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Fabinho,br BRA,MF,24.0,28.0,2017.0,72.0,59.0,22.4,21.0,90.0,19.0,7.0,18.0,6.0,2.54,56.0,14.0,42.0,1.87,0.27,45.8,17.4,28.4,1.27,0.21,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Jordan Henderson,eng ENG,MF,28.0,32.0,1987.0,62.0,58.1,22.1,21.0,84.0,14.0,11.0,20.0,1.0,2.59,47.0,14.0,33.0,1.49,-0.64,38.6,16.9,21.6,0.98,-0.48,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,James Milner,eng ENG,"MF,DF",32.0,31.0,1789.0,58.0,52.3,19.9,19.0,81.0,11.0,12.0,20.0,2.0,2.52,45.0,12.0,33.0,1.66,-0.22,38.1,15.1,23.0,1.16,-0.05,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Joël Matip,cm CMR,DF,26.0,22.0,1537.0,70.0,44.9,17.1,17.0,90.0,17.0,5.0,0.0,9.0,2.55,41.0,12.0,29.0,1.7,-0.12,30.9,12.0,18.8,1.1,-0.15,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Naby Keïta,gn GUI,"MF,FW",23.0,25.0,1390.0,56.0,40.6,15.4,16.0,78.0,5.0,9.0,17.0,7.0,2.68,36.0,8.0,28.0,1.81,0.08,31.6,11.4,20.2,1.31,0.21,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Joe Gomez,eng ENG,DF,21.0,16.0,1063.0,66.0,31.1,11.8,12.0,85.0,11.0,4.0,12.0,2.0,2.63,17.0,4.0,13.0,1.1,-0.96,20.8,9.6,11.2,0.95,-0.34,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Xherdan Shaqiri,ch SUI,"FW,MF",26.0,24.0,1064.0,44.0,31.1,11.8,11.0,77.0,4.0,13.0,17.0,13.0,2.46,34.0,6.0,28.0,2.37,0.88,24.1,9.6,14.5,1.23,0.07,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Dejan Lovren,hr CRO,DF,29.0,13.0,986.0,76.0,28.8,11.0,11.0,89.0,10.0,2.0,1.0,6.0,2.62,30.0,7.0,23.0,2.1,0.47,21.5,8.7,12.7,1.16,-0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Adam Lallana,eng ENG,"MF,FW",30.0,13.0,468.0,36.0,13.7,5.2,5.0,70.0,0.0,8.0,15.0,11.0,2.54,14.0,3.0,11.0,2.12,0.41,10.3,2.2,8.1,1.56,0.43,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Daniel Sturridge,eng ENG,"FW,MF",28.0,18.0,509.0,28.0,14.9,5.7,4.0,89.0,3.0,14.0,11.0,17.0,2.39,17.0,5.0,12.0,2.12,0.42,10.7,6.3,4.4,0.77,-0.48,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Divock Origi,be BEL,FW,23.0,12.0,371.0,31.0,10.8,4.1,4.0,72.0,1.0,8.0,10.0,13.0,2.5,11.0,2.0,9.0,2.18,0.47,7.8,2.9,4.9,1.18,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Alberto Moreno,es ESP,DF,26.0,2.0,154.0,77.0,4.5,1.7,2.0,77.0,1.0,0.0,,16.0,3.0,5.0,2.0,3.0,1.75,-0.01,3.0,1.6,1.4,0.82,-0.38,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Nathaniel Clyne,eng ENG,DF,27.0,4.0,111.0,28.0,3.2,1.2,1.0,93.0,1.0,3.0,6.0,2.0,3.0,4.0,1.0,3.0,2.43,0.69,4.0,1.2,2.8,2.31,1.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Alex Oxlade-Chamberlain,eng ENG,MF,24.0,2.0,21.0,11.0,0.6,0.2,0.0,,0.0,2.0,10.0,1.0,3.0,1.0,0.0,1.0,4.29,2.54,1.8,0.0,1.8,7.65,6.51,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Rafael Camacho,pt POR,DF,18.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,7.0,3.0,0.0,1.0,-1.0,-90.0,-91.79,0.0,0.1,-0.1,-7.87,-9.05,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Curtis Jones,eng ENG,MF,17.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Loris Karius,de GER,GK,25.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Simon Mignolet,be BEL,GK,30.0,0.0,,,,,0.0,,0.0,0.0,,37.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Squad Total,,,26.1,38.0,3420.0,90.0,100.0,38.0,418.0,86.0,,109.0,15.0,157.0,2.55,89.0,22.0,67.0,1.76,,73.7,28.8,44.9,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Liverpool,Opponent Total,,,26.9,38.0,3420.0,90.0,100.0,38.0,418.0,86.0,,109.0,15.0,157.0,0.26,22.0,89.0,-67.0,-1.76,,28.8,73.7,-44.9,-1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,César Azpilicueta,es ESP,DF,28.0,,3402.0,90.0,99.5,37.8,38.0,90.0,37.0,0.0,,0.0,1.89,63.0,39.0,24.0,0.63,0.63,58.5,36.1,22.4,0.59,1.75,Matches,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Jorginho,it ITA,MF,26.0,,3156.0,85.0,92.3,35.1,37.0,85.0,28.0,0.0,,1.0,1.95,57.0,37.0,20.0,0.57,-0.79,52.8,34.6,18.2,0.52,-0.86,Matches,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Kepa Arrizabalaga,es ESP,GK,23.0,,3240.0,90.0,94.7,36.0,36.0,90.0,36.0,0.0,,2.0,1.89,61.0,39.0,22.0,0.61,-0.39,56.4,35.4,21.1,0.59,0.03,Matches,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,David Luiz,br BRA,DF,31.0,,3238.0,90.0,94.7,36.0,36.0,90.0,35.0,0.0,,2.0,1.92,60.0,36.0,24.0,0.67,0.67,55.9,34.8,21.1,0.59,0.02,Matches,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,N'Golo Kanté,fr FRA,MF,27.0,,3092.0,86.0,90.4,34.4,36.0,86.0,32.0,0.0,,1.0,1.89,57.0,38.0,19.0,0.55,-0.82,52.1,33.8,18.3,0.53,-0.55,Matches,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Antonio Rüdiger,de GER,DF,25.0,,2871.0,87.0,83.9,31.9,33.0,87.0,30.0,0.0,,2.0,1.85,50.0,35.0,15.0,0.47,-1.01,46.4,31.7,14.7,0.46,-0.77,Matches,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Eden Hazard,be BEL,FW,27.0,,2923.0,79.0,85.5,32.5,32.0,87.0,24.0,5.0,25.0,0.0,1.86,52.0,35.0,17.0,0.52,-0.74,50.4,31.2,19.1,0.59,0.03,Matches,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Marcos Alonso,es ESP,DF,27.0,,2759.0,89.0,80.7,30.7,31.0,89.0,29.0,0.0,,1.0,1.97,52.0,28.0,24.0,0.78,0.78,48.4,29.3,19.2,0.63,0.21,Matches,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Willian,br BRA,FW,29.0,,2097.0,66.0,61.3,23.3,26.0,76.0,9.0,6.0,21.0,5.0,1.94,38.0,25.0,13.0,0.56,-0.19,33.5,23.2,10.3,0.44,-0.37,Matches,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Pedro,es ESP,FW,31.0,,1778.0,57.0,52.0,19.8,21.0,75.0,9.0,10.0,21.0,2.0,1.94,31.0,19.0,12.0,0.61,-0.05,29.9,18.6,11.4,0.58,-0.02,Matches,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Mateo Kovačić,hr CRO,MF,24.0,,1735.0,54.0,50.7,19.3,21.0,72.0,2.0,11.0,21.0,4.0,1.94,26.0,19.0,7.0,0.36,-0.54,26.1,20.9,5.2,0.27,-0.64,Matches,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Ross Barkley,eng ENG,MF,24.0,,1245.0,46.0,36.4,13.8,13.0,75.0,3.0,14.0,19.0,9.0,2.0,28.0,13.0,15.0,1.08,0.71,23.8,10.9,12.9,0.93,0.54,Matches,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Gonzalo Higuaín,ar ARG,FW,30.0,,1085.0,78.0,31.7,12.1,13.0,81.0,5.0,1.0,34.0,1.0,1.57,16.0,15.0,1.0,0.08,-0.8,16.0,11.5,4.5,0.37,-0.31,Matches,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Álvaro Morata,es ESP,FW,25.0,,941.0,59.0,27.5,10.5,11.0,76.0,4.0,5.0,21.0,1.0,2.0,15.0,11.0,4.0,0.38,-0.34,15.5,10.1,5.4,0.52,-0.09,Matches,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Olivier Giroud,fr FRA,FW,31.0,,847.0,31.0,24.8,9.4,7.0,77.0,2.0,20.0,15.0,9.0,1.96,24.0,5.0,19.0,2.02,1.84,19.5,8.9,10.6,1.13,0.73,Matches,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Emerson Palmieri,it ITA,DF,23.0,,663.0,66.0,19.4,7.4,7.0,90.0,7.0,3.0,10.0,6.0,1.7,10.0,11.0,-1.0,-0.14,-0.95,10.0,7.4,2.7,0.36,-0.28,Matches,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Ruben Loftus-Cheek,eng ENG,"MF,FW",22.0,,998.0,42.0,29.2,11.1,6.0,85.0,3.0,18.0,27.0,2.0,1.83,22.0,9.0,13.0,1.17,0.76,19.6,9.2,10.4,0.94,0.51,Matches,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Andreas Christensen,dk DEN,DF,22.0,,617.0,77.0,18.0,6.9,6.0,90.0,6.0,2.0,38.0,22.0,1.75,16.0,7.0,9.0,1.31,0.83,13.0,5.6,7.4,1.08,0.6,Matches,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Callum Hudson-Odoi,eng ENG,FW,17.0,,393.0,39.0,11.5,4.4,4.0,69.0,1.0,6.0,20.0,3.0,1.7,10.0,5.0,5.0,1.15,0.58,7.8,4.1,3.8,0.86,0.31,Matches,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Willy Caballero,ar ARG,GK,36.0,,180.0,90.0,5.3,2.0,2.0,90.0,2.0,0.0,,36.0,2.0,2.0,0.0,2.0,1.0,0.39,2.1,1.0,1.1,0.56,-0.03,Matches,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Cesc Fàbregas,es ESP,MF,31.0,,180.0,30.0,5.3,2.0,1.0,95.0,1.0,5.0,17.0,9.0,1.33,2.0,2.0,0.0,0.0,-0.67,3.7,0.8,2.9,1.45,0.91,Matches,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Davide Zappacosta,it ITA,DF,26.0,,128.0,32.0,3.7,1.4,1.0,93.0,1.0,3.0,12.0,19.0,2.5,1.0,0.0,1.0,0.7,0.07,2.0,0.8,1.2,0.87,0.29,Matches,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Victor Moses,ng NGA,FW,27.0,,28.0,14.0,0.8,0.3,0.0,,0.0,2.0,13.0,2.0,2.0,0.0,1.0,-1.0,-3.21,-3.88,0.5,0.1,0.4,1.21,0.64,Matches,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Gary Cahill,eng ENG,DF,32.0,,24.0,12.0,0.7,0.3,0.0,,0.0,2.0,11.0,8.0,2.0,0.0,0.0,0.0,0.0,-0.64,0.5,0.3,0.2,0.6,0.02,Matches,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Ethan Ampadu,wls WAL,"DF,MF",17.0,,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,,Matches,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Danny Drinkwater,eng ENG,MF,28.0,,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Marc Guéhi,eng ENG,DF,18.0,,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Chelsea,Squad Total,,,27.3,,3420.0,90.0,100.0,38.0,418.0,85.0,,113.0,20.0,153.0,1.89,63.0,39.0,24.0,0.63,,58.6,36.4,22.2,0.58,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
