Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2018-2019,EPL,Manchester City,Ederson,br BRA,GK,24.0,38.0,38.0,3420.0,38.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.03,0.03,0.0,0.03,,,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Aymeric Laporte,es ESP,DF,24.0,35.0,34.0,3057.0,34.0,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,94.0,294.0,9.0,0.09,0.09,0.18,0.09,0.18,,,3.0,3.0,0.8,3.8,0.09,0.02,0.11,0.09,0.11,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Bernardo Silva,pt POR,"MF,FW",23.0,36.0,31.0,2854.0,31.7,7.0,7.0,14.0,7.0,0.0,0.0,3.0,0.0,152.0,156.0,277.0,0.22,0.22,0.44,0.22,0.44,,,7.4,7.4,7.8,15.2,0.23,0.25,0.48,0.23,0.48,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Raheem Sterling,eng ENG,FW,23.0,34.0,31.0,2771.0,30.8,17.0,9.0,26.0,17.0,0.0,0.0,3.0,0.0,155.0,87.0,436.0,0.55,0.29,0.84,0.55,0.84,,,13.7,13.7,9.6,23.3,0.44,0.31,0.76,0.44,0.76,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Sergio Agüero,ar ARG,FW,30.0,33.0,31.0,2459.0,27.3,21.0,8.0,29.0,19.0,2.0,2.0,4.0,0.0,81.0,76.0,253.0,0.77,0.29,1.06,0.7,0.99,,,18.1,16.5,5.0,21.5,0.66,0.18,0.85,0.6,0.79,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Kyle Walker,eng ENG,DF,28.0,33.0,30.0,2779.0,30.9,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,83.0,220.0,92.0,0.03,0.03,0.06,0.03,0.06,,,0.8,0.8,1.9,2.7,0.03,0.06,0.09,0.03,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,David Silva,es ESP,MF,32.0,33.0,28.0,2401.0,26.7,6.0,8.0,14.0,6.0,0.0,0.0,2.0,0.0,118.0,270.0,222.0,0.22,0.3,0.52,0.22,0.52,,,7.8,7.8,8.5,16.3,0.29,0.32,0.61,0.29,0.61,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Fernandinho,br BRA,MF,33.0,29.0,27.0,2377.0,26.4,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,58.0,236.0,29.0,0.04,0.11,0.15,0.04,0.15,,,1.6,1.6,3.0,4.5,0.06,0.11,0.17,0.06,0.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,İlkay Gündoğan,de GER,MF,27.0,31.0,23.0,2137.0,23.7,6.0,3.0,9.0,6.0,0.0,0.0,3.0,0.0,82.0,205.0,91.0,0.25,0.13,0.38,0.25,0.38,,,4.1,4.1,4.3,8.4,0.17,0.18,0.35,0.17,0.35,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,Leroy Sané,de GER,FW,22.0,31.0,21.0,1867.0,20.7,10.0,10.0,20.0,10.0,0.0,0.0,1.0,0.0,84.0,67.0,341.0,0.48,0.48,0.96,0.48,0.96,,,6.7,6.7,7.4,14.1,0.32,0.36,0.68,0.32,0.68,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,EPL,Manchester City,John Stones,eng ENG,DF,24.0,24.0,20.0,1764.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,118.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.3,0.3,0.2,0.6,0.02,0.01,0.03,0.02,0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
