Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2007-2008,Bundesliga,Bayern Munich,Oliver Kahn,de GER,GK,38.0,26.0,26.0,2292.0,25.5,18.0,0.71,86.0,68.0,79.1,17.0,7.0,2.0,12.0,46.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,Bundesliga,Bayern Munich,Michael Rensing,de GER,GK,23.0,10.0,8.0,768.0,8.5,3.0,0.35,40.0,37.0,92.5,5.0,3.0,0.0,5.0,62.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,Bundesliga,Bayern Munich,Squad Total,,,27.3,34.0,34.0,3060.0,,21.0,0.62,126.0,105.0,83.3,22.0,10.0,2.0,19.0,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,Bundesliga,Bayern Munich,Opponent Total,,,26.6,34.0,34.0,,,,,,,,2.0,10.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,Bundesliga,Werder Bremen,Tim Wiese,de GER,GK,25.0,31.0,31.0,2790.0,31.0,43.0,1.39,149.0,106.0,71.1,17.0,6.0,8.0,8.0,25.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,Bundesliga,Werder Bremen,Christian Vander,de GER,GK,26.0,3.0,3.0,270.0,3.0,2.0,0.67,11.0,9.0,81.8,3.0,0.0,0.0,1.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,Bundesliga,Werder Bremen,Squad Total,,,25.3,34.0,34.0,3060.0,,45.0,1.32,160.0,115.0,71.9,20.0,6.0,8.0,9.0,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,Bundesliga,Werder Bremen,Opponent Total,,,26.8,34.0,34.0,,,,,,,,8.0,6.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,Bundesliga,Schalke 04,Manuel Neuer,de GER,GK,21.0,34.0,34.0,3060.0,34.0,32.0,0.94,142.0,110.0,77.5,0.0,0.0,0.0,12.0,35.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,Bundesliga,Schalke 04,Squad Total,,,25.8,34.0,34.0,3060.0,,32.0,0.94,142.0,110.0,77.5,18.0,10.0,6.0,12.0,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,Bundesliga,Schalke 04,Opponent Total,,,26.8,34.0,34.0,,,,,,,,6.0,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,Bundesliga,Hamburger SV,Frank Rost,de GER,GK,34.0,34.0,34.0,3043.0,33.8,26.0,0.77,160.0,134.0,83.8,14.0,12.0,8.0,13.0,38.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,Bundesliga,Hamburger SV,Wolfgang Hesl,de GER,GK,21.0,1.0,0.0,17.0,0.2,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-2008,Bundesliga,Hamburger SV,Squad Total,,,26.1,34.0,34.0,3060.0,,26.0,0.76,161.0,135.0,83.9,14.0,12.0,8.0,13.0,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
