Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2002-2003,EPL,Manchester Utd,Mikaël Silvestre,fr FRA,DF,24.0,32.5,1.0,,7.0,,,0.22,,0.14,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,EPL,Manchester Utd,Ruud van Nistelrooy,nl NED,FW,26.0,32.3,25.0,,59.0,,,1.83,,0.27,,9.0,9.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,EPL,Manchester Utd,Ryan Giggs,wls WAL,"FW,MF",28.0,31.6,8.0,,29.0,,,0.92,,0.28,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,EPL,Manchester Utd,Paul Scholes,eng ENG,MF,27.0,30.4,14.0,,31.0,,,1.02,,0.45,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,EPL,Manchester Utd,Fabien Barthez,fr FRA,GK,31.0,28.2,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,EPL,Manchester Utd,Ole Gunnar Solskjær,no NOR,FW,29.0,28.9,9.0,,32.0,,,1.11,,0.28,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,EPL,Manchester Utd,David Beckham,eng ENG,MF,27.0,28.0,6.0,,28.0,,,1.0,,0.21,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,EPL,Manchester Utd,Rio Ferdinand,eng ENG,DF,23.0,27.1,0.0,,2.0,,,0.07,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,EPL,Manchester Utd,John O'Shea,ie IRL,"DF,MF",21.0,25.4,0.0,,8.0,,,0.31,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,EPL,Manchester Utd,Wes Brown,eng ENG,DF,22.0,20.5,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
