season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2008-2009,Bundesliga,Wolfsburg,Andrea Barzagli,it ITA,DF,27.0,0.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,34.0
2008-2009,Bundesliga,Wolfsburg,Marcel Schäfer,de GER,"DF,MF",24.0,0.0,34.0,3037.0,33.7,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,34.0
2008-2009,Bundesliga,Wolfsburg,Zvjezdan Misimović,ba BIH,MF,26.0,0.0,33.0,2721.0,30.2,7.0,15.0,22.0,6.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.23,0.5,0.73,0.2,0.69,Matches,33.0
2008-2009,Bundesliga,Wolfsburg,Josué,br BRA,MF,29.0,0.0,32.0,2872.0,31.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,33.0
2008-2009,Bundesliga,Wolfsburg,Christian Gentner,de GER,MF,22.0,0.0,32.0,2551.0,28.3,4.0,7.0,11.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.14,0.25,0.39,0.14,0.39,Matches,34.0
2008-2009,Bundesliga,Wolfsburg,Diego Benaglio,ch SUI,GK,24.0,0.0,31.0,2787.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,31.0
2008-2009,Bundesliga,Wolfsburg,Edin Džeko,ba BIH,FW,22.0,0.0,29.0,2629.0,29.2,26.0,6.0,32.0,26.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.89,0.21,1.1,0.89,1.1,Matches,32.0
2008-2009,Bundesliga,Wolfsburg,Sascha Riether,de GER,"DF,MF",25.0,0.0,26.0,2280.0,25.3,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.08,0.12,0.2,0.08,0.2,Matches,28.0
2008-2009,Bundesliga,Wolfsburg,Grafite,br BRA,FW,29.0,0.0,25.0,2081.0,23.1,28.0,4.0,32.0,20.0,8.0,8.0,5.0,1.0,0.0,0.0,0.0,1.21,0.17,1.38,0.86,1.04,Matches,25.0
2008-2009,Bundesliga,Wolfsburg,Makoto Hasebe,jp JPN,"DF,MF",24.0,0.0,16.0,1353.0,15.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,25.0
2008-2009,Bundesliga,Wolfsburg,Jan Šimůnek,cz CZE,DF,21.0,0.0,14.0,1290.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,17.0
2008-2009,Bundesliga,Wolfsburg,Alexander Madlung,de GER,DF,26.0,0.0,13.0,1276.0,14.2,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,24.0
2008-2009,Bundesliga,Wolfsburg,Ashkan Dejagah,ir IRN,"FW,MF",22.0,0.0,13.0,1272.0,14.1,3.0,3.0,6.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.21,0.21,0.42,0.21,0.42,Matches,27.0
2008-2009,Bundesliga,Wolfsburg,Peter Pekarík,sk SVK,DF,21.0,0.0,13.0,1143.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,16.0
2008-2009,Bundesliga,Wolfsburg,Ricardo Costa,pt POR,DF,27.0,0.0,10.0,877.0,9.7,3.0,1.0,4.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.31,0.1,0.41,0.31,0.41,Matches,11.0
2008-2009,Bundesliga,Wolfsburg,Cristian Zaccardo,it ITA,DF,26.0,0.0,8.0,705.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,14.0
2008-2009,Bundesliga,Wolfsburg,Sebastian Schindzielorz,de GER,MF,29.0,0.0,3.0,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,6.0
2008-2009,Bundesliga,Wolfsburg,Jonathan Santana,py PAR,MF,26.0,0.0,3.0,314.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,6.0
2008-2009,Bundesliga,Wolfsburg,André Lenz,de GER,GK,34.0,0.0,3.0,273.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,5.0
2008-2009,Bundesliga,Wolfsburg,Yoshito Ōkubo,jp JPN,"FW,MF",26.0,0.0,1.0,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,9.0
