Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2019-2020,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,33.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,"MF,DF",24.0,33.0,32.0,2818.0,31.3,4.0,7.0,11.0,4.0,0.0,0.0,7.0,0.0,57.0,310.0,106.0,0.13,0.22,0.35,0.13,0.35,,,1.2,1.2,8.3,9.5,0.04,0.27,0.3,0.04,0.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Benjamin Pavard,fr FRA,DF,23.0,32.0,31.0,2790.0,31.0,4.0,4.0,8.0,4.0,0.0,0.0,5.0,0.0,70.0,224.0,145.0,0.13,0.13,0.26,0.13,0.26,,,2.0,2.0,3.3,5.3,0.06,0.11,0.17,0.06,0.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,30.0,31.0,31.0,2759.0,30.7,34.0,4.0,38.0,29.0,5.0,5.0,5.0,0.0,70.0,91.0,245.0,1.11,0.13,1.24,0.95,1.08,,,30.7,26.8,6.6,33.5,1.0,0.22,1.22,0.87,1.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,David Alaba,at AUT,DF,27.0,28.0,27.0,2498.0,27.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,69.0,285.0,42.0,0.04,0.04,0.07,0.04,0.07,,,1.0,1.0,2.4,3.3,0.03,0.08,0.12,0.03,0.12,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Thomas Müller,de GER,"MF,FW",29.0,33.0,26.0,2255.0,25.1,8.0,21.0,29.0,8.0,0.0,0.0,5.0,0.0,75.0,164.0,308.0,0.32,0.84,1.16,0.32,1.16,,,8.7,8.7,14.8,23.5,0.35,0.59,0.94,0.35,0.94,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",24.0,31.0,26.0,2193.0,24.4,12.0,10.0,22.0,12.0,0.0,0.0,0.0,0.0,118.0,92.0,337.0,0.49,0.41,0.9,0.49,0.9,,,13.1,13.1,12.1,25.2,0.54,0.5,1.03,0.54,1.03,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Alphonso Davies,ca CAN,DF,18.0,29.0,24.0,2234.0,24.8,3.0,5.0,8.0,3.0,0.0,0.0,4.0,1.0,121.0,135.0,191.0,0.12,0.2,0.32,0.12,0.32,,,2.3,2.3,4.3,6.6,0.09,0.17,0.27,0.09,0.27,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,30.0,24.0,23.0,1796.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,6.0,128.0,4.0,0.0,0.1,0.1,0.0,0.1,,,0.3,0.3,1.7,1.9,0.01,0.08,0.1,0.01,0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Thiago Alcántara,es ESP,MF,28.0,24.0,20.0,1771.0,19.7,3.0,0.0,3.0,3.0,0.0,0.0,7.0,0.0,27.0,230.0,43.0,0.15,0.0,0.15,0.15,0.15,,,2.4,2.4,0.9,3.3,0.12,0.05,0.17,0.12,0.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
