Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2019-2020,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,33.0,33.0,33.0,2970.0,33.0,31.0,0.94,110.0,79.0,74.5,25.0,4.0,4.0,15.0,45.5,4.0,3.0,1.0,0.0,25.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Sven Ulreich,de GER,GK,30.0,2.0,2.0,90.0,1.0,1.0,1.0,3.0,2.0,66.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Squad Total,,,26.7,34.0,34.0,3060.0,34.0,32.0,0.94,113.0,81.0,74.3,26.0,4.0,4.0,15.0,44.1,4.0,3.0,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Opponent Total,,,26.0,34.0,34.0,3060.0,34.0,100.0,2.94,249.0,152.0,62.2,4.0,4.0,26.0,1.0,2.9,6.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Dortmund,Roman Bürki,ch SUI,GK,28.0,31.0,31.0,2770.0,30.8,40.0,1.3,95.0,58.0,61.1,19.0,5.0,7.0,12.0,38.7,3.0,3.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Dortmund,Marwin Hitz,ch SUI,GK,31.0,4.0,3.0,290.0,3.2,1.0,0.31,7.0,6.0,85.7,2.0,1.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Dortmund,Squad Total,,,25.8,34.0,34.0,3060.0,34.0,41.0,1.21,102.0,64.0,62.7,21.0,6.0,7.0,15.0,44.1,3.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Dortmund,Opponent Total,,,26.2,34.0,34.0,3060.0,34.0,84.0,2.47,190.0,106.0,56.8,7.0,6.0,21.0,5.0,14.7,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,RB Leipzig,Péter Gulácsi,hu HUN,GK,29.0,32.0,32.0,2880.0,32.0,34.0,1.06,116.0,82.0,72.4,16.0,12.0,4.0,10.0,31.3,2.0,2.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,RB Leipzig,Yvon Mvogo,ch SUI,GK,25.0,2.0,2.0,180.0,2.0,3.0,1.5,5.0,2.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,RB Leipzig,Squad Total,,,24.2,34.0,34.0,3060.0,34.0,37.0,1.09,121.0,84.0,71.1,18.0,12.0,4.0,10.0,29.4,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,RB Leipzig,Opponent Total,,,25.9,34.0,34.0,3060.0,34.0,81.0,2.38,211.0,130.0,64.0,4.0,12.0,18.0,4.0,11.8,5.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,M'Gladbach,Yann Sommer,ch SUI,GK,30.0,34.0,34.0,3060.0,34.0,40.0,1.18,158.0,117.0,75.3,20.0,5.0,9.0,7.0,20.6,2.0,1.0,1.0,0.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,M'Gladbach,Squad Total,,,26.3,34.0,34.0,3060.0,34.0,40.0,1.18,158.0,117.0,75.3,20.0,5.0,9.0,7.0,20.6,2.0,1.0,1.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,M'Gladbach,Opponent Total,,,26.0,34.0,34.0,3060.0,34.0,66.0,1.94,192.0,127.0,67.7,9.0,5.0,20.0,7.0,20.6,6.0,4.0,1.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Leverkusen,Lukáš Hrádecký,fi FIN,GK,29.0,34.0,34.0,3060.0,34.0,44.0,1.29,143.0,99.0,70.6,19.0,6.0,9.0,10.0,29.4,2.0,2.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Leverkusen,Squad Total,,,26.1,34.0,34.0,3060.0,34.0,44.0,1.29,143.0,99.0,70.6,19.0,6.0,9.0,10.0,29.4,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Leverkusen,Opponent Total,,,25.9,34.0,34.0,3060.0,34.0,61.0,1.79,184.0,128.0,67.9,9.0,6.0,19.0,6.0,17.6,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Hoffenheim,Oliver Baumann,de GER,GK,29.0,30.0,30.0,2700.0,30.0,49.0,1.63,146.0,97.0,69.9,13.0,7.0,10.0,7.0,23.3,7.0,5.0,2.0,0.0,28.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Hoffenheim,Philipp Pentke,de GER,GK,34.0,4.0,4.0,360.0,4.0,4.0,1.0,21.0,17.0,85.7,2.0,0.0,2.0,1.0,25.0,1.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Hoffenheim,Squad Total,,,26.0,34.0,34.0,3060.0,34.0,53.0,1.56,167.0,114.0,71.9,15.0,7.0,12.0,8.0,23.5,8.0,6.0,2.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Hoffenheim,Opponent Total,,,26.1,34.0,34.0,3060.0,34.0,53.0,1.56,158.0,105.0,68.4,12.0,7.0,15.0,8.0,23.5,4.0,3.0,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Wolfsburg,Koen Casteels,be BEL,GK,27.0,26.0,26.0,2340.0,26.0,38.0,1.46,105.0,67.0,67.6,11.0,6.0,9.0,5.0,19.2,4.0,4.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Wolfsburg,Pavao Pervan,at AUT,GK,31.0,8.0,8.0,720.0,8.0,8.0,1.0,37.0,30.0,81.1,2.0,4.0,2.0,3.0,37.5,1.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Wolfsburg,Squad Total,,,26.0,34.0,34.0,3060.0,34.0,46.0,1.35,142.0,97.0,71.1,13.0,10.0,11.0,8.0,23.5,5.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Wolfsburg,Opponent Total,,,26.1,34.0,34.0,3060.0,34.0,48.0,1.41,157.0,109.0,72.0,11.0,10.0,13.0,9.0,26.5,4.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Freiburg,Alexander Schwolow,de GER,GK,27.0,24.0,24.0,2091.0,23.2,32.0,1.38,118.0,86.0,75.4,9.0,6.0,9.0,4.0,16.7,3.0,3.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Freiburg,Mark Flekken,nl NED,GK,26.0,10.0,10.0,900.0,10.0,14.0,1.4,69.0,55.0,79.7,4.0,3.0,3.0,3.0,30.0,1.0,0.0,0.0,1.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Freiburg,Niclas Thiede,de GER,GK,20.0,1.0,0.0,69.0,0.8,1.0,1.3,4.0,3.0,75.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Freiburg,Squad Total,,,26.4,34.0,34.0,3060.0,34.0,47.0,1.38,191.0,144.0,77.0,13.0,9.0,12.0,7.0,20.6,4.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Freiburg,Opponent Total,,,26.0,34.0,34.0,3060.0,34.0,48.0,1.41,144.0,97.0,70.1,12.0,9.0,13.0,8.0,23.5,6.0,5.0,1.0,0.0,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Eint Frankfurt,Kevin Trapp,de GER,GK,29.0,22.0,22.0,1980.0,22.0,38.0,1.73,105.0,69.0,64.8,11.0,3.0,8.0,4.0,18.2,1.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Eint Frankfurt,Frederik Rønnow,dk DEN,GK,26.0,9.0,9.0,810.0,9.0,14.0,1.56,49.0,35.0,75.5,2.0,3.0,4.0,1.0,11.1,2.0,2.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Eint Frankfurt,Felix Wiedwald,de GER,GK,29.0,3.0,3.0,270.0,3.0,8.0,2.67,20.0,12.0,60.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Eint Frankfurt,Squad Total,,,27.0,34.0,34.0,3060.0,34.0,60.0,1.76,174.0,116.0,67.2,13.0,6.0,15.0,5.0,14.7,3.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Eint Frankfurt,Opponent Total,,,25.8,34.0,34.0,3057.0,34.0,59.0,1.74,172.0,115.0,66.9,15.0,6.0,13.0,6.0,17.6,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Hertha BSC,Rune Jarstein,no NOR,GK,34.0,29.0,29.0,2547.0,28.3,46.0,1.63,143.0,99.0,72.7,11.0,5.0,13.0,9.0,31.0,7.0,7.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Hertha BSC,Thomas Kraft,de GER,GK,31.0,4.0,4.0,360.0,4.0,9.0,2.25,19.0,10.0,52.6,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Hertha BSC,Dennis Smarsch,de GER,GK,20.0,2.0,1.0,151.0,1.7,4.0,2.38,11.0,7.0,63.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Hertha BSC,Squad Total,,,26.2,34.0,34.0,3058.0,34.0,59.0,1.74,173.0,116.0,69.9,11.0,8.0,15.0,9.0,26.5,7.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
