Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2019-2020,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,33.0,33.0,1275.0,1449.0,88.0,29848.0,19847.0,333.0,335.0,99.4,610.0,620.0,98.4,320.0,480.0,66.7,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,"MF,DF",24.0,31.3,2435.0,2870.0,84.8,45556.0,14452.0,1003.0,1085.0,92.4,1042.0,1154.0,90.3,321.0,496.0,64.7,7.0,8.3,11.2,-1.3,75.0,241.0,59.0,12.0,310.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Benjamin Pavard,fr FRA,DF,23.0,31.0,2187.0,2512.0,87.1,35466.0,11674.0,1078.0,1175.0,91.7,891.0,993.0,89.7,158.0,239.0,66.1,4.0,3.3,4.6,0.7,19.0,175.0,34.0,16.0,224.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,30.0,30.7,571.0,796.0,71.7,7709.0,1626.0,339.0,414.0,81.9,146.0,211.0,69.2,30.0,42.0,71.4,4.0,6.6,7.1,-2.6,36.0,34.0,45.0,8.0,91.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,David Alaba,at AUT,DF,27.0,27.8,2263.0,2516.0,89.9,42080.0,14738.0,861.0,908.0,94.8,1128.0,1208.0,93.4,232.0,322.0,72.0,1.0,2.4,2.8,-1.4,19.0,278.0,22.0,5.0,285.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Thomas Müller,de GER,"MF,FW",29.0,25.1,1012.0,1365.0,74.1,15671.0,4036.0,520.0,623.0,83.5,356.0,468.0,76.1,79.0,136.0,58.1,21.0,14.8,13.0,6.2,83.0,95.0,69.0,28.0,164.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",24.0,24.4,886.0,1134.0,78.1,12151.0,2674.0,535.0,628.0,85.2,269.0,330.0,81.5,32.0,65.0,49.2,10.0,12.1,11.4,-2.1,53.0,47.0,44.0,8.0,92.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Alphonso Davies,ca CAN,DF,18.0,24.8,1556.0,1818.0,85.6,22115.0,6305.0,931.0,1027.0,90.7,488.0,553.0,88.2,67.0,101.0,66.3,5.0,4.3,3.8,0.7,37.0,96.0,42.0,19.0,135.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,30.0,20.0,1530.0,1718.0,89.1,32412.0,11163.0,392.0,416.0,94.2,909.0,970.0,93.7,219.0,307.0,71.3,2.0,1.7,1.5,0.3,5.0,123.0,13.0,1.0,128.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Bundesliga,Bayern Munich,Thiago Alcántara,es ESP,MF,28.0,19.7,1632.0,1813.0,90.0,30503.0,8475.0,658.0,707.0,93.1,701.0,752.0,93.2,222.0,274.0,81.0,0.0,0.9,2.2,-0.9,20.0,189.0,14.0,0.0,230.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
