Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,T_o.5,T_o.6,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_a,C_a.1,C_a.2,C_a.3,C_a.4,C_a.5,C_a.6,C_a.7,R_e,R_e.1,U_n.5
2020-2021,Ligue1,Lille,Mike Maignan,fr FRA,GK,25.0,38.0,1131.0,964.0,1108.0,23.0,0.0,0.0,1131.0,1.0,1.0,100.0,0.0,0.0,613.0,3134.0,1866.0,0.0,1.0,0.0,1.0,0.0,462.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Sven Botman,nl NED,DF,20.0,36.8,2906.0,234.0,1369.0,1474.0,74.0,35.0,2906.0,9.0,7.0,77.8,2.0,22.2,1846.0,8331.0,4770.0,24.0,19.0,0.0,19.0,3.0,2078.0,7.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,José Fonte,pt POR,DF,36.0,35.4,2700.0,221.0,1188.0,1386.0,136.0,50.0,2700.0,6.0,6.0,100.0,0.0,0.0,1673.0,7111.0,4131.0,14.0,19.0,2.0,9.0,1.0,1915.0,14.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Benjamin André,fr FRA,MF,29.0,32.1,2442.0,78.0,462.0,1614.0,392.0,39.0,2442.0,44.0,29.0,65.9,15.0,34.1,1374.0,5783.0,2712.0,28.0,43.0,3.0,40.0,40.0,1629.0,64.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Jonathan Bamba,fr FRA,MF,24.0,33.2,2079.0,26.0,186.0,1022.0,901.0,68.0,2079.0,119.0,52.0,43.7,67.0,56.3,1348.0,7685.0,3685.0,103.0,95.0,23.0,89.0,72.0,1517.0,262.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Jonathan David,ca CAN,FW,20.0,26.2,838.0,4.0,47.0,310.0,489.0,115.0,838.0,47.0,24.0,51.1,23.0,48.9,503.0,2325.0,1163.0,46.0,37.0,31.0,84.0,47.0,630.0,173.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Zeki Çelik,tr TUR,DF,23.0,26.5,1942.0,65.0,495.0,987.0,474.0,46.0,1942.0,40.0,21.0,52.5,19.0,47.5,1046.0,5119.0,2871.0,69.0,52.0,11.0,34.0,14.0,1172.0,119.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Jonathan Ikone,fr FRA,"MF,FW",22.0,24.2,1012.0,14.0,82.0,506.0,448.0,55.0,1011.0,87.0,53.0,60.9,34.0,39.1,712.0,4495.0,2322.0,65.0,54.0,24.0,61.0,56.0,796.0,117.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Reinildo Mandava,mz MOZ,DF,26.0,24.2,1854.0,71.0,487.0,915.0,466.0,11.0,1854.0,39.0,28.0,71.8,11.0,28.2,951.0,4319.0,2257.0,48.0,44.0,2.0,24.0,13.0,1073.0,145.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Burak Yılmaz,tr TUR,FW,35.0,22.8,752.0,23.0,46.0,317.0,396.0,106.0,748.0,29.0,15.0,51.7,14.0,48.3,426.0,2069.0,848.0,37.0,21.0,18.0,57.0,21.0,582.0,147.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Boubakary Soumaré,fr FRA,MF,21.0,21.3,1726.0,41.0,265.0,1276.0,198.0,5.0,1726.0,34.0,29.0,85.3,5.0,14.7,1124.0,5572.0,2643.0,29.0,27.0,0.0,21.0,22.0,1330.0,38.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Luiz Araújo,br BRA,MF,24.0,16.6,854.0,11.0,80.0,387.0,410.0,46.0,854.0,84.0,49.0,58.3,35.0,41.7,523.0,3692.0,1694.0,50.0,47.0,13.0,37.0,27.0,601.0,135.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Renato Sanches,pt POR,MF,22.0,14.1,1155.0,24.0,158.0,723.0,288.0,19.0,1155.0,58.0,40.0,69.0,18.0,31.0,793.0,3912.0,2177.0,48.0,36.0,12.0,34.0,20.0,904.0,51.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Domagoj Bradarić,hr CRO,DF,20.0,14.0,1044.0,31.0,249.0,517.0,283.0,14.0,1044.0,13.0,8.0,61.5,5.0,38.5,612.0,2763.0,1628.0,42.0,33.0,5.0,21.0,5.0,638.0,93.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Xeka,pt POR,MF,25.0,13.3,1025.0,24.0,151.0,704.0,184.0,14.0,1025.0,13.0,6.0,46.2,7.0,53.8,643.0,3243.0,1523.0,20.0,16.0,2.0,19.0,3.0,752.0,24.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
