Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches,Playing Time_MP,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_l.4,S_t,S_t.1,S_t.2,S_u,S_u.1,S_u.2,T_e.1,T_e.2,T_e.3,T_e.4,T_e.5,T_e.6,T_e.7,T_e.8,T_e.9,T_e.10,T_e.11,U_n.4,U_n.5
2020-2021,Ligue1,Lille,Mike Maignan,fr FRA,GK,25.0,,3420.0,90.0,100.0,38.0,38.0,90.0,38.0,0.0,,0.0,2.18,64.0,23.0,41.0,1.08,,48.5,29.8,18.7,0.49,,Matches,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Sven Botman,nl NED,DF,20.0,,3309.0,89.0,96.8,36.8,37.0,89.0,35.0,0.0,,1.0,2.22,63.0,23.0,40.0,1.09,0.28,46.9,29.3,17.6,0.48,-0.37,Matches,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,José Fonte,pt POR,DF,36.0,,3185.0,88.0,93.1,35.4,36.0,88.0,34.0,0.0,,0.0,2.14,58.0,22.0,36.0,1.02,-0.9,42.6,28.2,14.3,0.41,-1.25,Matches,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Benjamin André,fr FRA,MF,29.0,,2885.0,82.0,84.4,32.1,35.0,82.0,17.0,0.0,,0.0,2.2,47.0,17.0,30.0,0.94,-0.91,36.1,23.1,13.0,0.41,-0.54,Matches,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Jonathan Bamba,fr FRA,MF,24.0,,2985.0,79.0,87.3,33.2,34.0,85.0,21.0,4.0,28.0,0.0,2.18,52.0,19.0,33.0,0.99,-0.66,41.1,25.6,15.5,0.47,-0.19,Matches,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Jonathan David,ca CAN,FW,20.0,,2354.0,64.0,68.8,26.2,29.0,76.0,7.0,8.0,18.0,0.0,2.16,48.0,12.0,36.0,1.38,0.95,34.8,16.2,18.6,0.71,0.7,Matches,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Zeki Çelik,tr TUR,DF,23.0,,2381.0,82.0,69.6,26.5,28.0,85.0,19.0,1.0,8.0,1.0,2.28,45.0,12.0,33.0,1.25,0.55,31.6,19.3,12.3,0.46,-0.09,Matches,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Jonathan Ikone,fr FRA,"MF,FW",22.0,,2177.0,59.0,63.7,24.2,26.0,75.0,6.0,11.0,21.0,0.0,2.24,36.0,20.0,16.0,0.66,-1.15,27.2,20.6,6.7,0.28,-0.59,Matches,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Reinildo Mandava,mz MOZ,DF,26.0,,2180.0,75.0,63.7,24.2,24.0,84.0,18.0,5.0,33.0,5.0,2.0,37.0,13.0,24.0,0.99,-0.24,26.2,17.4,8.8,0.36,-0.35,Matches,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Ligue1,Lille,Burak Yılmaz,tr TUR,FW,35.0,,2051.0,73.0,60.0,22.8,23.0,85.0,13.0,5.0,21.0,0.0,2.04,37.0,16.0,21.0,0.92,-0.39,27.6,19.8,7.8,0.34,-0.37,Matches,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
