season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2020-2021,SeriaA,Inter,Samir Handanović,si SVN,GK,36.0,37.0,37.0,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-2021,SeriaA,Inter,Alessandro Bastoni,it ITA,DF,21.0,33.0,33.0,2922.0,32.5,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,70.0,146.0,60.0,0.0,0.09,0.09,0.0,0.09,0.0,0.0
2020-2021,SeriaA,Inter,Nicolò Barella,it ITA,MF,23.0,36.0,32.0,2896.0,32.2,3.0,7.0,10.0,3.0,0.0,0.0,5.0,0.0,99.0,261.0,149.0,0.09,0.22,0.31,0.09,0.31,0.0,0.0
2020-2021,SeriaA,Inter,Romelu Lukaku,be BEL,FW,27.0,36.0,32.0,2884.0,32.0,24.0,11.0,35.0,18.0,6.0,6.0,4.0,0.0,77.0,82.0,295.0,0.75,0.34,1.09,0.56,0.9,0.0,0.0
2020-2021,SeriaA,Inter,Milan Škriniar,sk SVK,DF,25.0,32.0,31.0,2777.0,30.9,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,46.0,143.0,42.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0
2020-2021,SeriaA,Inter,Stefan de Vrij,nl NED,DF,28.0,32.0,30.0,2734.0,30.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,19.0,94.0,2.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0
2020-2021,SeriaA,Inter,Lautaro Martínez,ar ARG,FW,22.0,38.0,30.0,2561.0,28.5,17.0,6.0,23.0,15.0,2.0,2.0,5.0,0.0,48.0,61.0,187.0,0.6,0.21,0.81,0.53,0.74,0.0,0.0
2020-2021,SeriaA,Inter,Achraf Hakimi,ma MAR,DF,21.0,37.0,29.0,2665.0,29.6,7.0,8.0,15.0,7.0,0.0,0.0,6.0,0.0,113.0,98.0,309.0,0.24,0.27,0.51,0.24,0.51,0.0,0.0
2020-2021,SeriaA,Inter,Marcelo Brozović,hr CRO,MF,27.0,33.0,29.0,2581.0,28.7,2.0,6.0,8.0,2.0,0.0,0.0,9.0,1.0,35.0,240.0,32.0,0.07,0.21,0.28,0.07,0.28,0.0,0.0
2020-2021,SeriaA,Inter,Ivan Perišić,hr CRO,"DF,FW",31.0,32.0,20.0,1795.0,19.9,4.0,3.0,7.0,4.0,0.0,0.0,3.0,0.0,69.0,51.0,124.0,0.2,0.15,0.35,0.2,0.35,0.0,0.0
2020-2021,SeriaA,Inter,Christian Eriksen,dk DEN,MF,28.0,26.0,17.0,1385.0,15.4,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,28.0,86.0,49.0,0.19,0.0,0.19,0.19,0.19,0.0,0.0
2020-2021,SeriaA,Inter,Ashley Young,eng ENG,DF,35.0,26.0,16.0,1425.0,15.8,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,31.0,42.0,100.0,0.06,0.25,0.32,0.06,0.32,0.0,0.0
2020-2021,SeriaA,Inter,Roberto Gagliardini,it ITA,MF,26.0,28.0,14.0,1232.0,13.7,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,27.0,54.0,41.0,0.22,0.15,0.37,0.22,0.37,0.0,0.0
2020-2021,SeriaA,Inter,Matteo Darmian,it ITA,DF,30.0,26.0,14.0,1160.0,12.9,3.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,19.0,25.0,79.0,0.23,0.23,0.47,0.23,0.47,0.0,0.0
2020-2021,SeriaA,Inter,Arturo Vidal,cl CHI,MF,33.0,23.0,14.0,1138.0,12.6,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,18.0,94.0,39.0,0.08,0.08,0.16,0.08,0.16,0.0,0.0
2020-2021,SeriaA,Inter,Alexis Sánchez,cl CHI,FW,31.0,30.0,12.0,1146.0,12.7,7.0,5.0,12.0,7.0,0.0,1.0,0.0,0.0,28.0,62.0,89.0,0.55,0.39,0.94,0.55,0.94,0.0,0.0
2020-2021,SeriaA,Inter,Andrea Ranocchia,it ITA,DF,32.0,8.0,8.0,703.0,7.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,17.0,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.0
2020-2021,SeriaA,Inter,Danilo D'Ambrosio,it ITA,DF,31.0,19.0,7.0,699.0,7.8,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,5.0,35.0,20.0,0.39,0.0,0.39,0.39,0.39,0.0,0.0
2020-2021,SeriaA,Inter,Stefano Sensi,it ITA,MF,24.0,18.0,4.0,603.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,58.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-2021,SeriaA,Inter,Aleksandar Kolarov,rs SRB,DF,34.0,7.0,4.0,390.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,41.0,9.0,0.0,0.23,0.23,0.0,0.23,0.0,0.0
2020-2021,SeriaA,Inter,Matías Vecino,uy URU,MF,28.0,8.0,3.0,283.0,3.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,6.0,0.32,0.32,0.64,0.32,0.64,0.0,0.0
2020-2021,SeriaA,Inter,Andrea Pinamonti,it ITA,FW,21.0,8.0,1.0,169.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,21.0,0.53,0.0,0.53,0.53,0.53,0.0,0.0
2020-2021,SeriaA,Inter,Ionuț Radu,ro ROU,GK,23.0,2.0,1.0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-2021,SeriaA,Inter,Radja Nainggolan,be BEL,MF,32.0,4.0,0.0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-2021,SeriaA,Inter,Daniele Padelli,it ITA,GK,34.0,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-2021,SeriaA,Inter,Franco Carboni,it ITA,FW,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-2021,SeriaA,Inter,Dalbert Henrique,br BRA,"DF,MF",26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
