Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,G_o,G_o.1,G_o.2,G_o.3,G_o.4,E_x,E_x.1,E_x.2,E_x.3,L_a,L_a.1,L_a.2,P_a,P_a.1,P_a.2,P_a.3,G_o.5,G_o.6,G_o.7,C_r,C_r.1,C_r.2,S_w,S_w.1,S_w.2,U_n.5
2020-2021,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,34.0,33.0,42.0,1.0,0.0,5.0,0.0,44.2,0.35,2.2,0.07,123.0,256.0,48.0,1131.0,188.0,20.5,28.8,186.0,12.9,27.2,349.0,5.0,1.4,105.0,3.18,23.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Alexander Nübel,de GER,GK,23.0,1.0,2.0,0.0,0.0,1.0,0.0,1.1,0.28,-0.9,-0.88,1.0,3.0,33.3,28.0,2.0,10.7,23.4,8.0,0.0,20.4,12.0,1.0,8.3,0.0,0.0,7.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Squad Total,,,27.3,34.0,44.0,1.0,0.0,6.0,0.0,45.4,0.35,1.4,0.04,124.0,259.0,47.9,1159.0,190.0,20.3,28.6,194.0,12.4,26.9,361.0,6.0,1.7,105.0,3.09,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Bayern Munich,Opponent Total,,,25.9,34.0,99.0,9.0,0.0,7.0,1.0,82.8,0.34,-15.2,-0.45,207.0,533.0,38.8,1002.0,190.0,38.5,35.0,346.0,42.5,36.1,640.0,20.0,3.1,34.0,1.0,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,RB Leipzig,Péter Gulácsi,hu HUN,GK,30.0,33.0,30.0,3.0,0.0,1.0,0.0,26.8,0.3,-3.2,-0.1,96.0,222.0,43.2,1003.0,172.0,19.1,27.7,168.0,17.9,25.7,315.0,15.0,4.8,65.0,1.97,19.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,RB Leipzig,Josep Martinez,es ESP,GK,22.0,1.0,2.0,0.0,0.0,1.0,0.0,0.9,0.23,-1.1,-1.08,3.0,13.0,23.1,44.0,4.0,29.5,29.4,6.0,0.0,15.0,13.0,0.0,0.0,2.0,2.0,20.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,RB Leipzig,Squad Total,,,25.0,34.0,32.0,3.0,0.0,2.0,0.0,27.7,0.3,-4.3,-0.13,99.0,235.0,42.1,1047.0,176.0,19.6,27.8,174.0,17.2,25.3,328.0,15.0,4.6,67.0,1.97,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,RB Leipzig,Opponent Total,,,26.1,34.0,60.0,8.0,1.0,6.0,1.0,63.5,0.28,4.5,0.13,225.0,603.0,37.3,1272.0,177.0,36.1,34.5,311.0,46.3,39.7,511.0,18.0,3.5,49.0,1.44,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Dortmund,Roman Bürki,ch SUI,GK,29.0,18.5,30.0,4.0,0.0,6.0,0.0,28.4,0.27,-1.6,-0.09,62.0,166.0,37.3,519.0,108.0,24.7,29.5,110.0,34.5,34.9,187.0,4.0,2.1,13.0,0.7,16.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,Bundesliga,Dortmund,Marwin Hitz,ch SUI,GK,32.0,15.5,16.0,2.0,0.0,1.0,1.0,15.1,0.3,0.1,0.0,75.0,155.0,48.4,426.0,71.0,23.9,29.1,123.0,43.1,39.5,176.0,8.0,4.5,8.0,0.52,12.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
