season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2022-2023,Ligue1,Paris S-G,Gianluigi Donnarumma,it ITA,GK,23.0,38.0,38.0,3409.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Ligue1,Paris S-G,Lionel Messi,ar ARG,"FW,MF",35.0,32.0,32.0,2837.0,31.5,16.0,16.0,32.0,16.0,0.0,0.0,0.0,0.0,114.0,300.0,220.0,0.51,0.51,1.02,0.51,1.02,0.0,0.0
2022-2023,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,23.0,34.0,32.0,2818.0,31.3,29.0,5.0,34.0,26.0,3.0,5.0,6.0,0.0,165.0,128.0,468.0,0.93,0.16,1.09,0.83,0.99,0.0,0.0
2022-2023,Ligue1,Paris S-G,Sergio Ramos,es ESP,DF,36.0,33.0,31.0,2704.0,30.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,15.0,163.0,10.0,0.07,0.03,0.1,0.07,0.1,0.0,0.0
2022-2023,Ligue1,Paris S-G,Marquinhos,br BRA,DF,28.0,33.0,30.0,2717.0,30.2,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,4.0,99.0,15.0,0.07,0.0,0.07,0.07,0.07,0.0,0.0
2022-2023,Ligue1,Paris S-G,Vitinha,pt POR,MF,22.0,36.0,29.0,2446.0,27.2,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,50.0,137.0,94.0,0.07,0.11,0.18,0.07,0.18,0.0,0.0
2022-2023,Ligue1,Paris S-G,Danilo Pereira,pt POR,"DF,MF",30.0,33.0,27.0,2410.0,26.8,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,26.0,154.0,11.0,0.07,0.0,0.07,0.07,0.07,0.0,0.0
2022-2023,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,29.0,29.0,27.0,2194.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,40.0,262.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Ligue1,Paris S-G,Achraf Hakimi,ma MAR,"DF,MF",23.0,28.0,23.0,2053.0,22.8,5.0,3.0,8.0,5.0,0.0,0.0,7.0,2.0,85.0,99.0,229.0,0.22,0.13,0.35,0.22,0.35,0.0,0.0
2022-2023,Ligue1,Paris S-G,Fabián Ruiz Peña,es ESP,MF,26.0,27.0,21.0,1892.0,21.0,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,32.0,128.0,86.0,0.14,0.1,0.24,0.14,0.24,0.0,0.0
2022-2023,Ligue1,Paris S-G,Juan Bernat,es ESP,"DF,MF",29.0,28.0,18.0,1648.0,18.3,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,24.0,38.0,143.0,0.05,0.22,0.27,0.05,0.27,0.0,0.0
2022-2023,Ligue1,Paris S-G,Nuno Mendes,pt POR,DF,20.0,23.0,18.0,1548.0,17.2,1.0,6.0,7.0,1.0,0.0,0.0,2.0,0.0,51.0,77.0,195.0,0.06,0.35,0.41,0.06,0.41,0.0,0.0
2022-2023,Ligue1,Paris S-G,Neymar,br BRA,"MF,FW",30.0,20.0,18.0,1545.0,17.2,13.0,11.0,24.0,11.0,2.0,2.0,6.0,1.0,69.0,161.0,127.0,0.76,0.64,1.4,0.64,1.28,0.0,0.0
2022-2023,Ligue1,Paris S-G,Carlos Soler,es ESP,MF,25.0,26.0,14.0,1187.0,13.2,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,18.0,53.0,67.0,0.23,0.15,0.38,0.23,0.38,0.0,0.0
2022-2023,Ligue1,Paris S-G,Hugo Ekitike,fr FRA,FW,20.0,25.0,12.0,1155.0,12.8,3.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,23.0,23.0,84.0,0.23,0.31,0.55,0.23,0.55,0.0,0.0
2022-2023,Ligue1,Paris S-G,Nordi Mukiele,fr FRA,DF,24.0,19.0,12.0,1137.0,12.6,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,26.0,57.0,0.0,0.24,0.24,0.0,0.24,0.0,0.0
2022-2023,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,26.0,11.0,9.0,730.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,Ligue1,Paris S-G,Warren Zaire-Emery,fr FRA,"MF,DF",16.0,26.0,8.0,929.0,10.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,23.0,32.0,54.0,0.19,0.0,0.19,0.19,0.19,0.0,0.0
2022-2023,Ligue1,Paris S-G,Renato Sanches,pt POR,MF,24.0,23.0,6.0,717.0,8.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,30.0,56.0,25.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0
2022-2023,Ligue1,Paris S-G,El Chadaille Bitshiabu,fr FRA,DF,17.0,13.0,6.0,583.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
