Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,G_o,G_o.1,G_o.2,G_o.3,G_o.4,E_x,E_x.1,E_x.2,E_x.3,L_a,L_a.1,L_a.2,P_a,P_a.1,P_a.2,P_a.3,G_o.5,G_o.6,G_o.7,C_r,C_r.1,C_r.2,S_w,S_w.1,S_w.2,U_n.5
2021-2022,LaLiga,Real Madrid,Thibaut Courtois,be BEL,GK,29.0,36.0,29.0,2.0,1.0,2.0,0.0,33.3,0.25,4.3,0.12,74.0,251.0,29.5,936.0,188.0,20.3,28.8,199.0,30.7,34.3,467.0,21.0,4.5,31.0,0.86,15.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Andriy Lunin,ua UKR,GK,22.0,2.0,2.0,1.0,0.0,0.0,0.0,3.6,0.22,1.6,0.81,5.0,10.0,50.0,57.0,13.0,7.0,23.3,23.0,26.1,33.6,39.0,3.0,7.7,0.0,0.0,9.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Squad Total,,,27.7,38.0,31.0,3.0,1.0,2.0,0.0,37.0,0.25,6.0,0.16,79.0,261.0,30.3,993.0,201.0,19.5,28.5,222.0,30.2,34.2,506.0,24.0,4.7,31.0,0.82,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Real Madrid,Opponent Total,,,27.6,38.0,80.0,8.0,0.0,10.0,0.0,81.0,0.29,1.0,0.03,254.0,612.0,41.5,825.0,142.0,45.0,38.0,357.0,67.5,48.4,472.0,20.0,4.2,35.0,0.92,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,29.0,35.0,34.0,2.0,0.0,6.0,0.0,30.1,0.26,-3.9,-0.11,130.0,255.0,51.0,1072.0,147.0,17.6,26.9,205.0,32.2,33.9,342.0,15.0,4.4,34.0,0.97,15.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Barcelona,Neto,br BRA,GK,32.0,3.0,4.0,0.0,1.0,1.0,0.0,4.1,0.29,0.1,0.02,17.0,34.0,50.0,106.0,18.0,28.3,31.6,24.0,16.7,29.2,42.0,0.0,0.0,4.0,1.33,18.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Barcelona,Squad Total,,,26.2,38.0,38.0,2.0,1.0,7.0,0.0,34.1,0.26,-3.9,-0.1,147.0,289.0,50.9,1178.0,165.0,18.6,27.3,229.0,30.6,33.4,384.0,15.0,3.9,38.0,1.0,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Barcelona,Opponent Total,,,27.7,38.0,68.0,6.0,0.0,5.0,0.0,61.0,0.3,-7.0,-0.18,291.0,728.0,40.0,988.0,131.0,51.0,39.4,349.0,64.2,46.4,626.0,25.0,4.0,37.0,0.97,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Jan Oblak,si SVN,GK,28.0,38.0,43.0,7.0,2.0,4.0,3.0,32.3,0.23,-7.7,-0.2,170.0,598.0,28.4,810.0,155.0,49.9,39.0,283.0,68.6,48.6,477.0,27.0,5.7,29.0,0.76,13.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,LaLiga,Atlético Madrid,Squad Total,,,28.1,38.0,43.0,7.0,2.0,4.0,3.0,32.3,0.23,-7.7,-0.2,170.0,598.0,28.4,810.0,155.0,49.9,39.0,283.0,68.6,48.6,477.0,27.0,5.7,29.0,0.76,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
