Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2002-2003,Bundesliga,Bayern Munich,Oliver Kahn,de GER,GK,33.0,33.0,33.0,2970.0,33.0,22.0,0.67,102.0,80.0,78.4,23.0,6.0,4.0,17.0,51.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,Bundesliga,Bayern Munich,Stefan Wessels,de GER,GK,23.0,1.0,1.0,90.0,1.0,3.0,3.0,6.0,3.0,50.0,0.0,0.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,Bundesliga,Bayern Munich,Squad Total,,,28.1,34.0,34.0,3060.0,,25.0,0.74,108.0,83.0,76.9,23.0,6.0,5.0,17.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,Bundesliga,Bayern Munich,Opponent Total,,,27.2,34.0,34.0,,,,,,,,5.0,6.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,Bundesliga,Stuttgart,Timo Hildebrand,de GER,GK,23.0,20.0,20.0,1800.0,20.0,24.0,1.2,82.0,58.0,70.7,8.0,6.0,6.0,4.0,20.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,Bundesliga,Stuttgart,Thomas Ernst,de GER,GK,34.0,14.0,14.0,1260.0,14.0,15.0,1.07,69.0,54.0,78.3,9.0,2.0,3.0,6.0,42.9,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,Bundesliga,Stuttgart,Squad Total,,,26.5,34.0,34.0,3060.0,,39.0,1.15,151.0,112.0,74.2,17.0,8.0,9.0,10.0,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,Bundesliga,Stuttgart,Opponent Total,,,27.3,34.0,34.0,,,,,,,,9.0,8.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,Bundesliga,Dortmund,Jan Koller,cz CZE,FW,29.0,1.0,0.0,23.0,33.5,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,Bundesliga,Dortmund,Jens Lehmann,de GER,GK,32.0,24.0,24.0,2129.0,23.7,20.0,0.85,99.0,79.0,79.8,11.0,7.0,5.0,9.0,37.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
