Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_C,S_C.1,S_C.2,S_C.3,S_C.4,S_C.5,S_C.6,S_C.7,G_C,G_C.1,G_C.2,G_C.3,G_C.4,G_C.5,G_C.6,G_C.7,U_n.5
2017-2018,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,25.0,37.0,4.0,0.11,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Lionel Messi,ar ARG,FW,30.0,33.3,265.0,7.95,151.0,8.0,49.0,23.0,31.0,3.0,43.0,1.29,23.0,2.0,10.0,5.0,3.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Luis Suárez,uy URU,FW,30.0,32.2,132.0,4.1,85.0,1.0,17.0,13.0,16.0,0.0,21.0,0.65,15.0,0.0,2.0,2.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Ivan Rakitić,hr CRO,MF,29.0,31.5,87.0,2.76,69.0,7.0,1.0,5.0,2.0,3.0,15.0,0.48,11.0,1.0,1.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Jordi Alba,es ESP,DF,28.0,30.5,64.0,2.1,61.0,1.0,1.0,1.0,0.0,0.0,11.0,0.36,10.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,29.0,28.8,60.0,2.08,54.0,0.0,0.0,0.0,4.0,2.0,10.0,0.35,8.0,0.0,0.0,0.0,1.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Gerard Piqué,es ESP,DF,30.0,29.2,19.0,0.65,16.0,0.0,1.0,1.0,1.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Andrés Iniesta,es ESP,MF,33.0,20.3,53.0,2.62,46.0,0.0,4.0,0.0,2.0,1.0,9.0,0.44,8.0,0.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Sergi Roberto,es ESP,DF,25.0,24.7,63.0,2.55,55.0,0.0,5.0,0.0,2.0,1.0,12.0,0.49,10.0,0.0,1.0,0.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Samuel Umtiti,fr FRA,DF,23.0,24.3,10.0,0.41,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Paulinho,br BRA,MF,29.0,21.6,38.0,1.76,26.0,0.0,3.0,6.0,2.0,1.0,7.0,0.32,4.0,0.0,1.0,2.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Nélson Semedo,pt POR,DF,23.0,16.6,23.0,1.39,18.0,0.0,0.0,0.0,4.0,1.0,2.0,0.12,1.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Philippe Coutinho,br BRA,"MF,FW",25.0,14.4,63.0,4.37,44.0,9.0,6.0,1.0,2.0,1.0,8.0,0.56,7.0,1.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Thomas Vermaelen,be BEL,DF,31.0,11.3,7.0,0.62,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Ousmane Dembélé,fr FRA,"FW,MF",20.0,10.3,52.0,5.06,31.0,8.0,8.0,3.0,2.0,0.0,11.0,1.07,8.0,0.0,1.0,2.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Lucas Digne,fr FRA,DF,24.0,7.8,11.0,1.41,9.0,0.0,0.0,0.0,0.0,2.0,2.0,0.26,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Paco Alcácer,es ESP,"MF,FW",23.0,7.7,15.0,1.94,11.0,0.0,0.0,2.0,1.0,1.0,5.0,0.65,2.0,0.0,0.0,1.0,1.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,André Gomes,pt POR,MF,24.0,7.1,13.0,1.84,12.0,0.0,1.0,0.0,0.0,0.0,2.0,0.28,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Javier Mascherano,ar ARG,DF,33.0,6.0,5.0,0.83,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Gerard Deulofeu,es ESP,"MF,FW",23.0,5.6,18.0,3.22,12.0,3.0,2.0,0.0,1.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Denis Suárez,es ESP,"MF,FW",23.0,6.6,21.0,3.18,12.0,6.0,1.0,1.0,0.0,1.0,4.0,0.61,3.0,1.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Aleix Vidal,es ESP,"MF,FW",27.0,5.1,9.0,1.76,7.0,1.0,0.0,1.0,0.0,0.0,2.0,0.39,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Yerry Mina,co COL,DF,22.0,4.1,3.0,0.73,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Jasper Cillessen,nl NED,GK,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,José Arnaiz,es ESP,MF,22.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
