Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2017-2018,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,25.0,37.0,1068.0,1304.0,81.9,27867.0,19433.0,154.0,154.0,100.0,598.0,613.0,97.6,313.0,531.0,58.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Lionel Messi,ar ARG,FW,30.0,33.3,1544.0,1978.0,78.1,22697.0,8141.0,893.0,1023.0,87.3,448.0,548.0,81.8,116.0,192.0,60.4,12.0,13.9,14.4,-1.9,86.0,211.0,131.0,2.0,333.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Luis Suárez,uy URU,FW,30.0,32.2,818.0,1080.0,75.7,11732.0,2032.0,486.0,596.0,81.5,211.0,274.0,77.0,58.0,84.0,69.0,12.0,10.5,8.1,1.5,57.0,32.0,50.0,1.0,97.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Ivan Rakitić,hr CRO,MF,29.0,31.5,2282.0,2575.0,88.6,38020.0,11750.0,1127.0,1202.0,93.8,827.0,905.0,91.4,238.0,325.0,73.2,5.0,3.9,4.8,1.1,29.0,241.0,28.0,2.0,250.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Jordi Alba,es ESP,DF,28.0,30.5,2074.0,2418.0,85.8,28727.0,8911.0,1320.0,1416.0,93.2,597.0,716.0,83.4,91.0,138.0,65.9,8.0,6.1,5.3,1.9,38.0,99.0,39.0,4.0,135.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,29.0,28.8,2031.0,2249.0,90.3,35903.0,11780.0,848.0,929.0,91.3,869.0,933.0,93.1,230.0,266.0,86.5,4.0,2.0,1.9,2.0,24.0,209.0,10.0,0.0,203.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Gerard Piqué,es ESP,DF,30.0,29.2,1669.0,1868.0,89.3,32441.0,10907.0,613.0,661.0,92.7,791.0,856.0,92.4,236.0,304.0,77.6,0.0,1.0,0.6,-1.0,6.0,111.0,5.0,0.0,99.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Andrés Iniesta,es ESP,MF,33.0,20.3,1352.0,1562.0,86.6,20818.0,5922.0,747.0,805.0,92.8,401.0,453.0,88.5,127.0,173.0,73.4,2.0,1.8,4.4,0.2,17.0,179.0,54.0,6.0,219.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Sergi Roberto,es ESP,DF,25.0,24.7,1634.0,1832.0,89.2,23188.0,6591.0,1001.0,1053.0,95.1,478.0,545.0,87.7,89.0,121.0,73.6,7.0,3.8,3.9,3.2,23.0,119.0,31.0,4.0,139.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Samuel Umtiti,fr FRA,DF,23.0,24.3,1483.0,1628.0,91.1,26965.0,9644.0,587.0,622.0,94.4,736.0,778.0,94.6,143.0,189.0,75.7,0.0,0.1,0.3,-0.1,1.0,115.0,1.0,0.0,112.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
