season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2009-2010,Ligue1,Marseille,Souleymane Diawara,sn SEN,DF,30.0,0.0,37.0,3329.0,37.0,4.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,37.0
2009-2010,Ligue1,Marseille,Steve Mandanda,fr FRA,GK,24.0,0.0,36.0,3175.0,35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,36.0
2009-2010,Ligue1,Marseille,Laurent Bonnart,fr FRA,DF,29.0,0.0,30.0,2593.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,31.0
2009-2010,Ligue1,Marseille,Mamadou Niang,sn SEN,FW,29.0,0.0,29.0,2474.0,27.5,18.0,6.0,24.0,15.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.65,0.22,0.87,0.55,0.76,Matches,32.0
2009-2010,Ligue1,Marseille,Lucho González,ar ARG,MF,28.0,0.0,28.0,2357.0,26.2,5.0,11.0,16.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.19,0.42,0.61,0.19,0.61,Matches,32.0
2009-2010,Ligue1,Marseille,Brandão,br BRA,FW,29.0,0.0,27.0,2448.0,27.2,8.0,4.0,12.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.29,0.15,0.44,0.29,0.44,Matches,30.0
2009-2010,Ligue1,Marseille,Édouard Cissé,fr FRA,MF,31.0,0.0,27.0,2419.0,26.9,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,32.0
2009-2010,Ligue1,Marseille,Benoît Cheyrou,fr FRA,MF,28.0,0.0,27.0,2401.0,26.7,5.0,4.0,9.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.19,0.15,0.34,0.19,0.34,Matches,32.0
2009-2010,Ligue1,Marseille,Gabriel Heinze,ar ARG,DF,31.0,0.0,26.0,2247.0,25.0,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.16,0.04,0.2,0.16,0.2,Matches,27.0
2009-2010,Ligue1,Marseille,Stéphane Mbia,cm CMR,"DF,MF",23.0,0.0,26.0,2212.0,24.6,2.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.08,0.04,0.12,0.08,0.12,Matches,27.0
2009-2010,Ligue1,Marseille,Taye Taiwo,ng NGA,DF,24.0,0.0,24.0,2163.0,24.0,3.0,2.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.12,0.08,0.21,0.04,0.12,Matches,27.0
2009-2010,Ligue1,Marseille,Mathieu Valbuena,fr FRA,"FW,MF",24.0,0.0,19.0,1714.0,19.0,5.0,1.0,6.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.26,0.05,0.32,0.26,0.32,Matches,31.0
2009-2010,Ligue1,Marseille,Fabrice Abriel,fr FRA,MF,30.0,0.0,18.0,1764.0,19.6,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.15,0.2,0.05,0.2,Matches,32.0
2009-2010,Ligue1,Marseille,Charles Kaboré,bf BFA,"DF,MF",21.0,0.0,17.0,1654.0,18.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,25.0
