Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2005-2006,Bundesliga,Bayern Munich,Willy Sagnol,fr FRA,DF,28.0,31.0,31.0,2778.0,30.9,1.0,4.0,5.0,1.0,0.0,0.0,6.0,0.0,,,,0.03,0.13,0.16,0.03,0.16,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Bayern Munich,Oliver Kahn,de GER,GK,36.0,31.0,31.0,2582.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Bayern Munich,Lúcio,br BRA,DF,27.0,30.0,30.0,2700.0,30.0,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,,,,0.07,0.1,0.17,0.07,0.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Bayern Munich,Valérien Ismaël,fr FRA,DF,29.0,30.0,30.0,2653.0,29.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,,,,0.0,0.03,0.03,0.0,0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Bayern Munich,Roy Makaay,nl NED,FW,30.0,31.0,29.0,2631.0,29.2,17.0,6.0,23.0,15.0,2.0,2.0,2.0,0.0,,,,0.58,0.21,0.79,0.51,0.72,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Bayern Munich,Martín Demichelis,ar ARG,"DF,MF",24.0,27.0,27.0,2293.0,25.5,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,,,,0.04,0.08,0.12,0.04,0.12,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Bayern Munich,Michael Ballack,de GER,MF,28.0,26.0,26.0,2270.0,25.2,14.0,4.0,18.0,14.0,0.0,0.0,10.0,0.0,,,,0.56,0.16,0.71,0.56,0.71,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Bayern Munich,Claudio Pizarro,pe PER,FW,26.0,26.0,23.0,2089.0,23.2,11.0,3.0,14.0,11.0,0.0,0.0,3.0,0.0,,,,0.47,0.13,0.6,0.47,0.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Bayern Munich,Zé Roberto,br BRA,"DF,MF",31.0,27.0,22.0,1871.0,20.8,1.0,6.0,7.0,1.0,0.0,0.0,3.0,0.0,,,,0.05,0.29,0.34,0.05,0.34,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Bayern Munich,Bastian Schweinsteiger,de GER,"DF,MF",20.0,30.0,20.0,1921.0,21.3,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,,,,0.14,0.09,0.23,0.14,0.23,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
