Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2005-2006,Bundesliga,Bayern Munich,Oliver Kahn,de GER,GK,36.0,31.0,31.0,2582.0,28.7,26.0,0.91,114.0,88.0,77.2,18.0,6.0,3.0,10.0,32.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Bayern Munich,Michael Rensing,de GER,GK,21.0,6.0,2.0,388.0,4.3,6.0,1.39,23.0,17.0,73.9,3.0,3.0,0.0,1.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Bayern Munich,Bernd Dreher,de GER,GK,38.0,1.0,1.0,90.0,1.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Bayern Munich,Squad Total,,,28.1,34.0,34.0,3060.0,,32.0,0.94,140.0,108.0,77.1,22.0,9.0,3.0,12.0,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Bayern Munich,Opponent Total,,,26.4,34.0,34.0,,,,,,,,3.0,9.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Werder Bremen,Andreas Reinke,de GER,GK,36.0,20.0,20.0,1791.0,19.9,23.0,1.16,97.0,74.0,76.3,13.0,4.0,3.0,5.0,25.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Werder Bremen,Tim Wiese,de GER,GK,23.0,15.0,14.0,1207.0,13.4,14.0,1.04,72.0,58.0,80.6,8.0,3.0,3.0,7.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Werder Bremen,Christian Vander,de GER,GK,24.0,1.0,0.0,62.0,0.7,1.0,1.45,2.0,1.0,50.0,0.0,1.0,0.0,0.0,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Werder Bremen,Squad Total,,,26.3,34.0,34.0,3060.0,,38.0,1.12,171.0,133.0,77.8,21.0,7.0,6.0,12.0,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Werder Bremen,Opponent Total,,,26.8,34.0,34.0,,,,,,,,6.0,7.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Hamburger SV,Stefan Wächter,de GER,GK,27.0,20.0,20.0,1800.0,20.0,15.0,0.75,85.0,70.0,82.4,12.0,4.0,4.0,8.0,40.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Hamburger SV,Sascha Kirschstein,de GER,GK,25.0,14.0,14.0,1260.0,14.0,15.0,1.07,73.0,58.0,79.5,9.0,1.0,4.0,7.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Hamburger SV,Squad Total,,,26.3,34.0,34.0,3060.0,,30.0,0.88,158.0,128.0,81.0,21.0,5.0,8.0,15.0,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Hamburger SV,Opponent Total,,,26.7,34.0,34.0,,,,,,,,8.0,5.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Schalke 04,Frank Rost,de GER,GK,32.0,32.0,32.0,2880.0,32.0,29.0,0.91,141.0,112.0,79.4,15.0,12.0,5.0,12.0,37.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Schalke 04,Christofer Heimeroth,de GER,GK,23.0,2.0,2.0,180.0,2.0,2.0,1.0,8.0,6.0,75.0,1.0,1.0,0.0,1.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Schalke 04,Squad Total,,,27.1,34.0,34.0,3060.0,,31.0,0.91,149.0,118.0,79.2,16.0,13.0,5.0,13.0,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Schalke 04,Opponent Total,,,26.7,34.0,34.0,,,,,,,,5.0,13.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Leverkusen,Hans-Jörg Butt,de GER,GK,31.0,34.0,34.0,3060.0,34.0,49.0,1.44,181.0,132.0,72.9,14.0,10.0,10.0,5.0,14.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Leverkusen,Squad Total,,,26.4,34.0,34.0,3060.0,,49.0,1.44,181.0,132.0,72.9,14.0,10.0,10.0,5.0,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Leverkusen,Opponent Total,,,26.8,34.0,34.0,,,,,,,,10.0,10.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Hertha BSC,Christian Fiedler,de GER,GK,30.0,29.0,29.0,2610.0,29.0,42.0,1.45,149.0,107.0,71.8,11.0,9.0,9.0,9.0,31.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Hertha BSC,Gerhard Tremmel,de GER,GK,26.0,5.0,5.0,450.0,5.0,6.0,1.2,27.0,21.0,77.8,1.0,3.0,1.0,2.0,40.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Hertha BSC,Squad Total,,,26.9,34.0,34.0,3060.0,,48.0,1.41,176.0,128.0,72.7,12.0,12.0,10.0,11.0,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Hertha BSC,Opponent Total,,,26.6,34.0,34.0,,,,,,,,10.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Dortmund,Roman Weidenfeller,de GER,GK,24.0,24.0,24.0,2160.0,24.0,30.0,1.25,129.0,99.0,76.7,9.0,7.0,8.0,6.0,25.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Dortmund,Dennis Gentenaar,nl NED,GK,29.0,10.0,10.0,900.0,10.0,12.0,1.2,51.0,39.0,76.5,3.0,5.0,2.0,2.0,20.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Dortmund,Squad Total,,,24.7,34.0,34.0,3060.0,,42.0,1.24,180.0,138.0,76.7,11.0,13.0,10.0,8.0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Dortmund,Opponent Total,,,26.9,34.0,34.0,,,,,,,,10.0,13.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Nürnberg,Raphael Schäfer,de GER,GK,26.0,34.0,34.0,3015.0,33.5,49.0,1.46,193.0,144.0,74.6,12.0,8.0,13.0,5.0,14.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Nürnberg,Philipp Tschauner,de GER,GK,19.0,1.0,0.0,45.0,0.5,2.0,4.0,5.0,3.0,60.0,0.0,0.0,1.0,0.0,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Nürnberg,Squad Total,,,25.5,34.0,34.0,3060.0,,51.0,1.5,198.0,147.0,74.2,12.0,8.0,14.0,5.0,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Nürnberg,Opponent Total,,,26.6,34.0,34.0,,,,,,,,14.0,8.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Stuttgart,Timo Hildebrand,de GER,GK,26.0,31.0,31.0,2790.0,31.0,32.0,1.03,163.0,131.0,80.4,9.0,15.0,7.0,11.0,35.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Stuttgart,Dirk Heinen,de GER,GK,34.0,3.0,3.0,270.0,3.0,7.0,2.33,19.0,12.0,63.2,0.0,1.0,2.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Stuttgart,Squad Total,,,26.9,34.0,34.0,3060.0,,39.0,1.15,182.0,143.0,78.6,9.0,16.0,9.0,11.0,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Stuttgart,Opponent Total,,,26.5,34.0,34.0,,,,,,,,9.0,16.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,M'Gladbach,Kasey Keller,us USA,GK,35.0,33.0,33.0,2970.0,33.0,49.0,1.48,182.0,133.0,73.1,9.0,12.0,12.0,7.0,21.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,M'Gladbach,Darius Kampa,de GER,GK,28.0,1.0,1.0,90.0,1.0,1.0,1.0,4.0,3.0,75.0,1.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,M'Gladbach,Squad Total,,,27.2,34.0,34.0,3060.0,,50.0,1.47,186.0,136.0,73.1,10.0,12.0,12.0,7.0,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,M'Gladbach,Opponent Total,,,26.8,34.0,34.0,,,,,,,,12.0,12.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Mainz 05,Dimo Wache,de GER,GK,31.0,20.0,20.0,1721.0,19.1,26.0,1.36,104.0,78.0,75.0,5.0,5.0,9.0,3.0,15.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Mainz 05,Christian Wetklo,de GER,GK,25.0,15.0,14.0,1331.0,14.8,21.0,1.42,84.0,63.0,75.0,4.0,6.0,5.0,4.0,28.6,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Mainz 05,Jonas Sela,de GER,GK,21.0,,,,0.1,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Mainz 05,Squad Total,,,26.5,34.0,34.0,3052.0,,47.0,1.39,188.0,141.0,75.0,9.0,11.0,14.0,7.0,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Mainz 05,Opponent Total,,,26.7,34.0,34.0,,,,,,,,14.0,11.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Hannover 96,Robert Enke,de GER,GK,27.0,32.0,32.0,2880.0,32.0,43.0,1.34,182.0,139.0,76.4,7.0,15.0,10.0,8.0,25.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Hannover 96,Morten Jensen,de GER,GK,17.0,1.0,1.0,90.0,1.0,2.0,2.0,9.0,7.0,77.8,0.0,1.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Hannover 96,Frank Juric,au AUS,GK,31.0,1.0,1.0,90.0,1.0,2.0,2.0,5.0,3.0,60.0,0.0,1.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Hannover 96,Squad Total,,,27.5,34.0,34.0,3060.0,,47.0,1.38,196.0,149.0,76.0,7.0,17.0,10.0,8.0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Hannover 96,Opponent Total,,,26.6,34.0,34.0,,,,,,,,10.0,17.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Arminia,Mathias Hain,de GER,GK,32.0,33.0,33.0,2940.0,32.7,42.0,1.29,176.0,134.0,76.1,10.0,7.0,16.0,9.0,27.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Arminia,Dennis Eilhoff,de GER,GK,23.0,2.0,1.0,120.0,1.3,5.0,3.75,8.0,3.0,37.5,0.0,0.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Arminia,Squad Total,,,27.7,34.0,34.0,3060.0,,47.0,1.38,184.0,137.0,74.5,10.0,7.0,17.0,9.0,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Arminia,Opponent Total,,,26.8,34.0,34.0,,,,,,,,17.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Eint Frankfurt,Oka Nikolov,mk MKD,GK,31.0,30.0,30.0,2700.0,30.0,43.0,1.43,193.0,150.0,77.7,9.0,9.0,12.0,7.0,23.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Bundesliga,Eint Frankfurt,Markus Pröll,de GER,GK,25.0,2.0,2.0,180.0,2.0,6.0,3.0,12.0,6.0,50.0,0.0,0.0,2.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
