Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2008-2009,Ligue1,Bordeaux,Souleymane Diawara,sn SEN,DF,29.0,35.0,2.0,,6.0,,,0.17,,0.33,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Yoann Gourcuff,fr FRA,MF,22.0,34.3,12.0,,35.0,,,1.02,,0.34,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Alou Diarra,fr FRA,MF,27.0,32.8,2.0,,8.0,,,0.24,,0.25,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Matthieu Chalmé,fr FRA,DF,27.0,31.8,1.0,,2.0,,,0.06,,0.5,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Ulrich Ramé,fr FRA,GK,35.0,24.5,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Marouane Chamakh,ma MAR,FW,24.0,26.0,13.0,,21.0,,,0.81,,0.62,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Marc Planus,fr FRA,DF,26.0,25.4,1.0,,2.0,,,0.08,,0.5,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Benoît Trémoulinas,fr FRA,DF,22.0,24.0,0.0,,5.0,,,0.21,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Wendel Geraldo,br BRA,MF,26.0,23.5,4.0,,20.0,,,0.85,,0.2,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Fernando Menegazzo,br BRA,MF,27.0,24.6,6.0,,16.0,,,0.65,,0.38,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Fernando Cavenaghi,ar ARG,FW,24.0,22.6,13.0,,48.0,,,2.12,,0.23,,2.0,4.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Yoan Gouffran,fr FRA,"FW,MF",22.0,17.7,2.0,,16.0,,,0.9,,0.13,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,David Bellion,fr FRA,FW,25.0,15.5,4.0,,13.0,,,0.84,,0.31,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Henrique,br BRA,DF,25.0,14.5,1.0,,4.0,,,0.28,,0.25,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Franck Jurietti,fr FRA,DF,33.0,14.8,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Mathieu Valverde,fr FRA,GK,25.0,13.0,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Jussiê,br BRA,"FW,MF",24.0,12.9,2.0,,9.0,,,0.7,,0.22,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Abdou Traoré,ml MLI,MF,20.0,6.9,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Diego Placente,ar ARG,DF,31.0,5.0,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Grégory Sertic,fr FRA,MF,18.0,4.0,1.0,,4.0,,,1.01,,0.25,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Pierre Ducasse,fr FRA,MF,21.0,3.4,0.0,,1.0,,,0.29,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Gabriel Obertan,fr FRA,"FW,MF",19.0,3.5,0.0,,3.0,,,0.85,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Kévin Olimpa,fr FRA,GK,20.0,0.5,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Henri Saivet,sn SEN,"FW,MF",17.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Squad Total,,,26.4,,64.0,,213.0,,,5.61,,0.29,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-2009,Ligue1,Bordeaux,Opponent Total,,,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
