Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2009-2010,SeriaA,Inter,Júlio César,br BRA,GK,29.0,38.0,38.0,3420.0,38.0,34.0,0.89,145.0,111.0,76.6,24.0,10.0,4.0,17.0,44.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,SeriaA,Inter,Squad Total,,,29.2,38.0,38.0,3420.0,,34.0,0.89,145.0,111.0,76.6,24.0,10.0,4.0,17.0,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,SeriaA,Inter,Opponent Total,,,27.3,38.0,38.0,,,,,,,,4.0,10.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,SeriaA,Roma,Júlio Sérgio,br BRA,GK,30.0,30.0,30.0,2631.0,29.2,29.0,0.99,115.0,86.0,74.8,20.0,7.0,2.0,9.0,30.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,SeriaA,Roma,Doni,br BRA,GK,29.0,7.0,7.0,552.0,6.1,8.0,1.3,20.0,12.0,60.0,3.0,1.0,3.0,1.0,14.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,SeriaA,Roma,Artur Moraes,br BRA,GK,28.0,1.0,1.0,90.0,1.0,3.0,3.0,7.0,4.0,57.1,0.0,0.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,SeriaA,Roma,Bogdan Lobonț,ro ROU,GK,31.0,2.0,0.0,147.0,1.6,1.0,0.61,4.0,3.0,75.0,1.0,0.0,0.0,1.0,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,SeriaA,Roma,Squad Total,,,28.7,38.0,38.0,3420.0,,41.0,1.08,146.0,105.0,71.9,24.0,8.0,6.0,11.0,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,SeriaA,Roma,Opponent Total,,,27.6,38.0,38.0,,,,,,,,6.0,8.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,SeriaA,Milan,Dida,br BRA,GK,35.0,23.0,23.0,2066.0,23.0,27.0,1.18,116.0,89.0,76.7,14.0,4.0,5.0,8.0,34.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,SeriaA,Milan,Christian Abbiati,it ITA,GK,32.0,9.0,8.0,724.0,8.0,5.0,0.62,36.0,31.0,86.1,4.0,3.0,1.0,3.0,37.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
