season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2003-2004,EPL,Arsenal,Jens Lehmann,de GER,GK,33.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2003-2004,EPL,Arsenal,Thierry Henry,fr FRA,FW,25.0,37.0,37.0,3330.0,37.0,30.0,6.0,36.0,23.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.81,0.16,0.97,0.62,0.78,Matches,0.0
2003-2004,EPL,Arsenal,Kolo Touré,ci CIV,DF,22.0,37.0,36.0,3184.0,35.4,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,0.0
2003-2004,EPL,Arsenal,Sol Campbell,eng ENG,"DF,FW",28.0,35.0,35.0,3085.0,34.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,0.0
2003-2004,EPL,Arsenal,Robert Pirès,fr FRA,"FW,MF",29.0,36.0,33.0,2845.0,31.6,14.0,8.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.25,0.7,0.44,0.7,Matches,0.0
2003-2004,EPL,Arsenal,Ashley Cole,eng ENG,DF,22.0,32.0,32.0,2821.0,31.3,0.0,3.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,0.0
2003-2004,EPL,Arsenal,Lauren,cm CMR,DF,26.0,32.0,30.0,2744.0,30.5,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,0.0
2003-2004,EPL,Arsenal,Gilberto Silva,br BRA,"DF,MF",26.0,32.0,29.0,2546.0,28.3,4.0,4.0,8.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.14,0.14,0.28,0.14,0.28,Matches,0.0
2003-2004,EPL,Arsenal,Patrick Vieira,fr FRA,MF,27.0,29.0,29.0,2534.0,28.2,3.0,4.0,7.0,3.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.11,0.14,0.25,0.11,0.25,Matches,0.0
2003-2004,EPL,Arsenal,Freddie Ljungberg,se SWE,"FW,MF",26.0,30.0,28.0,2232.0,24.8,4.0,5.0,9.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.16,0.2,0.36,0.16,0.36,Matches,0.0
2003-2004,EPL,Arsenal,Dennis Bergkamp,nl NED,FW,34.0,28.0,21.0,1766.0,19.6,4.0,7.0,11.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.36,0.56,0.2,0.56,Matches,0.0
2003-2004,EPL,Arsenal,Ray Parlour,eng ENG,MF,30.0,25.0,16.0,1521.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2003-2004,EPL,Arsenal,Edu Gaspar,br BRA,MF,25.0,30.0,13.0,1483.0,16.5,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.12,0.12,0.24,0.12,0.24,Matches,0.0
2003-2004,EPL,Arsenal,Pascal Cygan,fr FRA,DF,29.0,18.0,10.0,987.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2003-2004,EPL,Arsenal,Sylvain Wiltord,fr FRA,"FW,MF",29.0,12.0,8.0,648.0,7.2,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.14,0.56,0.42,0.56,Matches,0.0
2003-2004,EPL,Arsenal,Gaël Clichy,fr FRA,DF,18.0,12.0,7.0,657.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2003-2004,EPL,Arsenal,José Antonio Reyes,es ESP,MF,19.0,13.0,7.0,655.0,7.3,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.14,0.41,0.27,0.41,Matches,0.0
2003-2004,EPL,Arsenal,Nwankwo Kanu,ng NGA,FW,26.0,10.0,3.0,427.0,4.7,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.42,0.63,0.21,0.63,Matches,0.0
2003-2004,EPL,Arsenal,Martin Keown,eng ENG,"DF,MF",37.0,10.0,3.0,341.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2003-2004,EPL,Arsenal,Jérémie Aliadière,fr FRA,"FW,MF",20.0,10.0,3.0,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2003-2004,EPL,Arsenal,David Bentley,eng ENG,MF,18.0,1.0,1.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2003-2004,EPL,Arsenal,Justin Hoyte,tt TRI,DF,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2003-2004,EPL,Arsenal,Squad Total,0,0,27.3,38.0,419.0,0.0,0.0,69.0,52.0,121.0,62.0,7.0,7.0,51.0,3.0,0.0,0.0,0.0,1.82,1.37,3.18,1.63,3.0,0,0.0
2003-2004,EPL,Arsenal,Opponent Total,0,0,27.2,38.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2003-2004,EPL,Chelsea,Frank Lampard,eng ENG,MF,25.0,38.0,38.0,3374.0,37.5,10.0,5.0,15.0,8.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.27,0.13,0.4,0.21,0.35,Matches,0.0
2003-2004,EPL,Chelsea,John Terry,eng ENG,DF,22.0,33.0,33.0,2965.0,32.9,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches,0.0
2003-2004,EPL,Chelsea,Wayne Bridge,eng ENG,DF,22.0,33.0,33.0,2964.0,32.9,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03,0.12,0.15,0.03,0.15,Matches,0.0
2003-2004,EPL,Chelsea,Claude Makélélé,fr FRA,MF,30.0,30.0,26.0,2398.0,26.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2003-2004,EPL,Chelsea,Carlo Cudicini,it ITA,GK,29.0,26.0,26.0,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2003-2004,EPL,Chelsea,William Gallas,fr FRA,DF,25.0,29.0,23.0,2091.0,23.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,0.0
2003-2004,EPL,Chelsea,Jimmy Floyd Hasselbaink,nl NED,FW,31.0,30.0,22.0,1990.0,22.1,13.0,5.0,18.0,11.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.59,0.23,0.81,0.5,0.72,Matches,0.0
