Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches,Playing Time_MP,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_l.4,S_t,S_t.1,S_t.2,S_u,S_u.1,S_u.2,T_e.1,T_e.2,T_e.3,T_e.4,T_e.5,T_e.6,T_e.7,T_e.8,T_e.9,T_e.10,T_e.11,U_n.4,U_n.5
2017-2018,SeriaA,Juventus,Gonzalo Higuaín,ar ARG,FW,29.0,35.0,2815.0,80.0,82.3,31.3,32.0,,27.0,3.0,,2.0,2.46,71.0,22.0,49.0,1.57,-0.37,44.3,24.0,20.2,0.65,-0.49,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Miralem Pjanić,ba BIH,MF,27.0,31.0,2484.0,80.0,72.6,27.6,28.0,,21.0,3.0,,1.0,2.61,57.0,15.0,42.0,1.52,-0.4,35.4,20.3,15.1,0.55,-0.69,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Blaise Matuidi,fr FRA,MF,30.0,32.0,2354.0,74.0,68.8,26.2,27.0,,21.0,5.0,,2.0,2.41,49.0,15.0,34.0,1.3,-1.06,36.6,16.6,20.0,0.76,0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Mario Mandžukić,hr CRO,FW,31.0,32.0,2324.0,73.0,68.0,25.8,27.0,,16.0,5.0,,0.0,2.47,58.0,18.0,40.0,1.55,-0.26,38.1,20.1,18.0,0.7,-0.11,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Paulo Dybala,ar ARG,"MF,FW",23.0,33.0,2353.0,71.0,68.8,26.1,26.0,,17.0,7.0,,1.0,2.42,62.0,19.0,43.0,1.64,0.04,41.1,19.2,21.9,0.84,0.33,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Giorgio Chiellini,it ITA,DF,32.0,26.0,2161.0,83.0,63.2,24.0,25.0,,23.0,1.0,,9.0,2.42,56.0,15.0,41.0,1.71,0.21,37.4,19.3,18.1,0.75,0.05,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Sami Khedira,de GER,MF,30.0,26.0,1912.0,74.0,55.9,21.2,24.0,,12.0,2.0,,5.0,2.58,50.0,15.0,35.0,1.65,0.04,27.8,16.3,11.6,0.54,-0.43,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Alex Sandro,br BRA,DF,26.0,26.0,2117.0,81.0,61.9,23.5,23.0,,21.0,3.0,,9.0,2.77,63.0,15.0,48.0,2.04,1.07,36.6,16.2,20.5,0.87,0.36,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Daniele Rugani,it ITA,DF,23.0,22.0,1935.0,88.0,56.6,21.5,22.0,,21.0,0.0,,15.0,2.59,54.0,17.0,37.0,1.72,0.21,32.0,16.6,15.4,0.72,-0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,39.0,21.0,1862.0,89.0,54.4,20.7,21.0,,20.0,0.0,,11.0,2.52,55.0,14.0,41.0,1.98,0.77,30.4,16.5,13.9,0.67,-0.14,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Stephan Lichtsteiner,ch SUI,DF,33.0,27.0,1704.0,63.0,49.8,18.9,21.0,,7.0,6.0,,7.0,2.52,47.0,19.0,28.0,1.48,-0.3,26.8,16.9,9.9,0.52,-0.42,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Medhi Benatia,ma MAR,DF,30.0,20.0,1755.0,88.0,51.3,19.5,19.0,,19.0,1.0,,13.0,2.55,40.0,8.0,32.0,1.64,0.02,26.2,12.6,13.6,0.7,-0.07,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Douglas Costa,br BRA,"FW,MF",26.0,31.0,1795.0,58.0,52.5,19.9,18.0,,8.0,13.0,,6.0,2.45,49.0,8.0,41.0,2.06,0.89,30.8,10.7,20.1,1.01,0.58,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Kwadwo Asamoah,gh GHA,DF,28.0,19.0,1568.0,83.0,45.8,17.4,18.0,,15.0,1.0,,18.0,2.21,28.0,10.0,18.0,1.03,-1.11,23.5,12.8,10.7,0.61,-0.22,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,27.0,17.0,1530.0,90.0,44.7,17.0,17.0,,17.0,0.0,,21.0,2.47,31.0,9.0,22.0,1.29,-0.61,23.7,10.6,13.1,0.77,0.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Juan Cuadrado,co COL,"FW,MF",29.0,21.0,1353.0,64.0,39.6,15.0,15.0,,6.0,6.0,,3.0,2.43,38.0,14.0,24.0,1.6,-0.06,23.7,12.9,10.9,0.72,-0.02,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Andrea Barzagli,it ITA,DF,36.0,25.0,1447.0,58.0,42.3,16.1,14.0,,14.0,11.0,,12.0,2.64,34.0,9.0,25.0,1.55,-0.13,22.1,10.9,11.2,0.7,-0.07,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Mattia De Sciglio,it ITA,DF,24.0,12.0,968.0,81.0,28.3,10.8,10.0,,9.0,2.0,,11.0,2.5,21.0,1.0,20.0,1.86,0.32,15.1,2.9,12.2,1.13,0.56,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Claudio Marchisio,it ITA,MF,31.0,15.0,817.0,54.0,23.9,9.1,9.0,,4.0,6.0,,12.0,2.87,23.0,5.0,18.0,1.98,0.46,16.8,7.3,9.5,1.04,0.41,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Federico Bernardeschi,it ITA,"FW,MF",23.0,22.0,847.0,39.0,24.8,9.4,7.0,,1.0,15.0,,7.0,2.45,23.0,5.0,18.0,1.91,0.37,14.1,7.3,6.8,0.74,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Stefano Sturaro,it ITA,"MF,DF",24.0,12.0,613.0,51.0,17.9,6.8,7.0,,2.0,5.0,,21.0,2.58,10.0,1.0,9.0,1.32,-0.38,8.6,3.0,5.6,0.82,0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Rodrigo Bentancur,uy URU,MF,20.0,20.0,581.0,29.0,17.0,6.5,5.0,,3.0,15.0,,17.0,2.35,18.0,7.0,11.0,1.7,0.09,11.9,5.5,6.5,1.0,0.32,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Benedikt Höwedes,de GER,DF,29.0,3.0,247.0,82.0,7.2,2.7,3.0,,2.0,0.0,,14.0,2.0,5.0,1.0,4.0,1.46,-0.19,3.6,1.8,1.8,0.66,-0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Carlo Pinsoglio,it ITA,GK,27.0,1.0,28.0,28.0,0.8,0.3,0.0,,0.0,1.0,,33.0,3.0,0.0,1.0,-1.0,-3.21,-4.89,1.2,0.3,0.9,2.97,2.26,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Fabrizio Caligara,it ITA,MF,17.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Mattia Del Favero,it ITA,GK,19.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Ferdinando Del Sole,it ITA,MF,19.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,SeriaA,Juventus,Moise Kean,it ITA,FW,17.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
