Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2011-2012,Bundesliga,Dortmund,Roman Weidenfeller,de GER,GK,30.0,32.0,32.0,2880.0,32.0,22.0,0.69,102.0,80.0,78.4,23.0,6.0,3.0,15.0,46.9,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,Bundesliga,Dortmund,Mitchell Langerak,au AUS,GK,22.0,2.0,2.0,180.0,2.0,3.0,1.5,6.0,3.0,50.0,2.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,Bundesliga,Dortmund,Squad Total,,,24.4,34.0,34.0,3060.0,,25.0,0.74,108.0,83.0,76.9,25.0,6.0,3.0,15.0,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,Bundesliga,Dortmund,Opponent Total,,,25.6,34.0,34.0,,,,,,,,3.0,6.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,25.0,33.0,33.0,2970.0,33.0,22.0,0.67,78.0,56.0,71.8,22.0,4.0,7.0,17.0,51.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,Bundesliga,Bayern Munich,Hans-Jörg Butt,de GER,GK,37.0,1.0,1.0,90.0,1.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,Bundesliga,Bayern Munich,Squad Total,,,25.4,34.0,34.0,3060.0,,22.0,0.65,82.0,60.0,73.2,23.0,4.0,7.0,18.0,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,Bundesliga,Bayern Munich,Opponent Total,,,25.4,34.0,34.0,,,,,,,,7.0,4.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,Bundesliga,Schalke 04,Lars Unnerstall,de GER,GK,21.0,21.0,20.0,1815.0,20.2,25.0,1.24,91.0,66.0,72.5,12.0,4.0,5.0,6.0,30.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,Bundesliga,Schalke 04,Ralf Fährmann,de GER,GK,22.0,9.0,9.0,748.0,8.3,13.0,1.56,47.0,34.0,72.3,5.0,0.0,3.0,1.0,11.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
