Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2017-2018,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,25.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,59.0,2.0,0.0,100.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Lionel Messi,ar ARG,FW,30.0,33.3,3.0,0.0,0.0,17.0,80.0,13.0,52.0,7.0,8.0,0.0,0.0,0.0,,86.0,8.0,11.0,42.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Luis Suárez,uy URU,FW,30.0,32.2,9.0,0.0,0.0,46.0,50.0,56.0,12.0,8.0,10.0,1.0,0.0,0.0,,50.0,11.0,9.0,55.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Ivan Rakitić,hr CRO,MF,29.0,31.5,4.0,0.0,0.0,33.0,46.0,3.0,54.0,44.0,31.0,0.0,0.0,0.0,,232.0,24.0,24.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Jordi Alba,es ESP,DF,28.0,30.5,7.0,0.0,0.0,35.0,21.0,16.0,46.0,68.0,42.0,0.0,0.0,0.0,,189.0,15.0,21.0,41.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,29.0,28.8,8.0,0.0,0.0,36.0,58.0,0.0,0.0,51.0,48.0,1.0,0.0,0.0,,211.0,51.0,27.0,65.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Gerard Piqué,es ESP,DF,30.0,29.2,9.0,0.0,0.0,23.0,11.0,3.0,2.0,30.0,22.0,1.0,0.0,0.0,,206.0,64.0,29.0,68.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Andrés Iniesta,es ESP,MF,33.0,20.3,1.0,0.0,0.0,15.0,40.0,0.0,23.0,10.0,22.0,0.0,0.0,0.0,,123.0,2.0,7.0,22.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Sergi Roberto,es ESP,DF,25.0,24.7,3.0,2.0,0.0,16.0,26.0,1.0,35.0,39.0,40.0,0.0,0.0,0.0,,150.0,14.0,23.0,37.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Samuel Umtiti,fr FRA,DF,23.0,24.3,7.0,0.0,0.0,22.0,25.0,4.0,0.0,37.0,35.0,0.0,0.0,0.0,,141.0,47.0,19.0,71.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
