Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_h,C_h.1,C_h.2,C_h.3,B_l,B_l.1,B_l.2,U_n.5,U_n.6,U_n.7,U_n.8,U_n.9
2017-2018,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,25.0,37.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,4.0,5.0,12.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Lionel Messi,ar ARG,FW,30.0,33.3,17.0,8.0,0.0,11.0,6.0,2.0,18.0,11.1,16.0,11.0,1.0,10.0,7.0,24.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Luis Suárez,uy URU,FW,30.0,32.2,17.0,10.0,4.0,5.0,8.0,4.0,19.0,21.1,15.0,4.0,3.0,1.0,8.0,25.0,31.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Ivan Rakitić,hr CRO,MF,29.0,31.5,52.0,31.0,16.0,30.0,6.0,15.0,45.0,33.3,30.0,42.0,7.0,35.0,44.0,96.0,16.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Jordi Alba,es ESP,DF,28.0,30.5,63.0,42.0,35.0,22.0,6.0,26.0,52.0,50.0,26.0,34.0,5.0,29.0,68.0,131.0,67.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,29.0,28.8,88.0,48.0,27.0,46.0,15.0,39.0,79.0,49.4,40.0,37.0,10.0,27.0,51.0,139.0,15.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Gerard Piqué,es ESP,DF,30.0,29.2,31.0,22.0,22.0,9.0,0.0,16.0,36.0,44.4,20.0,40.0,27.0,13.0,30.0,61.0,127.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Andrés Iniesta,es ESP,MF,33.0,20.3,28.0,22.0,11.0,8.0,9.0,6.0,31.0,19.4,25.0,21.0,2.0,19.0,10.0,38.0,12.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Sergi Roberto,es ESP,DF,25.0,24.7,63.0,40.0,30.0,25.0,8.0,25.0,49.0,51.0,24.0,18.0,8.0,10.0,39.0,102.0,30.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Samuel Umtiti,fr FRA,DF,23.0,24.3,50.0,35.0,35.0,15.0,0.0,20.0,29.0,69.0,9.0,25.0,17.0,8.0,37.0,87.0,72.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Paulinho,br BRA,MF,29.0,21.6,39.0,28.0,17.0,15.0,7.0,11.0,38.0,28.9,27.0,25.0,3.0,22.0,15.0,54.0,16.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Nélson Semedo,pt POR,DF,23.0,16.6,34.0,25.0,19.0,11.0,4.0,17.0,29.0,58.6,12.0,16.0,2.0,14.0,22.0,56.0,26.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Philippe Coutinho,br BRA,"MF,FW",25.0,14.4,27.0,14.0,8.0,14.0,5.0,9.0,32.0,28.1,23.0,14.0,0.0,14.0,6.0,33.0,4.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
