Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2017-2018,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,25.0,37.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Lionel Messi,ar ARG,FW,30.0,33.3,34.0,193.0,91.0,47.2,5.79,2.73,0.17,0.35,19.7,2.0,4.0,,48.0,27.1,24.0,0.12,6.9,8.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Luis Suárez,uy URU,FW,30.0,32.2,25.0,120.0,54.0,45.0,3.73,1.68,0.2,0.44,13.6,1.0,1.0,,12.0,23.4,22.6,0.19,1.6,1.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Ivan Rakitić,hr CRO,MF,29.0,31.5,1.0,28.0,11.0,39.3,0.89,0.35,0.04,0.09,22.4,0.0,0.0,,0.0,2.0,2.0,0.07,-1.0,-1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Jordi Alba,es ESP,DF,28.0,30.5,2.0,15.0,5.0,33.3,0.49,0.16,0.13,0.4,14.4,0.0,0.0,,0.0,2.1,2.1,0.14,-0.1,-0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,29.0,28.8,1.0,5.0,3.0,60.0,0.17,0.1,0.2,0.33,10.7,0.0,0.0,,0.0,1.0,1.0,0.2,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Gerard Piqué,es ESP,DF,30.0,29.2,2.0,18.0,5.0,27.8,0.62,0.17,0.11,0.4,10.5,0.0,0.0,,0.0,2.6,2.6,0.14,-0.6,-0.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Andrés Iniesta,es ESP,MF,33.0,20.3,1.0,16.0,6.0,37.5,0.79,0.3,0.06,0.17,21.9,0.0,0.0,,0.0,0.6,0.6,0.04,0.4,0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Sergi Roberto,es ESP,DF,25.0,24.7,1.0,8.0,4.0,50.0,0.32,0.16,0.13,0.25,18.7,0.0,0.0,,0.0,0.8,0.8,0.1,0.2,0.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,LaLiga,Barcelona,Samuel Umtiti,fr FRA,DF,23.0,24.3,1.0,9.0,5.0,55.6,0.37,0.21,0.11,0.2,11.1,0.0,0.0,,0.0,0.7,0.7,0.08,0.3,0.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
