Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2011-2012,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,33.0,35.0,35.0,3150.0,35.0,16.0,0.46,97.0,81.0,83.5,21.0,14.0,0.0,21.0,60.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Marco Storari,it ITA,GK,34.0,3.0,3.0,270.0,3.0,4.0,1.33,9.0,5.0,55.6,2.0,1.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Squad Total,,,28.0,38.0,38.0,3420.0,,20.0,0.53,106.0,86.0,81.1,23.0,15.0,0.0,21.0,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Juventus,Opponent Total,,,27.8,38.0,38.0,,,,,,,,0.0,15.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Milan,Christian Abbiati,it ITA,GK,34.0,31.0,31.0,2689.0,29.9,26.0,0.87,104.0,78.0,75.0,18.0,6.0,5.0,13.0,41.9,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Milan,Marco Amelia,it ITA,GK,29.0,9.0,7.0,731.0,8.1,7.0,0.86,32.0,25.0,78.1,6.0,2.0,1.0,4.0,57.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Milan,Squad Total,,,29.1,38.0,38.0,3420.0,,33.0,0.87,136.0,103.0,75.7,24.0,8.0,6.0,18.0,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Milan,Opponent Total,,,27.8,38.0,38.0,,,,,,,,6.0,8.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Udinese,Samir Handanović,si SVN,GK,27.0,38.0,38.0,3420.0,38.0,35.0,0.92,153.0,118.0,77.1,18.0,10.0,10.0,17.0,44.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Udinese,Squad Total,,,26.7,38.0,38.0,3420.0,,35.0,0.92,153.0,118.0,77.1,18.0,10.0,10.0,17.0,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Udinese,Opponent Total,,,27.8,38.0,38.0,,,,,,,,10.0,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Lazio,Federico Marchetti,it ITA,GK,28.0,31.0,31.0,2761.0,30.7,37.0,1.21,137.0,100.0,73.0,13.0,4.0,11.0,11.0,35.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Lazio,Albano Bizzarri,ar ARG,GK,33.0,7.0,7.0,585.0,6.5,8.0,1.23,28.0,20.0,71.4,2.0,4.0,1.0,2.0,28.6,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Lazio,Juan Pablo Carrizo,ar ARG,GK,27.0,2.0,0.0,74.0,0.8,2.0,2.43,4.0,2.0,50.0,1.0,0.0,0.0,0.0,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Lazio,Squad Total,,,29.1,38.0,38.0,3420.0,,47.0,1.24,169.0,122.0,72.2,18.0,8.0,12.0,13.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Lazio,Opponent Total,,,27.9,38.0,38.0,,,,,,,,12.0,8.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Napoli,Morgan De Sanctis,it ITA,GK,34.0,37.0,37.0,3330.0,37.0,46.0,1.24,150.0,104.0,69.3,15.0,13.0,9.0,12.0,32.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Napoli,Antonio Rosati,it ITA,GK,28.0,1.0,1.0,90.0,1.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Napoli,Squad Total,,,28.3,38.0,38.0,3420.0,,46.0,1.21,152.0,106.0,69.7,16.0,13.0,9.0,13.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Napoli,Opponent Total,,,27.9,38.0,38.0,,,,,,,,9.0,13.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,SeriaA,Inter,Júlio César,br BRA,GK,31.0,33.0,33.0,2914.0,32.4,43.0,1.33,139.0,96.0,69.1,15.0,5.0,11.0,11.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
