Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2018-2019,Ligue1,Paris S-G,Marquinhos,br BRA,"DF,MF",24.0,29.9,2.0,1.0,0.0,29.0,10.0,1.0,1.0,44.0,41.0,0.0,1.0,0.0,,217.0,68.0,39.0,63.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Ángel Di María,ar ARG,"FW,MF",30.0,25.8,2.0,0.0,0.0,11.0,19.0,6.0,149.0,16.0,17.0,1.0,0.0,0.0,,100.0,0.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,19.0,26.0,5.0,1.0,0.0,19.0,44.0,30.0,25.0,5.0,4.0,4.0,0.0,0.0,,44.0,1.0,7.0,12.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Thiago Silva,br BRA,DF,33.0,23.1,4.0,0.0,0.0,20.0,25.0,1.0,1.0,32.0,13.0,0.0,2.0,0.0,,156.0,48.0,22.0,68.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,22.0,22.3,4.0,1.0,0.0,29.0,41.0,1.0,7.0,30.0,34.0,0.0,0.0,1.0,,132.0,24.0,26.0,48.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,25.0,20.9,7.0,0.0,0.0,35.0,56.0,0.0,1.0,18.0,42.0,0.0,0.0,0.0,,142.0,4.0,11.0,26.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Julian Draxler,de GER,"MF,FW",24.0,22.7,6.0,0.0,0.0,25.0,14.0,1.0,36.0,15.0,22.0,0.0,0.0,0.0,,140.0,18.0,12.0,60.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Alphonse Areola,fr FRA,GK,25.0,21.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,27.0,2.0,1.0,66.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Juan Bernat,es ESP,"DF,MF",25.0,20.4,6.0,1.0,0.0,33.0,20.0,6.0,41.0,20.0,32.0,0.0,0.0,0.0,,87.0,16.0,25.0,39.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Edinson Cavani,uy URU,FW,31.0,18.6,1.0,0.0,0.0,11.0,16.0,10.0,5.0,6.0,8.0,2.0,0.0,0.0,,42.0,4.0,12.0,25.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Thilo Kehrer,de GER,DF,21.0,21.1,4.0,0.0,0.0,26.0,18.0,0.0,8.0,31.0,43.0,0.0,3.0,0.0,,119.0,52.0,35.0,59.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Dani Alves,br BRA,"MF,DF",35.0,18.0,4.0,0.0,0.0,43.0,23.0,4.0,61.0,8.0,22.0,0.0,0.0,1.0,,121.0,11.0,18.0,37.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Thomas Meunier,be BEL,DF,26.0,17.9,2.0,0.0,0.0,23.0,4.0,5.0,51.0,19.0,33.0,1.0,0.0,1.0,,103.0,34.0,18.0,65.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Gianluigi Buffon,it ITA,GK,40.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,28.0,1.0,1.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Neymar,br BRA,"MF,FW",26.0,16.0,2.0,0.0,0.0,12.0,58.0,7.0,56.0,5.0,9.0,2.0,0.0,0.0,,59.0,8.0,3.0,72.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Leandro Paredes,ar ARG,MF,24.0,13.9,1.0,0.0,0.0,14.0,23.0,0.0,40.0,14.0,19.0,0.0,0.0,0.0,,99.0,10.0,8.0,55.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Christopher Nkunku,fr FRA,"MF,FW",20.0,12.8,0.0,0.0,0.0,21.0,30.0,0.0,15.0,9.0,16.0,0.0,0.0,0.0,,56.0,11.0,15.0,42.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Adrien Rabiot,fr FRA,MF,23.0,11.8,3.0,0.0,0.0,23.0,8.0,0.0,6.0,10.0,20.0,0.0,0.0,1.0,,97.0,20.0,10.0,66.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Layvin Kurzawa,fr FRA,"DF,MF",25.0,11.2,4.0,0.0,0.0,28.0,6.0,5.0,24.0,10.0,11.0,0.0,0.0,0.0,,61.0,27.0,13.0,67.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
