Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches,Playing Time_MP,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_l.4,S_t,S_t.1,S_t.2,S_u,S_u.1,S_u.2,T_e.1,T_e.2,T_e.3,T_e.4,T_e.5,T_e.6,T_e.7,T_e.8,T_e.9,T_e.10,T_e.11,U_n.4,U_n.5
2018-2019,Ligue1,Paris S-G,Christopher Nkunku,fr FRA,"MF,FW",20.0,22.0,1156.0,53.0,33.8,12.8,13.0,81.0,7.0,9.0,12.0,14.0,2.59,35.0,9.0,26.0,2.02,0.28,33.8,11.3,22.5,1.75,0.61,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Adrien Rabiot,fr FRA,MF,23.0,14.0,1063.0,76.0,31.1,11.8,12.0,88.0,10.0,2.0,7.0,0.0,2.86,38.0,8.0,30.0,2.54,1.01,29.1,11.7,17.5,1.48,0.19,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Layvin Kurzawa,fr FRA,"DF,MF",25.0,19.0,1010.0,53.0,29.5,11.2,11.0,76.0,3.0,8.0,22.0,3.0,2.16,32.0,13.0,19.0,1.69,-0.21,27.7,9.5,18.2,1.62,0.39,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Moussa Diaby,fr FRA,"MF,DF",19.0,25.0,1141.0,46.0,33.4,12.7,10.0,83.0,6.0,15.0,21.0,11.0,2.48,32.0,12.0,20.0,1.58,-0.4,31.7,12.0,19.7,1.55,0.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Colin Dagba,fr FRA,"DF,MF",19.0,17.0,918.0,54.0,26.8,10.2,9.0,80.0,7.0,8.0,24.0,4.0,2.35,26.0,15.0,11.0,1.08,-1.04,22.9,12.0,10.9,1.06,-0.39,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Eric Maxim Choupo-Moting,cm CMR,FW,29.0,22.0,802.0,36.0,23.5,8.9,8.0,76.0,4.0,14.0,14.0,9.0,2.18,17.0,9.0,8.0,0.9,-1.23,19.5,9.4,10.1,1.13,-0.28,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Stanley N'Soki,fr FRA,DF,19.0,12.0,698.0,58.0,20.4,7.8,8.0,78.0,5.0,4.0,20.0,15.0,2.42,18.0,9.0,9.0,1.16,-0.86,14.9,6.4,8.5,1.1,-0.32,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Loïc Mbe Soh,fr FRA,DF,17.0,2.0,180.0,90.0,5.3,2.0,2.0,90.0,2.0,0.0,,3.0,3.0,6.0,1.0,5.0,2.5,0.69,4.4,3.2,1.2,0.6,-0.79,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Antoine Bernede,fr FRA,MF,19.0,2.0,169.0,85.0,4.9,1.9,2.0,85.0,1.0,0.0,,2.0,3.0,4.0,1.0,3.0,1.6,-0.26,4.5,1.3,3.2,1.7,0.37,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Lassana Diarra,fr FRA,MF,33.0,3.0,159.0,53.0,4.6,1.8,2.0,57.0,0.0,1.0,45.0,6.0,3.0,6.0,0.0,6.0,3.4,1.63,3.5,1.5,2.0,1.12,-0.24,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Timothy Weah,us USA,FW,18.0,2.0,54.0,27.0,1.6,0.6,1.0,45.0,0.0,1.0,9.0,0.0,3.0,1.0,1.0,0.0,0.0,-1.87,1.2,1.1,0.1,0.11,-1.26,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Metehan Güçlü,tr TUR,MF,19.0,1.0,17.0,17.0,0.5,0.2,0.0,,0.0,1.0,17.0,0.0,0.0,1.0,0.0,1.0,5.29,3.47,0.3,0.1,0.2,0.98,-0.37,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Giovani Lo Celso,ar ARG,MF,22.0,1.0,11.0,11.0,0.3,0.1,0.0,,0.0,1.0,11.0,2.0,3.0,2.0,0.0,2.0,16.36,14.57,1.1,0.0,1.1,8.64,7.31,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Kévin Rimane,gf GUF,MF,27.0,1.0,5.0,5.0,0.1,0.1,0.0,,0.0,1.0,5.0,6.0,3.0,1.0,0.0,1.0,18.0,16.18,0.5,0.0,0.5,9.09,7.75,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Sébastien Cibois,fr FRA,GK,20.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Junior Dina Ebimbe,fr FRA,MF,17.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Isaac Hemans,gh GHA,DF,21.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Azzeddine Toufiqui,fr FRA,MF,19.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Kevin Trapp,de GER,GK,28.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Arthur Zagre,fr FRA,DF,16.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Squad Total,,,26.2,38.0,3420.0,90.0,100.0,38.0,418.0,84.0,305.0,109.0,21.0,140.0,2.39,105.0,35.0,70.0,1.84,,88.9,37.6,51.3,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Opponent Total,,,25.9,38.0,3420.0,90.0,100.0,38.0,418.0,84.0,305.0,109.0,21.0,154.0,0.5,35.0,105.0,-70.0,-1.84,,37.6,88.9,-51.3,-1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Mike Maignan,fr FRA,GK,23.0,38.0,3420.0,90.0,100.0,38.0,38.0,90.0,38.0,0.0,,0.0,1.97,68.0,33.0,35.0,0.92,,59.5,42.1,17.4,0.46,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Nicolas Pépé,ci CIV,"FW,MF",23.0,38.0,3324.0,87.0,97.2,36.9,37.0,89.0,28.0,1.0,18.0,0.0,1.97,66.0,28.0,38.0,1.03,3.84,57.8,39.0,18.9,0.51,1.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,José Fonte,pt POR,DF,34.0,36.0,3110.0,86.0,90.9,34.6,36.0,86.0,34.0,0.0,,0.0,2.0,60.0,28.0,32.0,0.93,0.06,55.4,38.4,17.0,0.49,0.39,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Thiago Mendes,br BRA,MF,26.0,35.0,3074.0,88.0,89.9,34.2,35.0,88.0,27.0,0.0,,0.0,2.11,64.0,24.0,40.0,1.17,2.47,54.0,35.1,18.9,0.55,0.94,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Jonathan Bamba,fr FRA,"FW,MF",22.0,38.0,3004.0,79.0,87.8,33.4,35.0,84.0,25.0,3.0,20.0,0.0,1.97,62.0,29.0,33.0,0.99,0.56,53.0,37.9,15.0,0.45,-0.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Zeki Çelik,tr TUR,DF,21.0,34.0,2971.0,87.0,86.9,33.0,34.0,87.0,29.0,0.0,,1.0,2.06,60.0,26.0,34.0,1.03,0.83,51.7,35.8,15.9,0.48,0.18,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Jonathan Ikone,fr FRA,"MF,FW",20.0,38.0,2796.0,74.0,81.8,31.1,34.0,81.0,12.0,4.0,9.0,0.0,1.97,49.0,25.0,24.0,0.77,-0.81,46.0,32.8,13.3,0.43,-0.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Xeka,pt POR,MF,23.0,27.0,2260.0,84.0,66.1,25.1,26.0,86.0,20.0,1.0,19.0,0.0,2.07,41.0,19.0,22.0,0.88,-0.13,35.4,26.8,8.6,0.34,-0.34,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Adama Soumaoro,fr FRA,DF,26.0,20.0,1723.0,86.0,50.4,19.1,20.0,86.0,17.0,0.0,,2.0,2.1,35.0,19.0,16.0,0.84,-0.17,30.3,21.9,8.4,0.44,-0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Youssouf Koné,ml MLI,DF,23.0,20.0,1709.0,85.0,50.0,19.0,19.0,89.0,17.0,1.0,16.0,5.0,2.05,36.0,13.0,23.0,1.21,0.58,30.7,17.9,12.8,0.67,0.43,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Fodé Ballo-Touré,sn SEN,DF,21.0,18.0,1593.0,89.0,46.6,17.7,18.0,89.0,16.0,0.0,,0.0,1.89,29.0,17.0,12.0,0.68,-0.46,26.2,21.7,4.5,0.25,-0.38,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Rafael Leão,pt POR,FW,19.0,24.0,1287.0,54.0,37.6,14.3,16.0,70.0,0.0,8.0,21.0,3.0,1.83,20.0,7.0,13.0,0.91,-0.02,22.3,12.7,9.6,0.67,0.34,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Loïc Rémy,fr FRA,FW,31.0,26.0,1204.0,46.0,35.2,13.4,14.0,76.0,2.0,12.0,12.0,3.0,2.12,33.0,14.0,19.0,1.42,0.77,23.6,17.1,6.6,0.49,0.05,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Gabriel Dos Santos,br BRA,DF,20.0,14.0,1066.0,76.0,31.2,11.8,11.0,90.0,11.0,3.0,25.0,7.0,2.0,22.0,5.0,17.0,1.44,0.75,19.0,10.3,8.7,0.73,0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Thiago Maia,br BRA,MF,21.0,24.0,1021.0,43.0,29.9,11.3,10.0,85.0,5.0,14.0,12.0,9.0,1.75,15.0,19.0,-4.0,-0.35,-1.82,18.3,16.1,2.2,0.19,-0.38,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Kouadio-Yves Dabila,ci CIV,DF,21.0,12.0,782.0,65.0,22.9,8.7,8.0,90.0,8.0,4.0,16.0,20.0,1.92,16.0,10.0,6.0,0.69,-0.3,11.9,10.9,1.0,0.12,-0.44,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Luiz Araújo,br BRA,"FW,MF",22.0,25.0,781.0,31.0,22.8,8.7,6.0,74.0,1.0,19.0,18.0,11.0,1.76,12.0,11.0,1.0,0.12,-1.04,12.0,11.0,1.0,0.11,-0.45,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Rui Fonte,pt POR,"FW,MF",28.0,18.0,627.0,35.0,18.3,7.0,5.0,74.0,0.0,13.0,20.0,6.0,1.72,12.0,7.0,5.0,0.72,-0.25,10.8,7.2,3.5,0.51,0.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Boubakary Soumaré,fr FRA,MF,19.0,18.0,564.0,31.0,16.5,6.3,5.0,90.0,5.0,13.0,9.0,15.0,2.0,19.0,7.0,12.0,1.91,1.19,13.9,9.1,4.8,0.76,0.37,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Jérémy Pied,fr FRA,DF,29.0,11.0,469.0,43.0,13.7,5.2,4.0,90.0,4.0,7.0,16.0,13.0,2.36,10.0,9.0,1.0,0.19,-0.85,9.0,6.5,2.6,0.49,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Lebo Mothiba,za RSA,FW,22.0,3.0,253.0,84.0,7.4,2.8,3.0,84.0,1.0,0.0,,0.0,2.33,6.0,1.0,5.0,1.78,0.93,4.5,2.6,1.9,0.68,0.24,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Yassine Benzia,dz ALG,MF,23.0,2.0,160.0,80.0,4.7,1.8,2.0,80.0,0.0,0.0,,0.0,2.0,3.0,1.0,2.0,1.13,0.21,2.1,1.7,0.4,0.22,-0.24,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Edgar Ié,pt POR,DF,24.0,7.0,239.0,34.0,7.0,2.7,1.0,90.0,1.0,6.0,25.0,10.0,2.0,6.0,5.0,1.0,0.38,-0.59,3.9,4.2,-0.3,-0.11,-0.61,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Reinildo Mandava,mz MOZ,DF,24.0,3.0,97.0,32.0,2.8,1.1,1.0,90.0,1.0,2.0,4.0,6.0,0.67,1.0,3.0,-2.0,-1.86,-2.86,1.1,2.2,-1.1,-1.02,-1.52,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Arton Zekaj,xk KVX,FW,18.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,-0.92,0.0,0.0,0.0,0.0,-0.46,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Anwar El Ghazi,nl NED,"FW,MF",23.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Adam Jakubech,sk SVK,GK,21.0,0.0,,,,,0.0,,0.0,0.0,,34.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Hervé Koffi,bf BFA,GK,21.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Cheikh Niasse,sn SEN,MF,18.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Hakim Ouro-Sama,tg TOG,DF,20.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Squad Total,,,24.1,38.0,3420.0,90.0,100.0,38.0,418.0,86.0,302.0,112.0,16.0,154.0,1.97,68.0,33.0,35.0,0.92,,59.5,42.1,17.4,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Opponent Total,,,26.0,38.0,3420.0,90.0,100.0,38.0,418.0,86.0,302.0,112.0,16.0,156.0,0.79,33.0,68.0,-35.0,-0.92,,42.1,59.5,-17.4,-0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lyon,Houssem Aouar,fr FRA,MF,20.0,37.0,3061.0,83.0,89.5,34.0,35.0,87.0,26.0,2.0,12.0,1.0,1.86,62.0,45.0,17.0,0.5,-1.0,65.3,41.5,23.9,0.7,-0.78,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lyon,Anthony Lopes,pt POR,GK,27.0,34.0,3060.0,90.0,89.5,34.0,34.0,90.0,34.0,0.0,,0.0,1.85,62.0,42.0,20.0,0.59,-0.16,67.2,40.7,26.5,0.78,-0.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lyon,Marcelo,br BRA,DF,31.0,33.0,2878.0,87.0,84.2,32.0,33.0,87.0,31.0,0.0,,4.0,1.97,59.0,34.0,25.0,0.78,1.11,59.9,35.1,24.7,0.77,-0.07,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lyon,Jason Denayer,be BEL,DF,23.0,31.0,2754.0,89.0,80.5,30.6,31.0,89.0,29.0,0.0,,2.0,1.81,55.0,43.0,12.0,0.39,-1.09,60.7,36.7,24.0,0.79,0.01,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lyon,Tanguy Ndombele,fr FRA,MF,21.0,34.0,2690.0,79.0,78.7,29.9,31.0,84.0,26.0,3.0,27.0,3.0,1.88,56.0,35.0,21.0,0.7,0.46,58.2,34.3,23.8,0.8,0.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lyon,Memphis,nl NED,"FW,MF",24.0,36.0,2737.0,76.0,80.0,30.4,29.0,87.0,22.0,7.0,30.0,2.0,1.89,54.0,34.0,20.0,0.66,0.26,58.0,35.1,22.9,0.75,-0.16,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lyon,Ferland Mendy,fr FRA,DF,23.0,30.0,2531.0,84.0,74.0,28.1,27.0,89.0,26.0,3.0,40.0,1.0,1.87,52.0,34.0,18.0,0.64,0.13,51.5,33.4,18.1,0.64,-0.54,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lyon,Bertrand Traoré,bf BFA,FW,22.0,34.0,2117.0,62.0,61.9,23.5,24.0,82.0,9.0,10.0,16.0,3.0,1.85,40.0,32.0,8.0,0.34,-0.7,44.8,26.7,18.1,0.77,-0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lyon,Nabil Fekir,fr FRA,MF,25.0,29.0,1988.0,69.0,58.1,22.1,24.0,80.0,16.0,5.0,15.0,0.0,1.76,39.0,24.0,15.0,0.68,0.18,43.4,26.0,17.4,0.79,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lyon,Leo Dubois,fr FRA,DF,23.0,25.0,2044.0,82.0,59.8,22.7,21.0,89.0,17.0,4.0,46.0,5.0,1.96,43.0,30.0,13.0,0.57,-0.08,49.8,27.1,22.6,1.0,0.53,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lyon,Moussa Dembélé,fr FRA,FW,22.0,33.0,2016.0,61.0,58.9,22.4,21.0,84.0,12.0,12.0,22.0,1.0,2.0,49.0,26.0,23.0,1.03,1.03,46.5,24.9,21.5,0.96,0.43,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
