Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_C,S_C.1,S_C.2,S_C.3,S_C.4,S_C.5,S_C.6,S_C.7,G_C,G_C.1,G_C.2,G_C.3,G_C.4,G_C.5,G_C.6,G_C.7,U_n.5
2018-2019,Ligue1,Paris S-G,Marquinhos,br BRA,"DF,MF",24.0,29.9,26.0,0.87,20.0,0.0,0.0,1.0,2.0,3.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Ángel Di María,ar ARG,"FW,MF",30.0,25.8,103.0,3.99,69.0,15.0,9.0,6.0,4.0,0.0,26.0,1.01,15.0,4.0,4.0,2.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,19.0,26.0,121.0,4.65,80.0,1.0,17.0,8.0,15.0,0.0,23.0,0.88,15.0,0.0,2.0,2.0,4.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Thiago Silva,br BRA,DF,33.0,23.1,26.0,1.13,23.0,0.0,0.0,1.0,1.0,1.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,22.0,22.3,19.0,0.85,13.0,2.0,0.0,1.0,1.0,2.0,6.0,0.27,4.0,0.0,0.0,1.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,25.0,20.9,84.0,4.02,76.0,2.0,3.0,0.0,2.0,1.0,7.0,0.34,6.0,1.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Julian Draxler,de GER,"MF,FW",24.0,22.7,92.0,4.05,70.0,9.0,7.0,5.0,1.0,0.0,15.0,0.66,14.0,1.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Alphonse Areola,fr FRA,GK,25.0,21.0,3.0,0.14,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Juan Bernat,es ESP,"DF,MF",25.0,20.4,46.0,2.25,41.0,4.0,0.0,0.0,1.0,0.0,4.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Edinson Cavani,uy URU,FW,31.0,18.6,35.0,1.89,22.0,0.0,3.0,3.0,6.0,1.0,10.0,0.54,4.0,0.0,2.0,2.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Thilo Kehrer,de GER,DF,21.0,21.1,20.0,0.95,16.0,1.0,0.0,1.0,1.0,1.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Dani Alves,br BRA,"MF,DF",35.0,18.0,60.0,3.33,54.0,2.0,0.0,1.0,2.0,1.0,11.0,0.61,10.0,0.0,0.0,0.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Thomas Meunier,be BEL,DF,26.0,17.9,39.0,2.18,33.0,0.0,1.0,4.0,1.0,0.0,8.0,0.45,6.0,0.0,0.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Gianluigi Buffon,it ITA,GK,40.0,17.0,1.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Neymar,br BRA,"MF,FW",26.0,16.0,103.0,6.44,59.0,15.0,15.0,6.0,8.0,0.0,24.0,1.5,15.0,0.0,4.0,3.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Leandro Paredes,ar ARG,MF,24.0,13.9,34.0,2.45,23.0,9.0,0.0,0.0,1.0,1.0,3.0,0.22,3.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Christopher Nkunku,fr FRA,"MF,FW",20.0,12.8,37.0,2.88,32.0,0.0,0.0,0.0,3.0,2.0,6.0,0.47,4.0,0.0,0.0,0.0,1.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Adrien Rabiot,fr FRA,MF,23.0,11.8,28.0,2.37,24.0,2.0,1.0,1.0,0.0,0.0,10.0,0.85,8.0,1.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Layvin Kurzawa,fr FRA,"DF,MF",25.0,11.2,21.0,1.87,17.0,0.0,0.0,2.0,1.0,1.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Moussa Diaby,fr FRA,"MF,DF",19.0,12.7,34.0,2.68,27.0,1.0,6.0,0.0,0.0,0.0,10.0,0.79,8.0,0.0,2.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Colin Dagba,fr FRA,"DF,MF",19.0,10.2,21.0,2.06,18.0,2.0,0.0,0.0,0.0,1.0,3.0,0.29,3.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Eric Maxim Choupo-Moting,cm CMR,FW,29.0,8.9,29.0,3.25,21.0,1.0,4.0,2.0,0.0,1.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Stanley N'Soki,fr FRA,DF,19.0,7.8,6.0,0.77,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Loïc Mbe Soh,fr FRA,DF,17.0,2.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Antoine Bernede,fr FRA,MF,19.0,1.9,3.0,1.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Lassana Diarra,fr FRA,MF,33.0,1.8,3.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Timothy Weah,us USA,FW,18.0,0.6,1.0,1.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Metehan Güçlü,tr TUR,MF,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Giovani Lo Celso,ar ARG,MF,22.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Kévin Rimane,gf GUF,MF,27.0,0.1,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Squad Total,,,26.2,38.0,997.0,26.24,753.0,68.0,66.0,43.0,50.0,17.0,181.0,4.76,134.0,7.0,14.0,12.0,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Opponent Total,,,25.9,38.0,674.0,17.74,456.0,70.0,52.0,31.0,39.0,26.0,51.0,1.34,36.0,4.0,1.0,3.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Mike Maignan,fr FRA,GK,23.0,38.0,4.0,0.11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Nicolas Pépé,ci CIV,"FW,MF",23.0,36.9,176.0,4.77,111.0,9.0,19.0,12.0,23.0,2.0,36.0,0.97,17.0,2.0,7.0,4.0,5.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,José Fonte,pt POR,DF,34.0,34.6,26.0,0.75,22.0,1.0,0.0,3.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Lille,Thiago Mendes,br BRA,MF,26.0,34.2,112.0,3.28,65.0,41.0,0.0,2.0,2.0,2.0,9.0,0.26,5.0,3.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
