Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_h,C_h.1,C_h.2,C_h.3,B_l,B_l.1,B_l.2,U_n.5,U_n.6,U_n.7,U_n.8,U_n.9
2018-2019,Ligue1,Paris S-G,Marquinhos,br BRA,"DF,MF",24.0,29.9,65.0,41.0,34.0,28.0,3.0,31.0,52.0,59.6,21.0,30.0,13.0,17.0,44.0,109.0,84.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Ángel Di María,ar ARG,"FW,MF",30.0,25.8,29.0,17.0,12.0,10.0,7.0,10.0,42.0,23.8,32.0,24.0,1.0,23.0,16.0,45.0,4.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,19.0,26.0,8.0,4.0,2.0,1.0,5.0,1.0,6.0,16.7,5.0,2.0,0.0,2.0,5.0,13.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Thiago Silva,br BRA,DF,33.0,23.1,16.0,13.0,7.0,8.0,1.0,6.0,11.0,54.5,5.0,28.0,20.0,8.0,32.0,48.0,99.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,22.0,22.3,55.0,34.0,26.0,25.0,4.0,24.0,40.0,60.0,16.0,17.0,10.0,7.0,30.0,85.0,48.0,5.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,25.0,20.9,72.0,42.0,25.0,39.0,8.0,36.0,81.0,44.4,45.0,26.0,1.0,25.0,18.0,90.0,8.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Julian Draxler,de GER,"MF,FW",24.0,22.7,41.0,22.0,11.0,19.0,11.0,16.0,43.0,37.2,27.0,20.0,1.0,19.0,15.0,56.0,2.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Alphonse Areola,fr FRA,GK,25.0,21.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Juan Bernat,es ESP,"DF,MF",25.0,20.4,47.0,32.0,22.0,19.0,6.0,22.0,46.0,47.8,24.0,19.0,5.0,14.0,20.0,67.0,41.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Edinson Cavani,uy URU,FW,31.0,18.6,11.0,8.0,1.0,4.0,6.0,3.0,13.0,23.1,10.0,11.0,2.0,9.0,6.0,17.0,16.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Thilo Kehrer,de GER,DF,21.0,21.1,64.0,43.0,27.0,31.0,6.0,31.0,55.0,56.4,24.0,32.0,17.0,15.0,31.0,95.0,69.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Dani Alves,br BRA,"MF,DF",35.0,18.0,42.0,22.0,16.0,23.0,3.0,13.0,38.0,34.2,25.0,18.0,5.0,13.0,8.0,50.0,11.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Thomas Meunier,be BEL,DF,26.0,17.9,44.0,33.0,25.0,15.0,4.0,21.0,35.0,60.0,14.0,13.0,2.0,11.0,19.0,63.0,29.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Ligue1,Paris S-G,Gianluigi Buffon,it ITA,GK,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
