Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2019-2020,Ligue1,Paris S-G,Ángel Di María,ar ARG,"FW,MF",31.0,22.2,908.0,1292.0,70.3,14893.0,4760.0,483.0,554.0,87.2,267.0,375.0,71.2,109.0,220.0,49.5,14.0,14.5,11.0,-0.5,77.0,82.0,82.0,15.0,178.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Keylor Navas,cr CRC,GK,32.0,21.0,470.0,543.0,86.6,10905.0,7362.0,108.0,108.0,100.0,255.0,259.0,98.5,107.0,175.0,61.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Thiago Silva,br BRA,DF,34.0,17.5,1434.0,1505.0,95.3,26954.0,10249.0,524.0,536.0,97.8,751.0,779.0,96.4,141.0,161.0,87.6,0.0,0.0,0.4,0.0,0.0,91.0,6.0,0.0,99.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Idrissa Gana Gueye,sn SEN,MF,29.0,18.4,1452.0,1575.0,92.2,21096.0,6147.0,857.0,898.0,95.4,479.0,511.0,93.7,66.0,79.0,83.5,2.0,2.7,2.0,-0.7,23.0,135.0,13.0,1.0,175.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,20.0,16.8,501.0,661.0,75.8,6435.0,1454.0,325.0,390.0,83.3,120.0,165.0,72.7,22.0,34.0,64.7,5.0,9.5,8.8,-4.5,39.0,25.0,29.0,5.0,59.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Juan Bernat,es ESP,"DF,MF",26.0,15.4,1007.0,1130.0,89.1,13155.0,2730.0,663.0,702.0,94.4,295.0,328.0,89.9,14.0,27.0,51.9,4.0,3.1,2.7,0.9,14.0,44.0,14.0,2.0,63.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,26.0,16.5,1608.0,1744.0,92.2,23972.0,7654.0,910.0,952.0,95.6,497.0,530.0,93.8,115.0,149.0,77.2,5.0,3.1,3.4,1.9,27.0,153.0,42.0,5.0,186.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Marquinhos,br BRA,"MF,DF",25.0,16.4,1218.0,1309.0,93.0,21650.0,6966.0,503.0,525.0,95.8,570.0,600.0,95.0,108.0,130.0,83.1,1.0,0.8,0.9,0.2,4.0,98.0,16.0,0.0,97.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Neymar,br BRA,"MF,FW",27.0,14.6,733.0,951.0,77.1,10867.0,3901.0,411.0,474.0,86.7,193.0,249.0,77.5,72.0,126.0,57.1,6.0,5.8,5.4,0.2,39.0,113.0,65.0,4.0,160.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Mauro Icardi,ar ARG,FW,26.0,14.1,147.0,175.0,84.0,1793.0,492.0,92.0,102.0,90.2,30.0,32.0,93.8,5.0,6.0,83.3,2.0,1.8,1.8,0.2,11.0,11.0,7.0,0.0,18.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
