Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2019-2020,Ligue1,Paris S-G,Ángel Di María,ar ARG,"FW,MF",31.0,22.2,8.0,72.0,22.0,30.6,3.24,0.99,0.1,0.32,21.0,1.0,2.0,,8.0,8.3,6.7,0.09,-0.3,0.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Keylor Navas,cr CRC,GK,32.0,21.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Thiago Silva,br BRA,DF,34.0,17.5,0.0,6.0,2.0,33.3,0.34,0.11,0.0,0.0,12.8,0.0,0.0,,0.0,0.4,0.4,0.06,-0.4,-0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Idrissa Gana Gueye,sn SEN,MF,29.0,18.4,1.0,11.0,3.0,27.3,0.6,0.16,0.09,0.33,18.0,0.0,0.0,,0.0,1.3,1.3,0.12,-0.3,-0.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,20.0,16.8,18.0,87.0,49.0,56.3,5.18,2.91,0.21,0.37,14.2,0.0,0.0,,0.0,15.6,15.6,0.18,2.4,2.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Juan Bernat,es ESP,"DF,MF",26.0,15.4,0.0,6.0,1.0,16.7,0.39,0.06,0.0,0.0,14.2,0.0,0.0,,0.0,0.4,0.4,0.07,-0.4,-0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,26.0,16.5,0.0,2.0,0.0,0.0,0.12,0.0,0.0,,6.3,0.0,0.0,,0.0,0.3,0.3,0.15,-0.3,-0.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Marquinhos,br BRA,"MF,DF",25.0,16.4,3.0,11.0,3.0,27.3,0.67,0.18,0.27,1.0,10.0,0.0,0.0,,0.0,1.9,1.9,0.17,1.1,1.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Neymar,br BRA,"MF,FW",27.0,14.6,13.0,66.0,32.0,48.5,4.51,2.19,0.14,0.28,17.8,4.0,5.0,,10.0,14.7,10.7,0.17,-1.7,-1.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Mauro Icardi,ar ARG,FW,26.0,14.1,12.0,36.0,20.0,55.6,2.56,1.42,0.33,0.6,9.8,0.0,0.0,,0.0,11.7,11.7,0.33,0.3,0.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Thomas Meunier,be BEL,DF,27.0,13.8,0.0,4.0,2.0,50.0,0.29,0.14,0.0,0.0,15.0,0.0,0.0,,0.0,0.4,0.4,0.11,-0.4,-0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,23.0,13.6,0.0,6.0,2.0,33.3,0.44,0.15,0.0,0.0,14.0,0.0,0.0,,0.0,0.7,0.7,0.12,-0.7,-0.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Abdou Diallo,sn SEN,DF,23.0,13.3,0.0,5.0,2.0,40.0,0.37,0.15,0.0,0.0,7.4,0.0,0.0,,0.0,1.2,1.2,0.24,-1.2,-1.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Pablo Sarabia,es ESP,"FW,MF",27.0,12.9,4.0,33.0,10.0,30.3,2.55,0.77,0.12,0.4,16.0,0.0,0.0,,0.0,3.2,3.2,0.1,0.8,0.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Layvin Kurzawa,fr FRA,DF,26.0,9.5,1.0,6.0,3.0,50.0,0.63,0.31,0.17,0.33,10.4,0.0,0.0,,0.0,0.8,0.8,0.15,0.2,0.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Leandro Paredes,ar ARG,MF,25.0,9.0,0.0,18.0,4.0,22.2,1.99,0.44,0.0,0.0,28.1,0.0,0.0,,2.0,0.6,0.6,0.03,-0.6,-0.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Julian Draxler,de GER,MF,25.0,7.6,0.0,13.0,5.0,38.5,1.71,0.66,0.0,0.0,18.5,0.0,0.0,,0.0,1.1,1.1,0.08,-1.1,-1.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Colin Dagba,fr FRA,DF,20.0,7.4,0.0,2.0,0.0,0.0,0.27,0.0,0.0,,17.5,0.0,0.0,,0.0,0.1,0.1,0.04,-0.1,-0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Edinson Cavani,uy URU,FW,32.0,6.7,4.0,27.0,10.0,37.0,4.02,1.49,0.11,0.3,10.5,1.0,1.0,,1.0,8.7,7.9,0.29,-4.7,-4.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Ander Herrera,es ESP,"MF,DF",29.0,6.1,1.0,6.0,2.0,33.3,0.99,0.33,0.17,0.5,20.5,0.0,0.0,,0.0,0.3,0.3,0.06,0.7,0.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Thilo Kehrer,de GER,DF,22.0,5.3,1.0,3.0,3.0,100.0,0.56,0.56,0.33,0.33,12.4,0.0,0.0,,0.0,0.5,0.5,0.15,0.5,0.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
