Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,G_o,G_o.1,G_o.2,G_o.3,G_o.4,E_x,E_x.1,E_x.2,E_x.3,L_a,L_a.1,L_a.2,P_a,P_a.1,P_a.2,P_a.3,G_o.5,G_o.6,G_o.7,C_r,C_r.1,C_r.2,S_w,S_w.1,S_w.2,U_n.5
2019-2020,Ligue1,Paris S-G,Keylor Navas,cr CRC,GK,32.0,21.0,18.0,0.0,0.0,0.0,1.0,17.5,0.27,0.5,0.02,35.0,91.0,38.5,405.0,76.0,16.5,26.8,137.0,17.5,26.7,188.0,3.0,1.6,8.0,0.38,12.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Alphonse Areola,fr FRA,GK,26.0,3.0,2.0,0.0,0.0,0.0,0.0,1.4,0.46,-0.6,-0.21,2.0,2.0,100.0,48.0,9.0,0.0,17.5,9.0,22.2,25.7,23.0,1.0,4.3,6.0,2.0,18.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Sergio Rico,es ESP,GK,25.0,2.0,4.0,0.0,0.0,1.0,0.0,2.6,0.26,-1.4,-0.72,1.0,9.0,11.1,35.0,5.0,17.1,21.6,13.0,23.1,23.8,33.0,1.0,3.0,2.0,1.0,17.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Marcin Bułka,pl POL,GK,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.4,0.4,0.0,0.0,,12.0,3.0,0.0,16.3,6.0,0.0,20.8,5.0,1.0,20.0,0.0,0.0,5.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Squad Total,,,27.2,27.0,24.0,0.0,0.0,1.0,1.0,21.8,0.27,-1.2,-0.04,38.0,102.0,37.3,500.0,93.0,14.6,25.3,165.0,17.6,26.2,249.0,6.0,2.4,16.0,0.59,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Opponent Total,,,26.1,27.0,75.0,6.0,1.0,7.0,4.0,70.8,0.34,-0.2,-0.01,193.0,447.0,43.2,598.0,137.0,47.2,38.9,256.0,64.5,46.1,400.0,19.0,4.8,19.0,0.7,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Marseille,Steve Mandanda,fr FRA,GK,34.0,26.3,27.0,4.0,0.0,2.0,2.0,30.1,0.3,5.1,0.19,117.0,365.0,32.1,697.0,133.0,39.9,35.6,144.0,60.4,43.8,319.0,21.0,6.6,21.0,0.8,14.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Marseille,Yohann Pelé,fr FRA,GK,36.0,1.7,2.0,0.0,0.0,0.0,0.0,2.4,0.2,0.4,0.25,3.0,12.0,25.0,33.0,7.0,15.2,25.0,14.0,50.0,40.8,22.0,0.0,0.0,3.0,1.8,16.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Marseille,Squad Total,,,27.1,28.0,29.0,4.0,0.0,2.0,2.0,32.5,0.29,5.5,0.2,120.0,377.0,31.8,730.0,140.0,38.8,35.1,158.0,59.5,43.5,341.0,21.0,6.2,24.0,0.86,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Marseille,Opponent Total,,,26.1,28.0,41.0,4.0,0.0,3.0,3.0,32.1,0.23,-5.9,-0.21,156.0,416.0,37.5,669.0,119.0,42.5,35.2,215.0,61.4,44.7,378.0,9.0,2.4,23.0,0.82,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Rennes,Edouard Mendy,sn SEN,GK,27.0,24.0,19.0,3.0,1.0,4.0,1.0,20.7,0.22,2.7,0.11,155.0,338.0,45.9,624.0,99.0,38.0,34.5,163.0,62.0,43.6,334.0,33.0,9.9,22.0,0.92,12.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Rennes,Romain Salin,fr FRA,GK,35.0,4.0,5.0,0.0,0.0,0.0,0.0,5.4,0.24,0.4,0.1,21.0,54.0,38.9,94.0,24.0,30.9,33.4,36.0,69.4,47.3,80.0,2.0,2.5,3.0,0.75,14.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Rennes,Squad Total,,,25.5,28.0,24.0,3.0,1.0,4.0,1.0,26.1,0.22,3.1,0.11,176.0,392.0,44.9,718.0,123.0,37.0,34.3,199.0,63.3,44.2,414.0,35.0,8.5,25.0,0.89,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Rennes,Opponent Total,,,26.2,28.0,38.0,3.0,0.0,2.0,1.0,32.7,0.25,-4.3,-0.15,180.0,448.0,40.2,658.0,96.0,44.4,36.5,207.0,75.4,51.3,373.0,15.0,4.0,16.0,0.57,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Lille,Mike Maignan,fr FRA,GK,24.0,28.0,27.0,4.0,1.0,1.0,3.0,25.0,0.25,1.0,0.04,130.0,390.0,33.3,563.0,137.0,44.0,37.2,200.0,71.0,52.4,323.0,11.0,3.4,24.0,0.86,17.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Lille,Squad Total,,,24.3,28.0,27.0,4.0,1.0,1.0,3.0,25.0,0.25,1.0,0.04,130.0,390.0,33.3,563.0,137.0,44.0,37.2,200.0,71.0,52.4,323.0,11.0,3.4,24.0,0.86,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Lille,Opponent Total,,,26.4,28.0,35.0,5.0,0.0,5.0,0.0,41.7,0.28,6.7,0.24,163.0,449.0,36.3,669.0,127.0,43.9,37.3,232.0,66.8,46.8,400.0,17.0,4.3,18.0,0.64,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Nice,Walter Benítez,ar ARG,GK,26.0,26.0,36.0,4.0,0.0,6.0,2.0,41.1,0.28,7.1,0.27,52.0,150.0,34.7,574.0,139.0,16.6,24.4,214.0,25.7,28.9,421.0,11.0,2.6,17.0,0.65,13.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Nice,Yannis Clementia,mq MTQ,GK,22.0,2.0,2.0,1.0,0.0,0.0,0.0,2.4,0.21,0.4,0.22,4.0,22.0,18.2,47.0,16.0,27.7,30.9,14.0,64.3,47.8,33.0,4.0,12.1,0.0,0.0,8.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Nice,Squad Total,,,23.9,28.0,38.0,5.0,0.0,6.0,2.0,43.5,0.28,7.5,0.27,56.0,172.0,32.6,621.0,155.0,17.4,24.9,228.0,28.1,30.0,454.0,15.0,3.3,17.0,0.61,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Nice,Opponent Total,,,26.1,28.0,41.0,5.0,0.0,7.0,0.0,39.9,0.27,-1.1,-0.04,157.0,344.0,45.6,712.0,121.0,34.1,33.2,206.0,49.0,39.0,304.0,15.0,4.9,24.0,0.86,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Reims,Predrag Rajković,rs SRB,GK,23.0,27.0,18.0,1.0,1.0,2.0,0.0,25.0,0.23,7.0,0.26,115.0,354.0,32.5,802.0,133.0,31.9,33.1,202.0,48.5,42.3,399.0,27.0,6.8,20.0,0.74,12.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Reims,Nicolas Lemaître,fr FRA,GK,22.0,1.0,3.0,1.0,0.0,1.0,0.0,2.3,0.32,-0.7,-0.75,2.0,7.0,28.6,19.0,4.0,21.1,26.1,8.0,37.5,41.0,14.0,0.0,0.0,0.0,0.0,9.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Reims,Squad Total,,,25.3,28.0,21.0,2.0,1.0,3.0,0.0,27.3,0.24,6.3,0.22,117.0,361.0,32.4,821.0,137.0,31.7,32.9,210.0,48.1,42.3,413.0,27.0,6.5,20.0,0.71,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Reims,Opponent Total,,,26.0,28.0,26.0,5.0,2.0,3.0,0.0,24.2,0.21,-1.8,-0.07,181.0,423.0,42.8,685.0,118.0,41.5,34.9,234.0,59.4,44.6,417.0,19.0,4.6,19.0,0.68,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Lyon,Anthony Lopes,pt POR,GK,28.0,26.0,25.0,2.0,1.0,2.0,3.0,22.9,0.24,0.9,0.03,97.0,222.0,43.7,634.0,147.0,24.1,28.6,187.0,36.9,34.1,313.0,11.0,3.5,20.0,0.77,14.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Lyon,Ciprian Tătărușanu,ro ROU,GK,33.0,2.0,2.0,0.0,0.0,0.0,0.0,1.9,0.18,-0.1,-0.03,8.0,12.0,66.7,54.0,16.0,18.5,27.2,7.0,28.6,32.1,10.0,3.0,30.0,7.0,3.5,15.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Lyon,Squad Total,,,24.8,28.0,27.0,2.0,1.0,2.0,3.0,24.8,0.24,0.8,0.03,105.0,234.0,44.9,688.0,163.0,23.7,28.5,194.0,36.6,34.0,323.0,14.0,4.3,27.0,0.96,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Lyon,Opponent Total,,,26.1,28.0,42.0,5.0,0.0,1.0,0.0,41.4,0.27,-0.6,-0.02,143.0,426.0,33.6,645.0,129.0,41.1,35.6,246.0,65.4,47.3,388.0,20.0,5.2,28.0,1.0,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Montpellier,Gerónimo Rulli,ar ARG,GK,27.0,25.0,27.0,3.0,1.0,2.0,1.0,28.4,0.2,2.4,0.1,186.0,359.0,51.8,677.0,150.0,35.6,33.7,203.0,58.1,45.2,360.0,16.0,4.4,25.0,1.0,15.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Montpellier,Dimitry Bertaud,fr FRA,GK,21.0,2.2,3.0,0.0,0.0,1.0,0.0,1.7,0.35,-1.3,-0.58,12.0,19.0,63.2,49.0,18.0,26.5,30.9,18.0,33.3,37.3,19.0,2.0,10.5,3.0,1.38,18.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Montpellier,Matis Carvalho,pt POR,GK,20.0,0.8,4.0,0.0,0.0,0.0,1.0,2.7,0.36,-0.3,-0.33,4.0,17.0,23.5,18.0,4.0,61.1,46.0,9.0,66.7,44.2,10.0,0.0,0.0,0.0,0.0,9.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Montpellier,Squad Total,,,28.5,28.0,34.0,3.0,1.0,3.0,2.0,32.9,0.21,0.9,0.03,202.0,395.0,51.1,744.0,172.0,35.6,33.8,230.0,56.5,44.5,389.0,18.0,4.6,28.0,1.0,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Montpellier,Opponent Total,,,26.1,28.0,35.0,2.0,2.0,6.0,2.0,33.6,0.26,0.6,0.02,167.0,405.0,41.2,659.0,154.0,38.5,34.8,225.0,67.1,48.1,467.0,19.0,4.1,20.0,0.71,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Monaco,Benjamin Lecomte,fr FRA,GK,28.0,28.0,44.0,6.0,0.0,7.0,1.0,42.8,0.28,-0.2,-0.01,146.0,337.0,43.3,637.0,136.0,34.5,33.0,212.0,55.2,42.3,394.0,20.0,5.1,39.0,1.39,15.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Monaco,Squad Total,,,26.0,28.0,44.0,6.0,0.0,7.0,1.0,42.8,0.28,-0.2,-0.01,146.0,337.0,43.3,637.0,136.0,34.5,33.0,212.0,55.2,42.3,394.0,20.0,5.1,39.0,1.39,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Monaco,Opponent Total,,,26.2,28.0,44.0,4.0,0.0,4.0,0.0,41.0,0.28,-3.0,-0.11,124.0,330.0,37.6,660.0,156.0,34.1,34.2,211.0,49.8,41.1,384.0,16.0,4.2,23.0,0.82,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Strasbourg,Matz Sels,be BEL,GK,27.0,27.0,32.0,6.0,0.0,3.0,0.0,33.4,0.26,1.4,0.05,199.0,458.0,43.4,651.0,111.0,49.3,39.6,201.0,68.2,51.3,335.0,17.0,5.1,9.0,0.33,11.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Strasbourg,Squad Total,,,25.8,27.0,32.0,6.0,0.0,3.0,0.0,33.4,0.26,1.4,0.05,199.0,458.0,43.4,651.0,111.0,49.3,39.6,201.0,68.2,51.3,335.0,17.0,5.1,9.0,0.33,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Strasbourg,Opponent Total,,,26.0,27.0,32.0,3.0,1.0,3.0,0.0,31.0,0.26,-1.0,-0.04,109.0,322.0,33.9,566.0,144.0,35.0,33.5,237.0,52.3,42.5,442.0,25.0,5.7,18.0,0.67,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Angers,Ludovic Butelle,fr FRA,GK,36.0,26.0,32.0,3.0,2.0,1.0,0.0,26.7,0.29,-5.3,-0.2,119.0,342.0,34.8,494.0,116.0,39.5,35.9,203.0,72.4,50.6,319.0,15.0,4.7,22.0,0.85,15.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Angers,Danijel Petković,me MNE,GK,26.0,2.0,1.0,0.0,0.0,0.0,0.0,1.1,0.16,0.1,0.06,15.0,27.0,55.6,34.0,10.0,44.1,35.0,19.0,63.2,46.6,43.0,4.0,9.3,0.0,0.0,4.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Angers,Squad Total,,,28.0,28.0,33.0,3.0,2.0,1.0,0.0,27.8,0.28,-5.2,-0.19,134.0,369.0,36.3,528.0,126.0,39.8,35.9,222.0,71.6,50.2,362.0,19.0,5.2,22.0,0.79,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Angers,Opponent Total,,,26.2,28.0,28.0,1.0,1.0,3.0,1.0,28.8,0.24,1.8,0.07,116.0,317.0,36.6,646.0,149.0,30.8,31.6,225.0,52.4,41.6,429.0,16.0,3.7,18.0,0.64,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Bordeaux,Benoît Costil,fr FRA,GK,32.0,28.0,34.0,2.0,0.0,4.0,1.0,32.7,0.28,-0.3,-0.01,159.0,394.0,40.4,637.0,99.0,40.2,34.8,246.0,56.1,40.9,434.0,17.0,3.9,28.0,1.0,15.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Bordeaux,Squad Total,,,26.9,28.0,34.0,2.0,0.0,4.0,1.0,32.7,0.28,-0.3,-0.01,159.0,394.0,40.4,637.0,99.0,40.2,34.8,246.0,56.1,40.9,434.0,17.0,3.9,28.0,1.0,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Bordeaux,Opponent Total,,,25.9,28.0,40.0,2.0,2.0,7.0,0.0,31.8,0.28,-8.2,-0.29,154.0,498.0,30.9,740.0,82.0,49.1,38.4,193.0,69.9,48.8,340.0,15.0,4.4,27.0,0.96,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Nantes,Alban Lafont,fr FRA,GK,20.0,27.0,29.0,3.0,0.0,2.0,1.0,26.6,0.23,-1.4,-0.05,147.0,452.0,32.5,695.0,131.0,44.6,36.5,187.0,75.9,51.5,379.0,9.0,2.4,31.0,1.15,15.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Nantes,Denis Petrić,rs SRB,GK,31.0,1.0,2.0,0.0,0.0,1.0,0.0,2.6,0.43,0.6,0.58,3.0,13.0,23.1,9.0,2.0,66.7,46.2,11.0,63.6,43.2,13.0,1.0,7.7,0.0,0.0,10.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Nantes,Squad Total,,,25.4,28.0,31.0,3.0,0.0,3.0,1.0,29.2,0.24,-0.8,-0.03,150.0,465.0,32.3,704.0,133.0,44.9,36.6,198.0,75.3,51.0,392.0,10.0,2.6,31.0,1.11,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Nantes,Opponent Total,,,26.3,28.0,28.0,2.0,0.0,1.0,5.0,26.0,0.21,3.0,0.11,152.0,420.0,36.2,746.0,107.0,38.3,35.0,206.0,65.0,46.9,361.0,14.0,3.9,33.0,1.18,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Brest,Gautier Larsonneur,fr FRA,GK,22.0,26.6,34.0,3.0,0.0,4.0,0.0,41.4,0.28,7.4,0.28,128.0,373.0,34.3,783.0,152.0,35.9,35.2,235.0,39.1,35.2,454.0,19.0,4.2,28.0,1.05,13.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Brest,Donovan Léon,gf GUF,GK,26.0,1.4,3.0,1.0,0.0,0.0,0.0,4.3,0.3,1.3,0.97,8.0,20.0,40.0,34.0,8.0,44.1,38.3,8.0,62.5,46.3,30.0,2.0,6.7,0.0,0.0,5.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Brest,Squad Total,,,26.1,28.0,37.0,4.0,0.0,4.0,0.0,45.7,0.28,8.7,0.31,136.0,393.0,34.6,817.0,160.0,36.2,35.3,243.0,39.9,35.6,484.0,21.0,4.3,28.0,1.0,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Brest,Opponent Total,,,26.2,28.0,34.0,1.0,0.0,2.0,2.0,26.9,0.23,-5.1,-0.18,176.0,399.0,44.1,659.0,116.0,38.2,34.9,252.0,58.3,43.7,419.0,25.0,6.0,23.0,0.82,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Metz,Alexandre Oukidja,dz ALG,GK,31.0,26.5,31.0,3.0,0.0,5.0,0.0,30.4,0.22,-0.6,-0.02,186.0,593.0,31.4,675.0,101.0,60.6,43.8,208.0,88.5,59.4,471.0,32.0,6.8,31.0,1.17,14.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Metz,Paul Delecroix,gw GNB,GK,30.0,1.5,4.0,1.0,0.0,0.0,0.0,2.2,0.21,-1.8,-1.2,14.0,30.0,46.7,33.0,5.0,66.7,43.8,11.0,72.7,54.1,11.0,0.0,0.0,2.0,1.32,26.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Metz,Squad Total,,,25.9,28.0,35.0,4.0,0.0,5.0,0.0,32.6,0.22,-2.4,-0.09,200.0,623.0,32.1,708.0,106.0,60.9,43.8,219.0,87.7,59.1,482.0,32.0,6.6,33.0,1.18,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Metz,Opponent Total,,,26.5,28.0,27.0,2.0,0.0,4.0,0.0,28.7,0.25,1.7,0.06,83.0,190.0,43.7,591.0,155.0,21.3,28.4,182.0,35.2,35.5,331.0,19.0,5.7,26.0,0.93,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Dijon,Alfred Gomis,sn SEN,GK,25.0,18.0,20.0,1.0,2.0,2.0,1.0,17.5,0.21,-1.5,-0.08,148.0,343.0,43.1,566.0,114.0,41.5,36.1,168.0,64.3,46.4,306.0,23.0,7.5,13.0,0.72,12.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Dijon,Rúnar Alex Rúnarsson,is ISL,GK,24.0,10.0,17.0,0.0,0.0,3.0,1.0,11.3,0.24,-4.7,-0.47,50.0,121.0,41.3,248.0,56.0,30.6,31.3,81.0,55.6,43.9,163.0,9.0,5.5,9.0,0.9,14.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Dijon,Squad Total,,,26.9,28.0,37.0,1.0,2.0,5.0,2.0,28.8,0.22,-6.2,-0.22,198.0,464.0,42.7,814.0,170.0,38.2,34.6,249.0,61.4,45.6,469.0,32.0,6.8,22.0,0.79,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Dijon,Opponent Total,,,26.1,28.0,27.0,1.0,0.0,1.0,1.0,26.3,0.25,0.3,0.01,109.0,319.0,34.2,631.0,121.0,34.1,33.0,207.0,50.2,41.0,340.0,11.0,3.2,28.0,1.0,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Saint-Étienne,Stéphane Ruffier,fr FRA,GK,32.0,22.0,40.0,3.0,0.0,1.0,0.0,33.3,0.3,-6.7,-0.31,102.0,287.0,35.5,463.0,72.0,41.3,34.8,159.0,60.4,43.1,249.0,9.0,3.6,15.0,0.68,12.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Saint-Étienne,Jessy Moulin,fr FRA,GK,33.0,5.0,4.0,2.0,0.0,0.0,0.0,6.8,0.22,2.8,0.57,22.0,86.0,25.6,131.0,28.0,48.1,39.5,42.0,54.8,43.7,77.0,4.0,5.2,0.0,0.0,9.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Saint-Étienne,Stefan Bajic,fr FRA,GK,17.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.05,-0.9,-0.9,1.0,2.0,50.0,11.0,4.0,0.0,18.1,8.0,25.0,28.8,12.0,0.0,0.0,5.0,5.0,27.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Saint-Étienne,Squad Total,,,27.0,28.0,45.0,5.0,0.0,2.0,0.0,40.2,0.28,-4.8,-0.17,125.0,375.0,33.3,605.0,104.0,42.0,35.5,209.0,57.9,42.7,338.0,13.0,3.8,20.0,0.71,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Saint-Étienne,Opponent Total,,,26.0,28.0,29.0,5.0,0.0,3.0,1.0,29.7,0.25,1.7,0.06,144.0,458.0,31.4,715.0,127.0,42.5,35.8,224.0,68.8,48.4,431.0,20.0,4.6,20.0,0.71,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
